,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X600011.SH,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600426.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X000807.SZ,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X600096.SH,X600688.SH,X000983.SZ,X600489.SH,X600801.SH,X600141.SH,X002353.SZ,X300073.SZ,X000960.SZ,X601699.SH,X002497.SZ,X000825.SZ,X000630.SZ,X600160.SH,X600352.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0393686988152622,0,0,0,0,0,0,0,0.124482932907888,0,0,0,0,0,-0.014621285257111,0,0,0.124273090991616,0,0,0,0,0,0,0.0168199993130126,0,0.0777299512064728,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0219471287267261,0,0,0,0.0115608881700821,0,0
X600028.SH,0.184637181418783,0,0,0,0,0,0,0,0,0.0129567572570555,0,0,0.00253983501980942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114696119765789,0,0,0,0,0,0,0.0592092281947383,0,0.0499691484899208,0,0,-0.0375252090483304,0,0.0126222195523627,0,0,0.0112561746633602,0,0,0,0,-0.00695942283080553,0,0,0,0,0,0,0
X601088.SH,0.0469299915566963,0,0,0,0,0,0,0,0,0.105923612736395,0,0,0,0,0,0,0,-0.103602958153983,-0.0209126079884876,0,0,0,0,0,0,0.078325259398607,0,0,0,0,0,0,-0.0260558136880963,0,0,0,0.203301817491107,0,0,0,0,0,0,0.182564305171769,0,0,-0.0446415526899588,0,0,0,0,0,0.0104448877760609,0,0,0,0.0262122335183417,0,0
X600309.SH,0.0314955921078653,0,0,0,0,0,0,0,0,0.000972155781507508,0,0,0,0.0581437934158116,0,0,0,0.0212320375604858,0,0,0,0,0,0,0,0.00618557526515523,0.0144931386141222,0,0,0,0.193239006216462,0.046302358610538,0,0,0,0,0.0385460553719475,0,0,0,0,0,0,0,0.00990087678196761,0,0,0,0,0,0,0,-0.0100322763510148,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317349476012028,0,0,0,0,0,0,0,0,0,0,0,0.0895853618134368,0,0,0,0,0,0,0,0,0,0.424109686452521,0,0,0,0,0,0,0.0374018367127425,-0.0180248341548997,0,0,0,0,-0.0100333211337329,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.271210936131071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475031183296898,0.134652295893778,0.0209998329513713,0,0,0,0,0,0,0.0492297789541678,0,0,0,0,0.0602164227478647,0,0,0,0,0.153875564671451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,-0.00376653792375071,0,0,0,0,0.0362206780818588,-0.0329735181450813,0,0.434018113359012,0,0,0,0,0,0,0,0,0,-0.20625634806665,0,0,0,0,0.116752897642837,0,0,-0.0529713169789924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228685995786442,0,0,0.0688356456756569,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.12949517919237,0,0,0,0,0.0713822679765991,0.197556007339006,0.0820636334131346,0,0,0,0,0,0,0,0.043488685785301,0,0,0,0.142804920106911,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.129926152364387,0,0,0.0542829758214291,0,0,0,0.0153662656763739,-5.42101086242752e-20,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.102328605842028,0,0,0.212411160308915,0,0,0,0,0,0,0,0,0,0,0,0,0.0179836079347266,0,0,0,0,0,0,0,0,0,0.0715178479878173,0,0,0,0.0639849950265178,0,0,0.176897288753617,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0570450411899127,0,0,0,0,0,0,0.0499764796477513,0,0,0,-0.00491092314754673,0,0,0,0.248178938129629,0,0,0.125538727918634,0,0,0,0,0,0,0,0.0129030235251635,0,0,0,0,0.422174790338606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072708431219233,0.125977561527937,0,0,0,0,0,0
