,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X000877.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X000629.SZ,X600688.SH,X002128.SZ,X300037.SZ,X601168.SH,X600157.SH,X002353.SZ,X600801.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.989675692850595,0,0,0.0163363471963301,0,0,0,0,0,0,0,0,0,0.0913619970385514,0,0,0,0,0,0,0,0,-0.0818221645365087,0,0,-0.0375410971375173,0,0,0,0,0,0,-0.0386685118756074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201278068783916,0,0,0,0.00557787243785171,0,0,0,0,0,0
X600028.SH,0.525727677737404,0,0,0,0,0.111976997523044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432936568270062,0.0545505387357473,0,0,0,0,0,0,0,0,0.00914199888368264,0,0,0,0,0,0,0,0,0,0,-0.028267197408725,0,0,0,0.00680613514914514,-0.00553206124930952,0,0,0,0,0,0
X601088.SH,0.0721572091984116,0.0362932917377682,0,0,0.074040545131027,0,0,0,0.248695331962524,0,0,0,0,0,0,-0.0225876483645505,0,0,0,0,0,0,0,0,0,0,0,0.0642212044183426,0,0.0707359710584907,0,0.141241307202192,0,0,0,0,0,-0.0504228316309859,0,0,-0.0179296580385443,0,0,0,0,0,0,0.0504842648998718,-0.000488156346017868,0,0,0.00717519592313504,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0348890036639068,0.127087180811298,0,0,0,0,0.0805888944363396,0,0.0520117107795402,0,0,0.0354374997718066,0,0.0873224215331576,0.0173872997972987,0,0,0.0775698676793095,0,0,0,0,0,0,0,0,0,0,0,0,0.0382317993051672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641659768377812,0.0089770409425878,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0540903249384926,0,0,0.26101986854506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464909080676996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533107762388643,0,0,0.121787171583512,0,-0.0693150322806948,0,0,-0.00528550085812724,0,0,0,0,0,0
X600019.SH,0,0.143944501591541,0,0,0,0,0,0,0,0,0,0,0.0419459700487088,0,0,0,0.250147977679721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382076324432559,0.232124802308986,0,0,0,0,0,0.2085911655816,0,0,0,-0.190087518188872,0,0,0,0.139924225683673,-0.120343977591506,0,0.00787186211265436,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.031151808097894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116100238038153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573573703696414,0,0,-0.00567192920426082,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0937443139436884,0,0,0,0,0,0,0,0.216268403910092,0,0,0,0,0,0,0,0,0,0,-0.0762765886853544,0,0,0,0,0.640922034368962,0,0,0,0,-0.150625711251056,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0.141709861933075,0,0,0,0.163039723225249,0.0561249775099939,0,0,0,0,0,0,0,0,0,0.01449880759704,0,0,0,0,0,0,0,0,0,0,0.0604289099477895,0,0,0.109844138925807,0,0,0,0,0,0,0,0,0,0.163477055784418,0,0,0,0,0,0.119195572853503,0,0,0,0,0,0,-0.00242941015310332,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.151891426533424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103309014722871,0.0674241374300859,0.418149382620743,0,0.0141471797069679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0134648718605667,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.021741804426563,0,0,0,0,0,0,0,0,0,0,0.198745110811696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120232660679115,0.322398888513682,0,0,0,0,0,0,0,0,0,0,0.124039398212236,-0.00515335204882983,0,0,0,0.058579571006722,0,0,0.00196043367993917,0.00489061885870364,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0654144140675381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215777441461588,0,0,0,0,0.129403757664427,0,0,0,0,0,0,0.0563461279259436,0,0,0,0.0215362299701781,0,0,0.00957142978231418,0,0,-0.0897539303970917,0.00352024981270173,0.0154367606303967,0,0.209671491306911,0,0,0,0
X600886.SH,0,0,0,0,0,0.0171069668071352,0,0.276180672010951,0,0,0,0,0,0,-0.0167359340655386,0,0,0,0,0,0,0,0,0,0,0,0.280382170148472,0.117259912123121,0,0,0,0,0,0,0,0,0,-0.0291703032422782,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187028311303122,0.0677989930280451,0.0414541134464016,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.133917479966122,0,0,0,0,0,0,0,0,0.334701772792015,0,0.0127942040818725,0,0,0,0,0.00756951636319047,0,0,0,0,0.00558052739436607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181849601668309,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002460.SZ,0.069321141001137,0,0,0,0,-0.0085135629236051,0,0,0,0,0,0,0,0,0,0.829750552024851,0,0,0,0,0,0,0,0,0,0,0,-0.0313662842394544,0,0,0,0,0,-0.0201188250453323,0,-0.0392064611898389,0,0,0,0,4.39511174775064e-05,0,0,0,0.132355428074731,0,0,0,0,0,0,0.0157193065894336,-0.0375212516755387,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769177566649758,0,0,0,0,0,0,-0.0129656854204448,0,0.0628259411159382,0,0,0.0642049081872681,0,0,-0.00253598888477776,0,0,0,0,0,0,0,0,0,0,0,0.0569520581320162,0,0,0,0.0630707490772189,0,0,0.00954215511285247,0,0,-0.000230130537567143,0.00341310986894113,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.184216054204489,0,0,0,0,0.0948461667737816,0,0,0,0.023244985227335,0,0,0,0,0,0,0.0842998393735919,0,0.230129312655923,0.00285471667410307,0,0,0,0,0,0,0.0220379047329485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00893113700000488,0,0,0,-0.0101866174568557,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.120330752588903,0,0,0,0.261096695879982,0,0,0,0,0,0,0,0,0,0,0,0.0450198013502091,0,0.115986390989222,0,0,0,0.098927466787349,0,0,0,0,0,0,0,0,0.0988718999024379,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0298428179593302,0,0,0,0,0,0
