,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X600362.SH,X600188.SH,X601600.SH,X600688.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600489.SH,X600886.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X000792.SZ,X601158.SH,X002466.SZ,X600299.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X000709.SZ,X000408.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600549.SH,X000937.SZ,X600352.SH,X601699.SH,X000060.SZ,X000539.SZ,X600176.SH,X000027.SZ,X600219.SH,X000935.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0244904802730714,0,0,0,0,0.00677985257270493,0,0,0,0,0,0,0,0.01538736439277,0.0124447069797973,0,0,0.103089070694869,0.0173588843370049,0,0,0,0,0,0,0.0163704004343769,0,0,0,0,0,0,0,0,0.0214068120580331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191870745251298,0,0,0,0,0,0,0,0.0177088536811742,0,0,0,0,-0.0075132779994594,0,0,0.0139147962805972,0,0,0.0973318148268694,0,0,0.0659710851437862,0.00804276261090399,0,0,0,0,0,0,0,0.0902772584554783,0,0,0.0152061626052577,0,0,-0.0186669013212659,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.157422750337608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0994482166556973,0,0,0.0123010546342067,0,0,0,0.0375925820306937,0.063807074254662,0,0,0,-0.0450725014370797,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0391602902623316,0,0,0,0,0,0.0280855904123871,0,0,0,0,0,0,0.171759057136267,0,0,0,0.0174106200448862,0,0,0,0,-0.00830481230722615,0,0,0,0,0,0,0,0,0,0.0215683530313218,0,0,0,0,0,0,0,0,0,0,-0.0227220843338081,0.0184156088181143,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.220877874621031,0,0,-0.0712445128148094,0.103368508646909,0,0,0,0,0,0,0,0,0,0,0,0,0.0277876304382781,0,0,0,0,-0.0148206861423594,0,0,0,0,0.0412142038690426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187182183754854,0,0,0.00760830116404679,-0.0045552928632772,-0.0409567551440594,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.179299317971769,0,0,0,0,0,0.0463943329168313,0,0,0,0.148958563458539,0,0,0,0.0742151040785015,0.135117541787169,0.0613942570704681,0,0,0,0,0,0,-0.115270543632283,0,0,0,0,0,0,0,0.0341803905480341,0,0,0.15101545798348,0.0296273277287444,0,0.122011049930208,0,0,0.0602003098634483,0,0,0.0322295494656991,0.0554801219351282,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0467146206657381,0,0,0,0,0.0152510741399589,0,0,0,0,0,0,0,0,0,0,0.121945050498157,0,0,0,0,0.068660351458683,0,0,0,0.0272621734238142,0,0,0,0.0650767397583491,0,0,0.0450180805873964,0,0.0977152785849552,0,0,0,0.0926126857646694,0,0,0,0,0.0051289427173139,0,0,-0.026285516933682,0,0,0,0,0,0,0
X601898.SH,0,0,0.128308851753134,0,0,0,0,0,0,0,0,0,0,0,0.00541931305818788,0,0,0,0,0,0,0,0.118240898852178,0,0,0.0289596918342478,0,0.0252962223822855,0,0,0.0149770727604179,0,0,0,0,0,0,0,0,-0.123335088378133,0.27165222868398,0,0.0665025924595731,0,0,0.174284529397826,0,-0.0359117055005016,0.00483528016958372,0,0,0.0592101845179922,-0.0480619763121961,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183676406876867,0,0,0,0,0,0.954616788932404,0,0,0,0,0,0,0,0,0,0.0390970773449078,0,0,0,0,0,0,0,0,0,-0.00371594742376516,0,0,0,0,0,0,0,0.0632428901335443,0,0,-0.0493949127361127,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0831853056234167,0,0,0,0,0,0,0.0958985518308207,0,0,0,0,0,0,0,0,0.0610589458047042,0,0,0,0,0,0,0,0,0,0.215628123560469,0,0.0455978626091271,0.0729616774581896,0,0,0.280168546675111,0,0,0,0,0.00230257233680856,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0322840914054059,0,0,0,0,0,-0.0592964960695282,0,0,0,0,0,0,0,0,0,0,0.0475857476898999,0,0,0,0,0,0,0,0.601992507617612,0,0,0,0,0,0.0359769163115523,0,0,0.0282778916126524,0.0625728806013254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0.129589369227287,0,0,0,0,0,0,0,0,0,0,0,0.0049022985807751,0,0,0,0,0.0839720573176656,0,0,0,0,0,0,0.15820772212782,0,0,0,0,0,0,0,0,0,0,0.0613535970334346,0,0.0784281068704356,0,0,0,0.0394745019321366,0,0.0057020540222966,0.0532296863181242,0.0120073624514706,0.00243969578689642,0,0,-0.0494560950207154,-0.0221657009609064,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.00611515912418842,0,0,0,0,0.0523959637846659,0,0,0,0,0,0,0,0.0716414117991039,0.0961733702001995,0,0,0.177431541544795,0.0336102393132498,0,0,0,0,0,0.0330871268377985,0,0,0,0,0,0.0108598672024484,0,0,0,0,0,0,0,0.0170085417224893,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.00771132592940463,0.0161739500429605,0,0,0,0,0.0347499749275962,0,0,0,0,0,0,0,0,0,0,0,0.0329813795170739,0.0709740643483274,0,0,0,0,0,0,0,0,0.143399579302747,0,0,0.0298662109240414,0,0.0203509525770055,0,0,0,0.083805289209079,4.33680868994202e-19,0,-0.00483225697497134,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0.264812575971774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201912688498236,0,0,0,-0.0521002558454463,0,0,0,0,0,0,0,0.290043475658869,0,0,0,0,0,0,0,0.0716183145402677,0,0,-0.224840619860854,0.148314419369499,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0117025555384124,0,0,0,0,0,0,0.141900883009864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140427435535714,0,0,0,0,0.0170070478142713,0,0.0132864495055887,0.0832445041685418,0.0352195300450228,0.104670086009729,0,0,0,0,0,0,0,0,0,0.0062625838189485,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126092914625905,0,0,0.0118146226164826,0.0143466109311433,0.0324464274220542,0.048258603793476,0,-0.000845654709888898,0,0,0,0,0,0.130391642849957,0,0,0.040334652972284,0,0,0,0,0,0,0,0.0178055320050342,-0.0131684728498279,0,0,-0.0381762193976944,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0310782013398347,0,0,0,0,0.0184658545644533,0,0,0,0,0,0,0.362866932356228,0,0,0,2.16840434497101e-19,0,0,0,0,-0.00634930762965686,0,0,0,-0.0208736634576176,0,0,0,0,0,0,0,0,0,0,0,0,0.0304766134161822,0,0,0,0,0.000379165795346317,0.0204497967840176,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0832972927707881,0,0.00618733237652698,0,0.0467006415080597,0.0535481067422898,0,0,0,0,0,0,0,0,0,0.0321646791184525,0,0,0,0,0,0,0.120913980938914,0,0.0411542361545498,-0.0360942644982599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142162965863967,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0127977082008343,0,0.0184374412605128,0,0,0,0,0,0,0,0,0,0,0.0350115402542624,0,0,0,0,0,0.00256234529373229,0.0952365789478858,0,0,0.00658416953355575,0,0,0,0.0179456142056383,0,0,0.0889217438222158,0,0.247099023299276,0,0,0,0.180638472724511,0,0.0261574198357385,0,0,0,0,0,0,-0.0320408175606374,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.79957629525269,-0.0559993998027462,0,0,0.051471846106368,0,0,0,0,0,0.0410527042636607,0,0,0,0,0,0,0,0,0.0343406566766199,0,0,-0.0383049820241767,0.0321620059863179,0,0,0,0,0,0,0,0.0307064511503804,0,0.0290296833988522,0.013066826007687,0,0,0,0,0,0.017318616644895,0,0,-0.0128078914507543,-0.0264808351125757,0,0,0,0,0,0
