,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X601991.SH,X600688.SH,X600362.SH,X002466.SZ,X600547.SH,X600660.SH,X600795.SH,X601992.SH,X300072.SZ,X600111.SH,X002460.SZ,X600516.SH,X600886.SH,X000898.SZ,X000786.SZ,X600176.SH,X000792.SZ,X000553.SZ,X000709.SZ,X600352.SH,X600027.SH,X600299.SH,X000825.SZ,X002271.SZ,X600489.SH,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X600157.SH,X600583.SH,X600808.SH,X000883.SZ,X000630.SZ,X002470.SZ,X600426.SH,X600315.SH,X002408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.120625637828171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167652532990442,0,0,0,0,0,0.0647208571244808,0.00788962818122288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397355559537333,0.0365233109540243,0,0,0,0,0,0,0,0.00801048252475071,0,0,0,0,0,0,0
X600028.SH,0.255713847961416,0,0.217898065558265,0,0.0191511108303129,0,0,0,0.0205396014120229,0,0,0.123462592540433,0,0,0.114349401809717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0221820330604449,0,0,0,0,0,0,0
X601088.SH,0,0.109899748850633,0,0.199507413584389,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0105899718336825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132834758785657,0,0,0,0,0,0.397973322038372,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227284225513116,0,0,0,0,0,0
X600019.SH,0,0,0.327858580426926,0,0.0545488856991492,0,0,0,0.119588114301073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374093752760312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314321189969886,-0.0520922442203302,0,0,0,0,0,0
X600585.SH,0,0,0.206475151306314,0.306533478202503,0,0,0,0,0.13672632846503,0,0,0,0.102567395713911,0,0,0,0,0,0,0,0,0,0,0,0.0793559098711223,0.0354113939368534,0.00896984773032206,0,0,0,0,0,0,0,0,0,0,0,0,0.0362550959537816,0,0,0,0,0,0,0,0,0,0,0.00398403813360617,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127723645585751,0,0.00377879511470209,0,0,0,0,0,0.0120581663128611,0,0.0238808569872337,0,0,0.0453667856094611,0,0,0,0,0,0,0,0,0.0940376636645489,0,0,0,0.0212637843357391,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.165645659462295,0,0,0,0,0,0,0,0,0,0,0,0,0.0182301866413008,0,0.020104243064626,0.0113227621683431,0.137082932040701,0,0,0,0,0,0.0706839171827789,0,0,0.36434511740017,0,0,0,0,0,0,0.119983063040669,0,0,0.0267207428512218,0,0,0,0,0,0,0,0,-0.0243165445025445,-0.0265513956572039,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.638721318746523,0,0,0,0,0,0,0,0,0,-0.123162487243282,0,0,-0.319813746517908,0,0,0,0,0,-0.0383422984076641,0,-0.330234227718981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.353307784443893,0,0,0,0,0.0649576253226677,-0.0840297587815629,0,0,0,0,0,0
X600188.SH,0,0,0,0.284962402159658,0,0,0,0,0,0,0,0,0,0,0.146789970552646,0,0,0,0,0,0.163882285221271,0.01311318738195,0,0.141183709523707,0,0.0663140812486507,0,0,0,0.0831336065179282,0,0,0.0514035466984813,0,0,0,0,0.305716505333834,0,0,0,0.159384838481696,0,0,0,0.138814590787834,0,0,0,-0.0276617131013935,-1.0842021724855e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.010697639370927,0,0.10183464075837,0,0,0,0.221126607836362,0,0.0204755996276758,0,0,0,0,0,0,0,0,0,0.00680361647291189,0,0.0899865819616907,0,0,0,0,0,0.0500915950263287,0,0,0,0,0.0689089485056393,0,0,0.107206343400258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
