,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600188.SH,X600111.SH,X600886.SH,X600027.SH,X000883.SZ,X000709.SZ,X600583.SH,X000539.SZ,X601992.SH,X601158.SH,X600352.SH,X600021.SH,X000027.SZ,X600309.SH,X000898.SZ,X600307.SH,X000629.SZ,X000792.SZ,X000060.SZ,X002075.SZ,X000825.SZ,X600808.SH,X600489.SH,X600098.SH,X600547.SH,X600863.SH,X600008.SH,X002353.SZ,X600660.SH,X002470.SZ,X600578.SH,X000012.SZ,X002004.SZ,X600022.SH,X601918.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.225582261246215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173106077683312,0,0,0,0,1.73472347597681e-18,0.0667139551536717,0,0,0,0,0,0.0827471361676363,0,0,0.00658015054358249,0,0,0,0,0,0,0,0,0,0,0,0,0.069276531613055,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.50067846667351,0,0,0,0.0447629355997638,0.0753547817619909,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0144160349386734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501118497123535,0,0,-0.0121952440154856,-0.00219617666079222,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.186094873997855,0,0,0.0789964364065587,0,0,0,0,0,0,0,0,0,0,0,0.0577221963591328,0,0,0,0,0,0,0,0,0,0,0,0.187701158076478,0,0,0,0,0.0646208394117504,0,0,0,0,0,0,0,0,0,0,0.0233485438747999,0,0,-0.013088256507637,0.0013076636950794,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156712510851197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285808598317835,0,0,0.158865353638858,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.126979823455442,0,0,0,0.15671578101303,0,0.00406996328379666,0,0,0,0,0,0,0,0,0.0175706694700952,0,0,0,0.0369153848776828,0,0,0,0,0,0,0.0839130571640576,0,0.132403738688983,0,0,0,0,0,0,0,0,0,0.202791856009759,0,0,0,0,0,0,-0.00140238423559541,0.0041166736093969,0,0,0,0,0,0
X601898.SH,0,0,0.119154266351736,0,0,0,0.156476962207351,0,0.0738510745401312,0,0.140346028872366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145885830863909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883422496077081,0,0,0,0,0,0,0,0.0756096752975478,0,0,-0.00725815819492796,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0908548949665614,0,0,0.074441181505798,0,0,0,0,0,0,0,0.0609929509909631,0,0,0.187688378652541,0,0,0.000998267367841244,0,0.0365317507123368,0,0,0,0.145212946920278,0,0,0,0.0780519650540186,0,0,0.0154977693070101,0,0,0,0,0,0,0,0,0,0,0,0.147268712675935,0.0053792879762017,0,0,0,-0.00046268127060964,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.107509661827728,0,0,0,0,0,0,0,0.201193052108994,0,0,0,0,0,0.0661140402560773,0,0,0,0,0.0741176731921658,0,0,0,0,0,0,0,0,0,0,0,0.120976756607898,0,0,0,0,0,0,0,0,0.0211224414032988,0,0,-0.012358728272806,-0.0130400701560847,0,0,0,0,0,0
X601600.SH,0,0.13421135649629,0,0,0,0,0,0,0,0,0.101225038089877,0,0.0411677019801625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521407454905837,0,0,0,0.2153666901224,0,0,0.137947454202542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166012958025343,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.103026071777428,0,0.0936880847755449,0.0316385999711495,0,0,0,0,0,0.0791607541793571,0,0,0.0238649658107084,0,0,0,0,0.107469123563229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294726017224246,0,0,0,0,0,0,0,0.0927573721311473,0,0,0,0,0.0116142599982855,0,0,0,0,0,0
