,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X601600.SH,X601898.SH,X600010.SH,X600886.SH,X600362.SH,X600660.SH,X600801.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600688.SH,X000786.SZ,X002466.SZ,X600795.SH,X600027.SH,X601992.SH,X600176.SH,X600529.SH,X600299.SH,X600426.SH,X002353.SZ,X600612.SH,X600315.SH,X002409.SZ,X600126.SH,X002080.SZ,X000723.SZ,X600219.SH,X600516.SH,X002075.SZ,X000898.SZ,X000932.SZ,X600486.SH,X000959.SZ,X601158.SH,X000883.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146453570435523,-8.67361737988404e-19,0,0,0,0,0.113632337165568,0.0514225761727163,0,0,0,0,0,0,0,0,0,0,0,-0.0116128707761853,0,0,0.039908866176094,0,0.000806879952550014,0,0,0,0,0.0131323284356564,0,0,0,0.0169566251940008,-0.00513756887058346,0,0,0,0,0,0,0
X600028.SH,0,0,0.0917709310867547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628190581559854,0.0184645636234579,0.00268864309354402,0,0,0,0.0849592403005442,-0.00435152641275993,0,0,0.0178006277317678,0,0,0,0,0,0.0377725042336391,0,0.0625748813375555,0,0,0,0,0,0,0,0,0,-0.00727617119845565,0.0109673130323995,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.122020335489177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00529244300670701,0,0,0,0.0724236762832928,0,0,0.0609399602405998,0,0,0,0,0.00963665726186396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115385531594847,0.00367237535791158,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.04728079185815,0,0.0731579735465891,0,0,0,0,0,0,0,0.515365166618824,0,0,0.0535877460284657,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00517446630039443,0.0169612029252176,0,0,0.0245767210025414,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171257862864023,-0.00371008913466878,0.00265404741772622,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0494141842191363,0.063187531942849,0,0,0,0,0,0,0.0584942323300938,0.011155548843672,0,0,0,0,0,0,0.0400630766517353,0,0,0,0,0.0945158696851795,0,0,0.22707082828939,0.0213659207352002,0,0,0.0835326491470148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447564109595164,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0287415472595893,0,0.0998984907909847,0,0,0,0,0,0,0,0,0.750154819990417,0,0,0,0,0,0,0.0628428769325579,0,0,0,0,0,0,0,0,0.0964476931436862,0,0,-0.0286440308995095,0,0,0,-0.0184173961352562,0,0,0,0,0,0,0,0,0,0,-0.0115512840997179,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0669855678340545,0,0,0,0,0,0,0.461887269073307,0,0,0,0,0,0,0,0,0.0928493957773197,0,0,0,0.0504124134566523,-0.0110253925531118,0,0,0,0.0179411838413408,0,0,0,0,0,-0.00121029571388921,0,0,0,0.000420315174674842,0,0,0,0,0,0,0,0,0,0,0,-0.00290298210139543,0.0031164485666879,0,0,0,0,0,0
X000708.SZ,0,0,0,0.111219324447656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693942220355111,0,0,0,0,0,0,0,0,0,0,-0.0325914616609088,0,0.0178883708775993,0,0,0,0.034118357163062,0,0.159285642444421,0,0,0,0,0,0,0,-0.0168792181155014,0.0057694623242124,0,0,0,0,0,0
X002460.SZ,0,0,0.308770256191939,0,0,0,0,0,0,0.0740302276940324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600592430130552,0,0,0,0,0,0.120911266407751,0,0,0.05722458476282,0.0353597611836853,0.133909954465012,-0.0441949332050964,0,0,0,0,0.0339836829972966,0,0,0,0,0,0,0.26235084028288,-0.0443801395869739,-0.000226629323988206,-0.0052066551957878,0,0,0,0,0,0
X002271.SZ,0,0,0,0.203261475188225,0,0,0,0,-0.080931538559218,0,0,0,0,0,0,0,0,0,0,0.0720439765658622,0,0,0,0,0.0241467418396909,0.0811808607572616,0,0,0,0,0.148706954268246,0,0,0,0,0.0709727999590733,0,0.00633617500730937,0,0,0,0,0,0,0,0.095475697089272,0,0,0,0,0,-0.00611980182119975,0,0,0,0,0,0,0
X600011.SH,0,0,0.076183926109267,0,0,0.0889276352432592,0,0,0.0130167031254717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141471362357039,0.0178810584358751,0,0.137663175176842,0,0,0,0,0,0.0725072596982193,0,0.0578877423655132,0.042936905469082,-0.0347046780799519,0,0,0,0,0,0,0,0,-0.023339639016214,0,0,0,0,-0.0131835307859553,0.0194280491988823,0,0,0,-0.0299685872270056,0,0
X601600.SH,0,0,0,0,0,0,0.00468124329604194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779018428264029,8.67361737988404e-19,0.105097073101682,0,0,0.0181404037571488,0,0,-0.0572875241098075,0,0.0116615363301735,0.00423694392642574,0,0,0,-0.0219651212583351,0,0.121451755877991,0,0.0860376099422023,0,0,0,0,0,0,0,0,0,-0.00610212963823878,0.00423381799950001,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169929409127334,0,0,0,0.227173569178774,0,0,0,0,0.0666433902368611,0,0,0,0,0,-0.111734726993222,0,0,0,0,0,0,-0.0498413268939393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260908599219858,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11752093565278,0,0,0.0438312878522382,0,0,0,0,-0.0279709307693448,0,0,0,0,-2.16840434497101e-19,-0.0373887006551562,0,0,0.0346612743677717,0,0,0,0,0,0,0.0994192455798216,0,0,0,0,0.00184673325934163,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189909673907532,0,0.0338481405988812,0,0.0500230969821148,0,0,0,0.00412696026258348,0,0,-0.00404572649717698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289859483520483,0.000870760667627918,-5.42101086242752e-20,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0550895466489795,0,0,0.0992827289644992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124287923437219,0,0.103326384920632,0,0,0,0,0.0357531013250943,0,0.0254739281563856,0,0.0377657441027794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291476847122083,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.32292168737708,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542946239578348,0,0,0,0,0,0.018075245417643,0,0,0,0,0,-0.0845388885598213,0,0,0,-0.0092512614915163,0.0661187060299653,0.0190473014921702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0139584818944592,0,0,0,0,0,0
X600801.SH,0,0,0,0.129972219056147,0.170143437866058,0,0,0,0,0.0980681688030487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285572337202097,0,0,0,0.163685526841585,0,0,0,0.0330056033729171,0,0,0,0,0.038187459375699,0,0,0,0.0397168265717108,0,0,0,0,0,0,0,0,-0.0186602326703549,0.0387522943851687,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.710231389349974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143033549738311,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052033881348265,0.078714568636914,0,0,0,0.0971636579104427,-0.00440070337172586,0,0,0,0,0,0,0,0,-0.0139236051515134,0.0123991564980257,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20386524144809,0,0.105890864214496,0,0,0.0217009829468773,0,0,0,0.155318065150823,0,0,0,0.0304299997126324,0,0,0,-0.0226717633815252,0,0,0,0.0134341238407362,0,0,0,0,0,0,0,0,0,-0.00611912604473306,0.0049621341132555,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.037422769717851,0,0,0,0.0489301119395839,0,0,0,0,0,0,0,0,0.0448219988834478,0,0.105705569151769,0,0,0,0,0.0566350100621588,0.0183135884772224,0,0,0,0.00354646889546493,0,0,0,0,0,0,0,0,0,0,0,0.208281250760701,0,0,0,0,0,0,0,0,0,-0.00385041436759414,0.0133299427493124,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041531363620601,0,0,0,0,0.0671554013021212,0,0,0,0.0866142928023338,0,0,0,0,0,0,-0.00908840564228547,-0.00823814018413832,0,0,0,0,0,0.0319546306517153,0,0,0,0,0,0,0,0,0.00206861994695736,0.00735969488640277,-0.0208247760947455,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0942590736992115,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.144757283960202,0,0,0,0,0,0,0,0.0308171438457748,0,0.00993829648383436,0,0.00189652563584082,0,0,0,0,0.0147405309638553,0,0,0,0,0,0.00564068606601051,0,0,0,0,0,0
