,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X600011.SH,X002466.SZ,X000877.SZ,X002271.SZ,X601600.SH,X600010.SH,X601898.SH,X000708.SZ,X600660.SH,X000301.SZ,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X600219.SH,X000786.SZ,X000807.SZ,X601991.SH,X600803.SH,X600795.SH,X002353.SZ,X600096.SH,X300073.SZ,X002080.SZ,X000630.SZ,X600688.SH,X000825.SZ,X600157.SH,X600489.SH,X600801.SH,X600141.SH,X000932.SZ,X600160.SH,X600027.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0466784881540178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116918279889436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072292681300803,0,0,0,0,0,0,0,0,0.0371680409037893,0,0,0,0.287301044050271,0,0,0,0,0.0739157435244198,0,-0.00627368452603367,-0.0223515477323505,0,0,0,0.00833555540044647,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158231266813093,0,0.307488590224245,0,0,0,0,0,0,0,0,-0.0208534508350831,0,0,0,0,0,0,0,0,0,0,0,0.112376090655038,0,0,0.0341636998824639,0,0,0,0.0752495082529127,0,0
X600028.SH,0.0458645953057357,0,0,0,0,0,0.0336749639318005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030406129041745,0,0,0,0,0.0305022837976134,0,0,0,0,0,0,0,0,0.149856366051075,0,0,0,0,0,0,0,0,0,0,-0.0169519300127676,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234047726263943,0,0,0,0.0373906644345769,0,0.0814885758199073,0,0,0,0,0,0.0502131789409336,0,0,0,0,0,0,0,0.0550207224711537,0,0.0559133208984744,0,0,0,0.0133117554378182,0,0,0,0,0,0,0,0,0.0257193714941528,0,0,-0.00266659881538561,-1.0842021724855e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118955310867806,0,0,0,0,0,0,0,0,0,0.000913380523901558,0,0,0,0.468518997787167,0,0,0,0,0,0,0,0,0,0,0,0.00320069286481357,0,0
X002460.SZ,0,0,0,0,0,0,0.142475490897503,0,0,0,0,0.492071415483916,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340078943431749,0,0.0157789118280919,0,0,0,0,0,0,0,0,0,0.0427823380154966,0.203403711284024,0,0,0,0,0,0,0.174617708783889,0,0,0,0,0,-0.00144963831744509,-0.0174228068871201,0,0,0,0,0,0
X600188.SH,0,0.0231311819094484,0,0,0,0.0798011313356435,0,0,0,0,0,0,0,0,0,0,0.0787753498688612,0.0579567336492004,0,0,0,0,0,0,0,0,0.499686827801504,0,0,0,0,0.0621676776329949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273270512375857,0.0814402214802951,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.265417136887416,0,0,0.420578166256192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287959650817599,0,0,0,0,0,0,0,0,0,0.154286240964319,0,0,0,0,0,-0.131095459512397,0,0,0,0,0,0.0131407575330624,0,0,0,0,0,0,0,0,-0.0426168725689036,0,0
X600111.SH,0,0,0,0,0,0.277522469174442,0,0,0,0,0,0.0626806153670362,0,0,0,0.236979011794439,0,0,0,0.126309642419115,0,0,0,0,0,0.187082960089647,0,0,0,0,0,0.0910326071905802,0,0,0,0,0.0593581756135547,0,0,0,0,0,0,0,0,0.0423068910060408,0,0,0,0,0,0.0127374734016023,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.133330545303921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548390882859577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212254155739867,0,0.315884728164122,0,0.0187211367635008,0.0193957233571868,0,-0.00197043086059852,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0923630459716121,0,0,0,0,0.163397971185102,0,0,0,0,0,0,0,0.0679280324468102,0,0,0,0.0647679937397907,0,0,0,0,0,0,0,0,0.42844813468656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11674182760193,0,0,-0.0162518981300748,0.0282747008598902,0,0,0,-0.0111398787909287,0,0
X002466.SZ,-0.207104354601541,0,0,0,0,0.75599634154369,0,0.171920882835384,-0.0116779730391115,0,0,0,-0.0359311077497598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683255446545438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876321226408111,0,0.0483066009046296,-0.0603039210826064,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263017340889209,0,0.00108897163697985,0,0,0,0.00654133719485957,0,0,0.162402110506462,0,0,0.0969720602368168,0.0544762052492813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16214849506558,0,0,0,0,0,0,0,0.0115901999687594,0,0,0,0.0384647356292081,0,0
X002271.SZ,0,0,0,0,0,0,0.185026017644156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281756200166198,0,0,0,0.0408654715197351,0,0.288514747952219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250294198187431,0,0,0,-0.000831349047117444,-0.00781023243383094,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502763039707368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109385990459305,0,0.718070489080151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289683159081542,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0189228174681121,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0469235492280904,0,0,0,0.390849385693581,0,0.229779779216821,0,0.0134999889371837,0.0394250724292092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146369748622242,0,0,0,0,0,0
