,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X000792.SZ,X002466.SZ,X600309.SH,X600623.SH,X000630.SZ,X600352.SH,X000709.SZ,X600660.SH,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600863.SH,X600489.SH,X600808.SH,X600307.SH,X000060.SZ,X600547.SH,X600578.SH,X000629.SZ,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.484732971876701,0,0,0,0,0,0.128325412087044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299950576982672,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224936776109048,0,0,0.0641510815288452,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.213429902226061,0,0.0158718521740763,0,0,0,0,0.0170391223118676,0,0,0.0314877801236306,0,0,0,0,0,0,0,0.0668953515214818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540525984315891,0,0,0.0189448411312674,0,0,0,-0.00655896790381885,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0196392647083753,0,0,0,0,0,0,0,0,0.297013329439956,0.0867510560740359,0,0,0.187117405951244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386875850211538,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.397592004376794,0.109820232654666,0,0,0,0,0,0.00223452320543779,0,0,0.0108180629103789,0,0,0.0273695459709937,-8.67361737988404e-19,0,0,0,0,0,0,0,0.145559015627819,0,0.0323415765516882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125956130801781,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0706382348712532,0,0,0.100578360192653,0,0,0,0,0,0,0.0300241093786523,0,0,0,0,0,0,0,0.0490474811812697,0,0,0,0,0,0,0,0,0,0.309039474407566,0,0,0,0,0,0,-0.0535022798632551,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.066990386430286,0,0,0,0.164882265552261,0,0.0652305266521434,0,0,0,0,0.022049731144409,0,0,0,0.0333573066797957,0,0,0,0,0,0,0,0.171073709948052,0,0,0,0,0,0,0,0,0.0166507653218354,0,0,0,0,0,0,0,-0.0228765075294133,0,0,0,0,0,0,0
X600585.SH,0,0,0.0504472198687156,0,0.0178252445132959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106638095712948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450198259471242,0,0,0,0,0.125042259613596,0,0,0,0,0,0,-0.0448677566872212,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234502639815432,0,0,0,0,0.035843085754128,0.07893801794951,0,0,0,0,0.0215508427890341,0,0,0,0,0,0,0,0,0.208805343569951,0,0,0,0.198337511235589,0,0,0,0,0,0,0,0,0,0,0,-0.0291054192794274,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299445411607533,0,0.0104916282721573,0,0.0198150142439399,0,0,0,0,0,0.200897389345045,0.0260505435897351,0,0,0,0.000456076721258297,0,0,0,0,0,0,0,0,0,0,0,-0.0247508917970067,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.128266948599883,0,0,0,0,0,0,0.168418788292911,0,0,0.0218731055913331,0,0.0657561340043593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841974302060231,0,0,0.232034865115903,0,0.100864871230104,0,0,0,0.155997716280205,0,0,0,-0.0257709869017784,0.0133771061957043,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230690398278738,0,0.198324848297826,0,0,0,0,0.0743666204246511,0,0,0,0,0,0,0,0,0,0,0.112303527505568,0,0,0,0,0,0,0.00606105070056248,0,0,0,0,0,0,-0.0367047114588415,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.310573432746815,0,0,0,0,0,0,0.0503548886878529,0,0,0,0,0,0,0,0.185587541318323,0,0,0,0.0235268747380097,0,0.0329904161395744,0,0,0,0,0,0,0,0,0.14344181198465,0,0,0,0,0,0.0598320912885109,0,0,0,0,0,0,0,0,0,0,-0.0164524304085968,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.200642361073018,0,0,0,0,0,0,0.158260492125243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698877918605185,0,0,0,0,0,0,0,0.17852754440522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648739969105917,0.0299914902162677,0,0,0,0,0,0
