,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X600176.SH,X600886.SH,X000786.SZ,X601898.SH,X600426.SH,X002466.SZ,X600010.SH,X600188.SH,X000301.SZ,X600111.SH,X600352.SH,X600801.SH,X601991.SH,X600795.SH,X300037.SZ,X600489.SH,X002080.SZ,X600486.SH,X600688.SH,X600219.SH,X600803.SH,X600027.SH,X002353.SZ,X600299.SH,X601992.SH,X000898.SZ,X000932.SZ,X600399.SH,X601168.SH,X600529.SH,X002409.SZ,X000723.SZ,X000027.SZ,X600516.SH,X000630.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0208911777937101,0,0.108766992749472,0,0,0,0,0,0,0.0168220455616749,0,0.0556007742408457,0.00231011402356943,0,0,0,0,0,0,0,0.0097468158832218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555474398751641,0,0,0,0,-0.00350846513416231,0,0
X600028.SH,0,0,0,0.00626491801636121,0,0,0,0,0,0,-0.0491390855981289,0,0,0,0,0,0,0,0.0212492040527469,-0.00639477900451186,0,0,0.0196753892382797,0,0,0,0,0,0,0,0.0761086830141104,0,0,0,0,0,0,0,0,0.142346791650908,0,0,0,0,0,0,0,0,0,0,0,-0.0021234164579374,0,0,0,0,-0.00720479917937519,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3176726788053,0,0,0,0.230648124714016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433890662209874,0,0,0,0,0,0,-0.0172586874189123,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0708793688273402,0,0,0,0,0,0,0,0,0.116714349096577,0.173843720856183,0,0,0,0,0,0,0,0,0,0.065922828885194,0,0,0,0,0,-0.130889881923403,0,0,0,0,0,0.0277635415290005,0,0,-0.0366136649786509,0,0,0,0,0,0,0,0.0258225097783284,0,0,0,0,0.00840334865339257,0,0
X600585.SH,0,0,0,0,0,0,0.0490468830974834,0,0,0.0894189268673482,0,0,0,0,0,0,0,0,0.0117478383543124,0,0,0.0510373288537634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264926397083265,0,0,0,0,0,0.0485882467707307,0,0,0,0,0,0,0,0,0.0217640676133232,0,0,0,0,0.000642151071441888,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.127327208166987,0,0,0,0,0.0791018302699529,0,-0.027564478149812,0,0,0,0.0902248799653465,0,0,0,0,0,0,0.057818568951214,0,0,0,0,0,0,0,0,0,0,0.0515252623167756,0.0414648217685336,0,0,0,0,0,0,0,0,0.0390021625842522,0.0209363601424799,0,0,0,-0.0024346231119763,0,0
X002460.SZ,0,0,0,0,0,0,0,0.121280570655629,0,0,0.0631436018280752,0,0,0,-0.016761784102466,0,0,0,0,0.312235007456791,0,0,0,0,0,0,0,0,0.0402059284895596,0,0,0,0,0,0,0,0,0,0,0,0,0.0386186196267079,0.100418437053938,0.0734198439547005,0,0,0,0,0,0.202752917846092,0,0.0810924285768328,-0.180570851656325,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0900214798858143,0.0262133063882643,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0190760146103198,0,0.0406073589545831,0,0,0,0.163296930577507,0,0,0,0,0,0,0,0,0,0,0,0,0.0572069876838013,0,0,-0.058689850842899,0,0,0,0,0,0,0,0,0,0,0,0.0113348343620086,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0931015069176915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1661715229485,0,0,0,0.0663774287129842,0,0,0.0814764251229449,0,0,0,0,0,0,0,0,0,0,-0.0262063027017178,0.0425910770343673,0,0,0,-0.000231237568011669,0,0
X600547.SH,0,0,0,0,0,0.0215227362934997,0.034052969809729,-0.0150311730098838,0,0,0,0,0.00922649127323319,0,-0.00353617728113669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505203372218546,0.568298705371925,0,0,0,0,0,0,0,0,0,0,0,0.0571753527769759,0,0,0,0,0,0,0,0,0,0.0142418429066965,0,0,0,0,0.00178516852591289,0,0
X002271.SZ,0,0,0.104987926461846,0.0390611390809362,0,0,0,0.157341650216341,0,0,0,0,0,0,0.0990422765795893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367878202832901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160158882006449,0,-0.0336616230407028,0.0792090571950366,0,0,0,0.0262954848564912,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.15554732289103,0,0,0.133675274468604,0,0,0,0,0,0,0,0,0.0797533395076118,0,0,0.0727998325213805,0,0,0,0,0,0,0,0,0,0.0129591195299178,0,0,0,0,-0.0507993607570788,0.0857535469901521,0,0,0,0.251220843889462,0,0,0,0,-0.025266795127301,0,0,0,0.00413251770807901,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.160176239711555,0,0.0649675068671898,0,0,0,0.106170523328234,0,0,0,0.252723103640854,0,0.203769228203961,0.0843186836542087,0,0,0,0,0,0,0,0,0.243428720869193,0,0,0,0,0,0,0,0.0232768852003827,0,0,0,0,0,0,0,0,0,-0.0184172891695792,-0.00338382696167154,0,0,0,-0.0295579174494533,0,0
X601600.SH,0,0,0,0,0,0.0981432580797345,0,0,0,0,0,0,0.10353825437602,0,0,0,0,0,0,0.00454597487959475,0,0.0279652410036463,0.031947853809414,0.157562500432639,0,0,0,0,0,0,0,0,0,0.182360203531466,0,0,0,0,0,0,0,0,0.0676434150834276,0,0,0,0,0,0,0.0120901241882201,0,0,0,0,0,0,-0.0157941155319911,0,0
X600176.SH,0,0,0,0,0.204500350885339,0,0,0,0.121243906302152,0,0,-0.117779990144862,0,0,0,0,0,0,0,-0.0466141834482997,0,0,0,0,0,0,0,0,0.0344552273000736,0,0.138995076775379,0.013830072418341,0,0,0.000811896598492859,0,0,0,0,0,0,0,0.0583590389734101,0,0,0,0,0,0,0.362361926496111,0,-0.00205086849306119,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.212590671331709,0,0,0,0,0.169768936252541,0,0.0499541346410474,0.0687335011005099,0,0,0,0,0,0,0,0,0,0,0,0.0485684029948387,0,0,0,0,0.0204448404457903,0,0,0,-0.0676268906839462,0,0,0,0,0,0,0,0,-0.032863997092499,0,0.0625493396757081,-0.0541774855658133,0,0,0,0.00419551151486745,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267097397301461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581594087400377,0,0,0,0,0,0.169784774420324,-2.16840434497101e-19,0,0.178592141429928,0,0,0,0,0,0,0,0,-0.00869731707686328,0,0,0,-0.00165547471463733,0,0
X601898.SH,0,0,0.0342461343832985,0,0,0,0,0,0,0,0,0,0.0722494029886725,0,0,0,0,0,0,0,0,0.260908257171827,0,0,0,0,0,0,0,0,0,0.09548342702021,0,0.0453663581225479,0,0,0,0,0,0,0,0,0.0451584542665914,0,0,0,0,0,0,0,0,-0.0039070435684038,0,0,0,0,-0.00864183745492935,0,0
X600426.SH,0,0,0,0.245083078697949,0,0,0,0,0,0,0,0,0,0,0,0,0.0454556927141595,0,0,-0.0200940801275507,0,0,0,0.044009423498936,0,0,0,0,0,0,0.0812796546068028,0.125663680430157,0,0,0,0,0,0,0,0,0,0,0.0877592978778059,0,0,0,0,0,0,-0.0121317622163983,0,-8.67361737988404e-19,0.00208744683808589,0,0,0,-0.00319241512874723,0,0
X002466.SZ,0,0,0,0,0,0,0.206543712538274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183869992275076,0,0,0,0,0,0,0,-0.685117870122635,0.26144661762251,0,0,0,0,0,-0.0190062772710455,0,0,0,0,-0.165693018181962,0.0925414133779511,0,0.0118959876287667,-0.0536277011213348,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0886209834292543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312619965018621,0,0.0141346505741196,0,0,0.0792740205891629,0,0,0,0,0,0,0,0,-0.00589874573952149,0,0
X600188.SH,0,0,0.214574464338932,0,0,0,0.156243552436707,0,0.0525284164702876,0,0,0,0,0,0,0,0,0.193734845414891,0,0,0,0,0.0357112240692703,0.0558145679067727,0,0,0,0,0,0,0,0,0,0,0,0,0.0737623976833965,0,0,0,0.032471232481488,0,0,0.0318219023583041,0,0.114190064628746,0,0,0,0,0,-0.0237925071516259,0,0,0,0,-0.0104808869991551,0,0
