,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X000708.SZ,X601699.SH,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X000786.SZ,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000933.SZ,X000932.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X002128.SZ,X600219.SH,X300037.SZ,X000027.SZ,X600096.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.303041823277248,0,0,0,0.00482447306142076,0,0,0,0,0,0.0229987718596548,0,0,0,-0.0225030518939751,0,0,0,0,0,0,0,0.114568508750854,0,0,0,0,0.106462447176681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0079312202492408,0.0586157506679351,0,0,0,0,0
X601088.SH,0.0515726214917143,0,0,0,0.19672643833402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796628033351128,0,0,0,0,0,0,0,0,0.176132007077468,0,0,0,0.0385215911973431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896376368274897,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0414075919027788,0,0,0,-0.0566463245966628,0,0,0.139194944765156,0,0,0,0,-0.0365248090705849,0,0,0,0,0,0,0.000491000673922192,0,0,0,0,0,0,0,0,0,0,0,0,0.331732202477612,0,0,0,0,0,0,0,-0.0178742894334837,0,0,0,-0.0157769353204397,0,-0.00879944542772438,0,0,0,0,0,0,0
X600309.SH,0.0829174771023929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277509368592402,0,0,0,0.191879982754059,0,0,0,0,0,0,0.13613662285676,0,0,0,0,0,0,0,0,0,0.239505663954374,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0809709791838027,0,0,-0.0181781716245678,0,0,0,0,0,0
X600188.SH,0,0.0934896134330007,0,0,0,0.120116164565846,0,0,0,0,0,0,0,0,0,0,0,0.100456936879889,-0.00243528131554043,0,0,0,0,0.176857823437641,0,0.0678299757536791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.250740999747307,0,0,0,0,0,0,0,0,0,-0.00643290732991775,0,0,0,0,0,0
X601898.SH,0,0.457482607775224,0.0359004292885503,0,0.24733552605096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155777009666874,0,0,-0.000946686077181007,0,0.0194289002229577,0,0,0,0,0.0473781873738137,0,0,0,0,0,-0.061158472049534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698244643470133,0,-0.0245143083217589,0.0457676089103055,0,0,0,0,0
X600019.SH,0,0,0.0627457352163081,0,0.1181789306707,0.0693866169643214,0,0.0169796784085635,0,0,0,0,0,0,0,0,0,0,0.00789372740187752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210636755732526,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100308763288212,0.0109729206328185,0,-0.114108002525995,0,0,0,0
X600011.SH,0.128042591047893,0,0,0,0,0.0333685929346911,0,0,0,0,-1.73472347597681e-18,0,0,0,0.131947469875721,0,0,0,0,0,0,0,0,0,0.244502311332683,0,0,0,0,0,0,0.170879668623053,-0.00179340644209617,-0.0144273266656609,0,0,0,0,0,0,0,0,0,0.0635662849619171,0,0,0,0,0,-0.0127800249072659,0,0.00280042734626671,-0.000475896882608088,0,0,0,0,0,0
X600585.SH,0.0772700939006389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125775714126108,0,0,0,0,0,0,0,0.0705755168632702,0,0,0,0,0,0,0.0239169445348963,0,0.0120849560034745,0,0,0.0691207232259278,0,0,0,0,0,0,0,0,0,0,0.0178945396469343,0,0,0.0124768279585659,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0213239551708947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250643420150556,0,0,0,0,0.136300529618776,0,0,0,-0.0692347628801065,0,0,0,0,0,0,0,0,0,0,0,0.0259682205484004,0,0,0,0,0,0.0188230100919011,-0.00591441814271509,0.135133040959848,0,0,0,0,0
