,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600795.SH,X600688.SH,X600362.SH,X600111.SH,X600188.SH,X002460.SZ,X600547.SH,X601991.SH,X600516.SH,X300072.SZ,X600660.SH,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X600489.SH,X000959.SZ,X000408.SZ,X600219.SH,X600549.SH,X000723.SZ,X000983.SZ,X600352.SH,X002092.SZ,X000553.SZ,X000807.SZ,X601158.SH,X601699.SH,X000630.SZ,X000883.SZ,X000792.SZ,X600299.SH,X600008.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.022782647715499,0,0.0351254421772599,0,0,0,0,0,0,0,0.0451324994064571,0,-0.00209133077964794,0,0,-0.0254148702353873,0,0.0258109722711946,0,0,0,-0.024079501012954,0,0,4.33680868994202e-19,0,0,0.0103130934496931,0,0,0,0,0,0,0,0.0124365392677457,0,0,0,0,0,0,-0.0036483779880851,0,0,-0.0118432611739139,0.0153822855606706,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.103268959091695,0,0.052058715112034,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00300382494099505,0,0,0,0,0,0,0,0,0,0,0,0,-0.016921812140469,0,0,0,0.10860475835257,0,-0.0575053261024261,0,0,0,0,0,0,-0.0465419601731287,-0.00712911962469459,0,0,0.00602865687322855,0.00400310969222801,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-2.43976276921377e-05,8.470329472543e-22,-0.000130038969811473,0,0,0,0,0.2367399902114,0,0,0,0,0,0,0,0,9.20508869811197e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10150269782986e-05,0,0,0.000131545366934386,0,0,-5.51437121974333e-05,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127388465225594,0,0,0,0,0,0.254706403796435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106805772489084,0,-0.0206931571507352,0.00386956395678762,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196524464316818,0,0,0,0,0.0799104488284552,0,0.0557291065046787,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111536964981211,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0207991842808933,0,0,0,0.192866746516511,0,0,0,0,0,0.133313571355802,0,0,-0.0810247685473343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156656996358792,0,0,0,0,-0.1914915280352,0,0,-0.0419368880584744,0,-2.71050543121376e-20,-0.00906859696584068,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762561916610134,0,0,0,0,0,0.079009332905787,0,0,0,0,0.114570949777907,0,0.0579477452151151,0,0,0,0.186812640579751,0,0,0,0,0,0,0,0.24592795114647,0,-0.0301744067317141,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.012572750059741,0,0,0,0,0,0.0480819979144266,0.135837784168252,0,0,0,0,0.101523338950663,0,0,0,0,0,0,0,0,0,0,0,0.107089729563766,0,0,0,0.00773546449635887,0,0.0141745232615874,0,0,0,0,0,0,0,0,0,0,0.0114849186367425,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0256748665596273,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448555416889995,-0.0352933173228649,0,0,0,0,0,0,0,0,0,-0.0272039158318795,0,0,0,0,0,0.0858673824848606,0.098578680637911,0.069345316769184,0,0,0,0,0,0,0,0,0,0,0.0125039639509657,0.00486565111938304,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0553574873478562,0,0,0,0,0,0,0,0.0351411852417994,0,0,0,0,0,0,0,0,0.275889222859193,0,0,0,0,0,0.0399452384489115,0,0,0,0,0.0544144027228229,0,0.155844068610141,0,0,0,0,0,0,0,0,0,0,0,0.0552854489804924,0,0,0.0037309356975604,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45261950632588,0,0,0.00521890502845108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557197343707918,0,0,0,0,0,0,0,0,0,0,0.0299738842041415,0,0,0,0,-0.015974633261621,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0344029467963373,0,0,0,0,-0.140084417538471,0,0,0,0,0.058197021255775,0,0,0,0,0,0,0,0.101868023919848,0.13291737054766,0,0,0,0,0,0,0,0.0217815823333114,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316288124545375,0,0.623841857113898,0.0200359783852338,0,-0.00628546033346902,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.113775879379442,0,0.150965308823368,0,0,0,0,0,0,0,0,0,-0.0166755300455036,0,0,-0.0473145226312897,0,0,0,-0.0441356226266341,0,0,0,0.0656997335541052,0.0823492939389343,0,0,-0.264810631845231,0,0,0,-0.0185556371808459,0,0,0.0419100409444614,0.0535311955622233,0,0,0,0,0,0.00756934464022021,0,0,0,-0.00978977306273743,0,0.0846285684644282,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0228147361914117,0,0,0,0,0,0,0,0,0.0692469180836801,0.410881584661308,0,0,0,0,0,0,0.053504026554627,0,0,0,0,0,0,0,0,0,0,0,0,0.115780120783886,0,0,0,0,0,0,0,0,0,0,0,0.0469094655384497,0,-0.0191023174482946,-0.011444231030065,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126922010323822,0,0,0.107173657194527,0,0,0.0590586733327352,0,0,0,0.123758182391735,0,0,0,0,0,0,0,0,0,0.180611886409086,0,0,0,0,0,0.058708899688081,0,0,0,0,0,0,0,0.0688854462287492,0,-0.0319421389413867,0.00328747970050336,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114480893751892,0,0,0.00790524993946488,0,0,0,0,0,0,0,0,0,0,0,0.163183265721901,0,0,0,0,0,0,0.211118920991722,0,0,0,0,0,0.127637154841556,0,0,0,0,0,0,0,-0.0162820950674626,0.0309337380475332,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.519954788247357,0,0,0,0,0.220274829777395,0,0,0,0,0,0,0,-0.00605951359913274,0,0,0,0,0,0,0,0,0.117221451632426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171217888691143,0.0439041910466245,0,0,0,0,0,0
