,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600795.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X000898.SZ,X600309.SH,X601158.SH,X000629.SZ,X600352.SH,X000792.SZ,X600808.SH,X600021.SH,X000825.SZ,X600547.SH,X600489.SH,X000539.SZ,X000060.SZ,X000027.SZ,X600660.SH,X002353.SZ,X600008.SH,X600307.SH,X600578.SH,X000831.SZ,X600219.SH,X600863.SH,X600549.SH,X601699.SH,X002470.SZ,X600022.SH,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.612216435308577,0,0,0.0132814243185857,0,0,0,0,0,0,0,0.0305584130431039,0,0,0,0,0,0,0,0,0,0.0874712740243093,0,0,0,0,0.0353381509903463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529022335687805,0,0.0140259744092154,0,0,0,0,0,0,0.0135083375216451,0.00581152110925475,0,0,0,0,0,0
X600028.SH,0.603716063266936,0,0,0,0,0.00408114207359841,0,0,0,0,0,0,0,0,0,0,0.00876638913091672,0,0,0,0,0,0,0,0,0,0,0.00644568770897326,0.00542809323961232,0,0.0405207405196243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964774386519004,-0.031264935757406,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0526251056327702,0.252389279514705,0,0,0,0,0,0,0,0,0,0,0,0.00139506397419668,0,0,0.011100693177834,0,0,0,0,0,0,0,0.00739159461022054,0,0,0,0,0,0,0,0,0,0.0415343394635911,0,0,0,0.284150557104567,0,0,0,0,0,0.0168666167056506,0,0,0,0,0,0,0
X600011.SH,0.0153195489698671,0,0,0,0,0,0,0,0.0245058165258058,0.0972340584711799,0.102156564119828,0,0,0.00268097468804921,0,0,0.396031606514397,0,0,0,0,0.0682212185455489,0,0.0276407824679765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480185112795744,0,0,0,0,0,0,0,0,0,0,0,-0.0341569034740339,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00597281961485649,0,0.0345291173649738,0,0,0,0,0,0,0,0,0,0,0.0126539904480176,0,0.142631343371029,0.314985311074918,0,0,0,0,0,0,0.0462294974905329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154082660331412,0,0.139134188076743,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0.107107635136394,0,0,0,0.0152199554199943,0,0,0,0,0,0.059087586235239,0.148403780381436,0,0,0,0,0,0,0,0,0,0,0,0,0.0300829991667295,0.0531523803704077,0,0.0452212593278355,0.0664426575550539,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108369241626314,0,0,0,0,0,0,0.0157177394555855,0,0,0,0,0,0
X600585.SH,0,0,0.150900191600795,0,0,0,0,0,0,0,0,0,0.0249006939104544,0,0,0,0,0,0.239967912736348,0.116900056659522,0,0.0529856151382018,0.0193984754950091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499822421552055,0,0,0,0,0,-0.01331046211068,0,0,0,0,0,0,0
X601898.SH,0,0,0.0580386003884387,0,0.111893767826649,0.0521483983816379,0,0,0.12899744161275,0.00379038918784174,0,0,0.0201359180360903,0.0382352675542406,0,0,0,0,0,0,0,0.0460290259558492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485536578529973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937355691742654,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0286056980338734,0,0,0,0.0737335172515392,0.276534027562969,0,0,0,0,0,0.132223664969676,0,0,0,0,0,0,0,0,0,0,0,0.0177937941574837,0.0255951405949904,0.0572624483158325,0,0,0,0,0,0,0,0,0,0,0.036145682488787,0.092019627684021,0,0,0,0.0492956071188481,0,0,0,0.0036229075695462,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.227261737901176,0,0,0,0,0,0,0,0,0,0.303894628261447,0,0,0,0,0,0,0.115825094097375,0,0,0,0,0,0,0,0,0,0,0,0,0.017236292095447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303441993254845,0.0662454324531692,0,0,0,0,0,0
X601991.SH,0,0,0,0.176268045745194,0,0.0804118516560007,0,0,0.130701951497055,0,0,0,0.130553498605944,0,0,0,0.138166469303177,0,0.147306251161892,0,0,0,0,0,0.0346964349521327,0,0,0,0.112836645402313,0,0,0,0,0,0,0,0,0,0,0,0,0.200013392740339,0,0,0.0499363378511418,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0.439853883019559,0,0,0,0.0772052199467181,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0464279121976674,0,0,0,0,0,0,0.312117196671464,0,0,0,0.0123471141664232,0,0,0,0,0,0,0,-0.0512481176801015,0.0580925644961431,0,0,-0.114965314131027,0,0.0462795821783079,0,0,0,0,0,0,0,0,0,-0.0236265359478877,0,0,0,0,0,0
