,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X600547.SH,X601898.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600489.SH,X000807.SZ,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X600378.SH,X000629.SZ,X002080.SZ,X300037.SZ,X000723.SZ,X600688.SH,X600995.SH,X000630.SZ,X000933.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.425572432225979,0,0,0,0,0,0.0769143435932584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336138128010043,0.0119765992156592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130692887139356,0,0,0,0,0,0,0,0,0.0166207759970541,0,0,0,0,0,0
X600028.SH,0.656636863765727,0,0,0,0.0538240399647464,0,0.110157423885409,0,0,0,0,0,0,0,0,0,0,0,0,-0.0808738628370761,0,-0.0635328144047453,0,0,0,0,0,0.115059184721818,0,-0.010076088671358,0,0,0,0,-0.0677628992013551,0,0,0,0,0,0,0,0,0,0,-0.0865154602187904,0,0,-0.0232163785746142,0,-0.0325874650302356,0,0.0542049830366271,0,0,0,0,0,0
X601088.SH,0.0721893183659922,0,0,0,0,0,0,0.273364028488177,0,0.0360139534918545,0,0.0125318811123938,0,0,0,0,0.094668296448072,0,0,0,0,0,0,0,0,0,0.0194829686258316,0,0,0,0,0,0,0.140965342962397,-0.0466223177236148,0,-0.00773587779182552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.00470316781385778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091999456762999,0.0951172829473098,0,0,0,0,0,0,0,0,0,0,0.00696787586482862,0.0162018400969379,0,0,0,0,0,0,0.202057429072422,0,0,0,0,0,0,0,0,0,0.0146990415534142,-0.030847274212175,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666250306694773,0,0,0,0.708030494605799,0,0,0,0,-0.0979957736118856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896297517811376,0,0.106999221796631,0,0,0.062702120278809,0,0,0,0,0.161565216990864,0.102079483054755,0,0.0616685280935925,0,0,0,0.0824233811590529,0,0,0,0,0,0,0,0.0387555726771617,0,0,0,0,0,0.00715113480562343,0.00225584845680807,0.0301634581011589,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.147670119917693,0,0,0,0.0446941383211341,0.251635525871945,0,0,0,0,0,0,0,0,0,0,0.0560980788805021,0.00409783771955196,0,0,-0.144310515935986,0,0,0,0,0,0,0,0.0860924964160938,0,0,0.0643926883232232,0.0724448202148853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00946507967250557,-0.0335729429865812,0,0,0,0,0,0
X600188.SH,0,0,0.477221375217361,0,0,0,0,0,0,0.246137276185191,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.157322973894338,0,0,0,0,0,0,-0.313310462184612,0,0.185074634269441,0,0,0.00626457323923275,0,0,0,0,0,0,0,0,0.241519900499743,0,0,0,0,0,0,0,0.00117367739068893,0,0,0,0,0,0,0
X600547.SH,0,0.100539341902535,0,0,0,0.154942652452633,0,0,0,0,-0.128098886121296,0,0,0,0,0,0,0,-0.0923084088006847,0,0,-0.0839629853323504,0,0,0,0,0,0.0615685474805351,0,0.71676411819706,0,0.0695173082808996,0,0,0,0,0,0,0,-0.118055269910118,0,0,-0.0386656361063892,0,0,0.0467132395562583,0,0,-0.0880015792094091,0,0,0,-0.0344490213395448,0,0,0,0,0,0
X601898.SH,0.198935436462086,0,0.0495421400791153,0,0,0,0,0.239857111767339,0,0,0,0,0.0890300374453587,0,0,0,0,0,0.186504477698666,0,0,0.0486824872540537,-0.185225956643052,0,0,0,0,0.00430802125443298,0,0,0,0.0363225895643768,0.0843868103024385,0.0430419778115448,0,0,-0.0910925189082653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159476268413783,0,0,0,0,0,0,0
