,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600886.SH,X002466.SZ,X600547.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600803.SH,X600027.SH,X000877.SZ,X600426.SH,X000786.SZ,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X000408.SZ,X000630.SZ,X000807.SZ,X600176.SH,X600612.SH,X000932.SZ,X000933.SZ,X600348.SH,X600219.SH,X601168.SH,X300037.SZ,X002128.SZ,X600157.SH,X000027.SZ,X002353.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.320555122004689,0.305031538545256,0,0,0,0.0587390804200488,-0.0312864700270595,0,0,0,0,0.0851185114603784,0,0,0,0.0769409301857751,0,0,0,0,0,0,0,0,0,0,0.067600437756424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111258204320247,0,0,-0.0104241032631831,0.00874574850889912,0,0,0,0.0635683701084795,0,0
X601088.SH,0,0,0.0698205585044294,0,0.28114239021535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348681593763474,0,0,-0.0680572357086416,0,0,0,0.159238303987232,0,0,0,0,0,0,0,0.132161027441557,0,0,0,0,0,0,0.0286632729818316,0,0,0,0,0,0,0,0,0,0,0.0025308597514029,0.0193697141001983,0,0,0,0.0740609952281212,0,0
X600028.SH,0.504607565715546,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221364064121878,0,0,0,0,0,0,0,0,0.117290871877555,0,-0.00795930196007686,0,0,0,0,0,0,0,0,0,-0.0198302756091766,0.00214941065234188,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0385311497882275,0,0,0,0.340716442210717,0,0,0,0,0,0,0,0,0,0,0.052793359554287,0,0,0,0,0,0,0,0.146253525172164,0.0344050522292098,0,0,0,0.138562230048563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474031107782378,0,0,0,0,0,0
X600188.SH,0,0.0444926897298881,0,0,0,0.0845354312676168,0,0,0,0,0,0,0,0,0,0,0,0,0.313301672733503,0,0,0,0,0.00674551243510319,0,0,0,0,0,0,0,0,0,0.141699282461271,0,0,0,0,0,0,0,0.0546456007491572,0,0,0,0,0,0,0,0,0,-0.00434272960607456,-0.0050267441589973,0,0,0,0,0,0
X601898.SH,0.0470788820893519,0.107775664041648,0.0170876194587507,0,0.196445900474707,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0289616543839865,0,0,0,0.122995642265639,0,0,0,0,0,0,0,0,0,0.0752376053568947,0,0,0,0,0,0,0,-0.0238455504658262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174569883758126,-0.00983326463256066,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0154321740660815,-0.0381509346762557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392979118378893,0,0,0,0,0,0,0,0,0,-0.00579557985446892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00169794444508161,0,0,0,0,0.00587395509376525,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0265600022017979,0,0,0,0,0,0,0.0407965273018083,0,0,0,0,0,0,0,0,0,0,0,-0.065531145321599,0,0,0,0,0,0,0,0,0.310763733230202,0,0,0,0.186324907456205,0,0,0,0,0,0,0.0337562423806701,0.00260769098581337,0,0,0,0,-0.0403668312508565,0,0
X600585.SH,0,0,0,0.0699304806528991,0,0,0,0,0,0,0,0,0,0,0.0407855327660968,0,0,0,0,0,0,0,0,0,0,0,0.181707864473223,0,0.0354343426984783,-0.0431739156597239,0.12862099313876,0,0,0,0,0,0,0.0227559668915709,0,0,0.209455164082957,0,0,0,0,0,0,0,0,0,0,-0.00188734633110503,0.00866005804250252,0,0,0,0.0593154402390999,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0479011960686692,0.106049849700943,0,0,0,0.183614171117299,0,0,0,0,0,0,0,0,0.0372721153779249,0,0,-0.0233474930827797,0,0,0,0.232220997839324,-0.126966718905175,0,0,-0.0808039699035932,0,0,0,0,0,0,0,0.0913776085705144,0,0,0,0.112790612513865,0,0,0.0193901445124076,0,0,0,0,0.0163792565860589,0,0
X600886.SH,0.00340341812489519,0,0,0,0,0,0.0556811725303423,0,0,0,0,0,0,0,0,0,0.529891548101059,0,0.00854598190291512,0,-0.171500648524631,0,0,0,0,0,0,0,-0.0239024960247562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182345172929309,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816717529704934,0,0,0,0,0.329424874212957,0,0,0,0,-0.260341564213652,0,0,0,0,0.059255674992251,0.0103861696277586,0,0,0,0,0,0,0,0.0232352222709903,0,0,0,0,0,0.0179356319675543,0,0,0,0,0,0.0165883191072585,0,-0.0202236879202458,0,0,0,0,0,0
X600547.SH,0,0,0.0490210123691168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49267416664405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619989320759337,0,-0.0546525958127081,-0.00496927095334598,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0579090344639086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818959299556359,0,0,0,0,0,0.205202367393696,0,0,0,0.135986580329947,0,0,0.264430040076767,0,0,0,0,0,0,0,-0.019686698090393,0.0181802104924761,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.620420898777799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116502526691635,0,0,0.0370977864854152,0,0.034574503326099,-0.164674021511424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00465105711668816,0.00174021017732174,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.070649949559029,0,0.235170533172995,0,0,0,0,0,0,0,0,0.0291833806867051,0.36507377256075,0,0,0,0,0,0,0,0.0246609011079955,0.115311115961401,0,0.0182513679096629,-0.0567491855295757,0,0,2.16840434497101e-19,0.039311714833911,0,0.0965044502798235,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0148903002330479,-0.0171992036723325,0,0.170733287783618,0,0,0,0
X600795.SH,0,0,0,0,0.116382895898239,0.137847088592217,0,0,0,0,0.143366410957404,0,0,0,-0.0477710591660904,0,0,0,0,0,0,0,0,0,0,0.131867032531269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114516243159796,0,0,0,0,0,0,0
X000708.SZ,0.116513284735612,0,0,0,0,0,0.130923820116748,0,0,0,0,-0.0322070133070985,0,0,0,0,0,0,0,0.0187556242751528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117338440999517,0,0,0,0,0,0,0,0,0,0,0,0.00382019626324631,0.0100886142059227,-0.110981326106253,0,0,0,0,0
X601699.SH,0,0.179493479835251,0,0,0.460175897352414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150057159085005,0,0,0,-0.072769341578693,0.0380439640830088,0,0,0,0,0.198111047292013,0,0,0,0,0.0751055234576481,0,0,0.0723869987763752,0,0,-0.0675682798499084,0,0,0,0,0,0,0.0232236848607598,-0.0314581253340631,0,0,0,0.0940643245069042,0,0
X000301.SZ,0,0,0,0.12707514467524,-0.0518199955292179,0,0,0,0,0,0,0.10664617239441,0,0,0,0.0880211461307388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663102068672024,0,0,0,0,0,0,0.0355450334425966,0,0,0,0,0,0,0,0.12803722658227,0,0,0,0,0,0,0.0426285622029524,-0.0246987231998902,0,0,0,-0.0336188136243668,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.117050351759624,0,0,0.0156108925765124,0,0,0.115087953300929,0,0,0,0.249157032484041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398255170379366,0,0,0,0,0,0,0,0,0,0,0,0.0566446113629816,-0.0413604302097382,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0316058582074078,-0.0275253963895722,0,0,0,0.138147188739884,0,0,0,0.361622001541819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881322447653304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615856486700714,0,0,0,-0.00437252462155016,0,0,0,0,0,0
