,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X601158.SH,X000792.SZ,X600157.SH,X600583.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X600008.SH,X000539.SZ,X600660.SH,X002470.SZ,X600808.SH,X000825.SZ,X000027.SZ,X600549.SH,X000629.SZ,X600021.SH,X600307.SH,X600578.SH,X600315.SH,X601699.SH,X600098.SH,X000960.SZ,X000983.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.400413900027805,0,0,0,0,0,0,0,0.0868622776450692,0,0,0,0.134851465415086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290032945395961,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.488552000215468,0,0,0,0,0,0,0,0,0.0134251037987659,0,0,0,0.020112891349246,0,0.391085473094225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172939522310074,0,0,0,0,0,0,0,0,-0.044212696025131,-0.0109631681026818,0,0,0,0,0,0
X601088.SH,0.0693867430130212,0,0,0,0.0887374121634996,0,0.0476982021333435,0,0,0,0,0,0,0.0943110266735329,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122222924008254,0,0,0.413247221413873,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.111943365754175,0,0,0,0.0145501095210896,0,0,0.0241243767862045,0.0709432854353868,0.0211202533671102,0.163496007098201,0.0198021853057265,0,0,0,0.0225369758501823,0.0754387901928967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996088718636625,0,0,0,0,0,0,0.371944476922496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.125868643097878,0,0,0,0,0,0,0,0,0,0.0399640310277433,0,0,0,0.00699813221995384,0,0,0,0,0,0,0,0.386167527087868,0,0.163096196961306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296305185598356,0,0,0,0,0,0,0,-0.010376412355536,0,0,0,0,0,0,0
X600585.SH,0.0051811604162734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837199307312562,0,0,0,0,0,0,0.0975819455483216,0,0.0498902950111949,0,0,0,0,0,0,0,0,0.0775786893619528,0,0,0,0,0,0,0,0,0,0,0.0860624591239154,0.178541292543456,0,0.0970185235182767,0,0,0,0.00307040646876182,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.164953309232865,0.0262130132200053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555565071719577,0,0,0,0,0,0.0169145587380522,0,0,0,0,0,0,0,0.0307877079987019,0,0.0171814738046674,0.0539134477040315,0,0.0747330098356679,0,0,0.409737281629657,0,0,0,0.000416670023583531,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677925071323316,0,0,0,0,0,0,0,0,0.490967479178714,0,0,0,0,0,0.0714649897770495,0,0,0,0,0,0,0.0844732614282931,0,0,0,0,0,0,0.1562109647737,0,0,0,0,0,0,0.0247351779843949,-0.0043643800032733,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0947678441594682,0,0,0.332222482393783,0.31044512962755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191048459583636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17221917712909,0,0,0,0,0,0,0,0,0,0,-0.0161705989318389,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.224494294702117,0,0.104845778433856,0,0,0.143592332581644,0,0,0,0,0,0,0,0,0,0,0,0.0223192077959272,0,0,0,0,0,0,0,0.0813956540977503,0,0,0,0,0,0,0,0.225730929799937,0,0,0,0,0,0,0,0,0,0,0,-0.0102467892289357,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.233739508883696,0.261885213285166,0,0.157382184459826,0,0,0,0,0.14359862554453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920338691066438,0,0,0,0,0,0,0,0.0179429324939963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.163002247630558,0,0,0,0,0,0,0,0.0855562012842805,0.0757481738740942,0.0593519342756534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115323707403448,0,0,0,0,0,0,0.244478499683535,0,0,0,0.0266842829136405,0,0,0,0.0157413338326572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0.0523195638852026,0,0,0,0,0,0.0069781909507027,0,0.0389030646017667,0,0,0,0,0,0.0613981124574371,0,0,0.059356205528879,0,0,0,0,0,0,0,0,0,0,0,0.0736938082726197,0,0,0,0,0.030411002635089,0,0,0,0,0,0,0.0930129615058325,0,0,0,0,0.169325300686046,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.22934813529669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286480838624076,0,0,0,0.240055177295124,0.205613373379843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226366142493478,0,0,-0.0085339096191054,0.00374651860073627,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.109833823650219,0,0,0,0.00621768171802495,0,0,0,0,0.0617730433533454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208211912916762,0.052438381416801,0.452524180398391,0,0,0,0,0,0,0.00439928488125771,0,0.00958581140361919,0,0,0.0010230649485985,0,0,0,0,0,0,0
X600688.SH,0,0.341058571904645,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0173119040010242,0,0,0,0,0,0,0.0752020377363098,0.0169969671624414,0,0,0,0,0,0.217432136504241,0,0,0,0,0.0586339595945455,0,0,0.16633402704091,0,0,0,0,0,0,0.020575589805586,0,0,0,0,0,0
X600027.SH,0,0,0,0.234738496554961,0,0,0,0,0.0265426736480127,0,0.271049517600378,0,0,0,0,0.0733050190065426,0,0,0,0.0589052179684085,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,8.67361737988404e-19,0,0,0,0,0,0,0.157912907921078,0,0.11804965336629,0,0,0,0,0.025986419728008,0,0,0,0,0,-0.0192355953632343,-0.10004659233257,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0601864255412067,0.118960374672673,0,0.0468271857569253,0,0,0,0,0,0,0,0,0,0,0.0568168402045887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213755643159946,0,0,0,0.0296110705665816,0,0,0.00169441395870705,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.0710616068252332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278857079697185,0.327279470972325,0.117168956465729,0,0,0,0,0.041955952269922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905726770662118,0,0.0424488415811667,0,0,0.0331749404874959,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0751535223071606,0,0,0,0,0.00910476794981084,0.130612599674703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546147590446626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385701364982168,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0662303127201586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695262044587471,0,0,0,0,0,0,0,0,0,0,0,0,0.0427296101284148,0,0,0.121746433158038,0.114608391460029,0,0,0,0.126238612427059,0,0,0,0,0.0127068151707562,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0582934125861159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226012863244474,0,0,0,0.00851617229065892,0,0,0,0,0,0,0,0,0,0,0,0.319377472390867,0,0,0,0.0186048253219743,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0735934704863596,0.16242974304183,0,0.0327489444429596,0,0.0959078646334048,0.115172294025921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208187388730516,-8.67361737988404e-19,0,0,0,0,0,0.107372757143043,0,0,0,0,0,0,0,0,0.00769255654054378,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.118929327227789,0,0,0,0,0.0605380984624986,0,0,0,0.107199504366221,0,0,0,0,0,0,0,0,0,0,0,0.215586213727402,0,0,0,0,0,0,0.101614420766482,0,0,0.0103349338888433,0.228198521182107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363888505351948,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.103812912266927,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.256841883014611,0,0,0.206714787414768,0,0,0,0,0,0,0,0,0.155966517648426,0.223246565099011,0,0,0,0,0,0,0,0,0,0,0,0,-0.172717738666848,0,0,0,0,0,0,0,0,0,0,-0.0344871686506847,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439909096127833,0,0,0,0,0,0,0,0.022608940508353,0,0,0,0.054914048017105,0.128671441223334,0,0,0,0,0,0.113297679325528,0,0,0.112789530994454,0,0,0,0,0,-0.00162769276873459,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0873159951725388,0,0,0,0,0,0.0509052746245582,0,0,0,0,0,0,0,0,0,0,0.00662095343120674,0,0,0,0.53134322931687,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.00852488854725023,0,0,0,0,0,0
X002353.SZ,0,0,0,0,-0.0389458966562892,0,0,0,0,-0.0810946484928288,0,0,0,0,0,0,0,0,0,0.135852723676198,0.106066746476476,0,0,0,0.126454346857967,0,0,0,0.0854317685828169,0.0592851979829645,0,0.149303649762385,0,0,0.140408807454627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0.0538034825645833,0,0,0,0,0,0,0.172720586355869,0,0.055286164187003,0.238609505575185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10009232482296,0.0819054969578032,0,0,0.0400129488582401,0,0,0,0,0,0,0,0,0,0.0154241047966858,0,0,0,0,0,0,0,0,0,-0.0395771735894367,-0.000305874817366807,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0.101584629639452,-4.33680868994202e-19,0,0,0,0,0,0.0714875355537408,0.206626957401841,0,0,0,0,0,0,0.132060811858817,0,0,0,0,0,0,0,0,0.0949150618458403,0,0,0,0,0,0,0,0,0,0.034873843278923,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0150742179315957,0,0,0,0,0,0
