,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600176.SH,X600362.SH,X000786.SZ,X601600.SH,X600426.SH,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X600795.SH,X000301.SZ,X601991.SH,X600352.SH,X600801.SH,X600489.SH,X300037.SZ,X600486.SH,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X600299.SH,X600529.SH,X000027.SZ,X601168.SH,X000932.SZ,X000898.SZ,X300073.SZ,X600157.SH,X600399.SH,X000723.SZ,X600516.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.000236171447889021,0.0177197863031036,0,0,0,0,0,0,0.129872408140185,0,0,0,0,0.00740242755574341,0,0,0.0497897217191742,0,0,0,0,0,0,0,0,0,0.000137001357160127,0,0,0,0,0,0,0,0,0,0,0,0,0.0114979340749855,-0.0100010293275359,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0473763831359189,0,0,0.0382292049188817,0,0,0.00657407210368492,0,0,-0.0209564979728161,0,0,0,0,0.0164251821979665,0,0,0,0,0,0,0.0284106403616882,0,0,0,0,0,0,0,0,0,0.00272743500835424,0,0.0935453134251445,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869688213371023,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451946341531297,0,0,0.181482912564642,0,0,0,0,0,0,0,-0.00912994756662503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127763242084682,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0684391428592504,0,0,-0.16550025694471,0,0,0,0,0.0797332188277678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225751595258298,0.0575800137707606,0,0,0,0,0,0,0,0,0,0.00585544828042069,0,0,0.0177013502528185,0,0,0,0,0,0,0.0314292544957431,0,0,0,0,-0.00360636770040738,0,0
X600585.SH,0,0,0,0.0625077443347741,0,0.0553828208915599,0.108455619523625,0,0,0.0294841690145321,0,0,-0.0409650261797249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383083012101335,0,0,0,0,0.0149041785629512,0,0.0356148045870509,0,0,0,0,0,0.026799373343257,0,0.00552132531124685,0.0340007569814932,0,0,0,0.00431595570816191,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0900446823641146,0,0,0,0,-0.0795954939316337,0,0,0,0,0,0,0.262318686457427,0,0,0.015138079241043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29660545751384,0.246255243344011,0,0,0.173575667787071,0,6.93889390390723e-18,0.118690368787164,0,0,0,0.0162563272187871,-0.0821539628935851,0,0,0,-0.00737320163107442,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136824547241514,0,0,0,0,0.10656044596952,0,0,0,0.0632720015484285,0,0,0,0,0,0,0,0,0.0847811299866867,0.0465571447761452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660014376297177,0,0,0,0,0.0281190124954172,0.0403374369204206,0,0,0,-0.000144840894252886,0,0
X600660.SH,0,0,0,0,0,0.0085212679780441,-0.110550989903256,0,0,0,0,0,0,0.0678562316622796,0,0,-0.0843362432625022,0,0,-0.0470810904390502,0,0,0,0,0,0,0,0,0,0.202485394454806,0,0,0,0,0,0,0,0,0,0,0.0679186715679108,0,0,0,0,-0.0405480131904553,0.0140643590346372,0,0,0,0,0.00761453684288069,0.0245443203041706,0,0,0,0.00809731454225354,0,0
X000708.SZ,0,0,0.0626116746727869,0,0,0,0.0361337832932739,0,0,0,0,0,0.0148815888285986,0.0265870906378925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396927127454535,0.11984382529676,0,0,0,0,0,0.0707536412553155,0,0,0,0,0,0,0,0,0,0,0.115249513586753,0,-0.00177105435039775,0.0132699536145651,0,0,0,-0.00244479990689323,0,0
X600547.SH,0,0,0,0,0,0.0319354879866814,0,-0.0210061517626283,0,0,0,0,-0.0223337004479719,0,0,0,0,0,0,-0.0240266295522607,0,0,0,0,0,0,0,0,0.62420291550282,0.0295576019392429,0,0,0,0,0,0,0,0,0,0,0,0.0188628217569893,0,0,0.00508701446582625,0,0.0621280208888195,0,0,0,0,0.0150041250581885,0,0,0,0,0.00401313828536656,0,0
