,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600362.SH,X600516.SH,X000898.SZ,X300072.SZ,X600547.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600299.SH,X000709.SZ,X600808.SH,X600426.SH,X600801.SH,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600315.SH,X600219.SH,X601699.SH,X000830.SZ,X002271.SZ,X000792.SZ,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.35658958372424,0,0,0,-0.00299232653612912,0,0,0,0,0,0.038949144675085,0,0,-0.0145997934704431,0,0,0,0,0,0,0,0,0.0669922336642298,0,0,0,0.0370752601809188,0,0,0,0,0,0.0743443137195211,0,0,0,0.00920104657267702,0,0,0,0,0.0553756460413434,0.0221045042668523,0,0.1023499582157,0,0,0,0.012072558745496,0.00230819704148891,0,0,0,0,0,0
X600028.SH,0.217774035860651,0,0.211586579088519,0,0,0,0,0,0,0,0,0.0718343649362976,0,0,-0.0380582151190242,0,0,0,0,0,0,-0.0343968875182558,0,0,0,0,-0.201736612856862,0,-0.0386856342122601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499167456061175,0,0,0,0,0.0107258626837849,-0.0125840668852591,0,0,0,0,0,0
X601088.SH,0,0.215755443456861,0,0.152491304623923,0,0,0,0,0,0,0,0.498330116492964,0,0,0,0,0,0,0,0,0,0,0,-0.00652165319560538,0,0,0,0,0,0,-0.102410890348749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276409804004372,0,0,0,0,-0.00679965869937769,-0.000690902807818488,0,0,0,0,0,0
X600585.SH,0,0,0.257638050332336,0,0,0,0,0,0,0,0,0,0,0,0.054161608899542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103121376676101,0,0,0,0,0,0.297769210188528,0,0,0,0,0,0,0,0.0074103180398429,0.00178033922372625,0.0802513263390976,0,0,0,-0.00606766045001548,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.148292003054588,0,0,0,0,0,0.289991155478568,0,0,0,0,0,0,-0.0797473606897032,0,0,0,0,0,0,0,0,0,-0.031148677329884,0,0.180033860140423,0,0,0,0,0.15498784010035,0.0196792991215158,0,0,0,0,0,0,0,0,0,0,0,0,0.00523476132587915,0.00836811223676777,0,0,0,0,0,0
X600309.SH,0,0,0.168950880221701,0,0,0,0,0,0,0,0,0,0,0,-0.0305766537229364,0,0,0,0,0,0,0,0,-0.0416453965444161,0,0,-0.018799881042705,0,0,0.0352061748012849,0,0.101848529706566,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.117524317060452,0,0,0,0.0294090369356068,0.0540196031624907,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0646037011859477,0,0,0,0.285292682882406,0.0912178709518438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296929945469569,0,0,0,0,0,0.00600115883247428,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0910058988066689,0,0,0,0,0,0.0901165018004129,0,0,0,0,0,0,0,0,0,0,0.0717403176045812,0,0,0,0.140312932313883,0.105100782361462,0,0,0,0.0293029017182817,0,0,0.0739417991468007,0,0,0,0.274566526635647,0,0,0,0,0,0.0979288144417898,0,0,0,0,0,0.0302558509030298,-0.0140278703416606,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0535687813225567,0,0.13483035331488,0,0,0,0,0.0512635925140947,0,0,0,0,0,0,0.11602451464964,0.0946727651857043,0,0,0,0,0.0219296542009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139825924432208,0,0,0,-0.0134113454320186,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0481942122501984,0,0,0,0,0,0.128838182842112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880646885705487,0,0,0.0113270629364733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762844854214729,0,0,0,0,-0.00296044765969971,0.019474526868301,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0559016108051641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157197850426748,0.176278094811326,0,0,0.0347596534795684,0.0672004651773945,0,0,0,0,0,0,0,0,0,0.0497300385524815,0,0,0,0,0,0,0,0.0254902361174025,0,0,0,0.00296283795574594,-0.0165116110169834,0,0,0,0,0,0
X600188.SH,0,0,0.29399927048969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845038245908309,0,0,0,0,0,0,0.0296106702977998,0.0748899231491795,0.0781674272686472,0,0,0,0,0,0,0,0,0,0,0.772226371308377,0,0,0,0,0,0,-0.0166093015279011,-0.0337205657378952,0,0,0,0,0,0
X600688.SH,0,0.274442996417437,0,0,0,0,0,0.0302297184185072,0,0,0,0,0,0,0,0,0,0.114893867676085,0,0,0,0,0,0,0,0,0,0,-0.0415729586252048,0,0.00413694477709485,0.0158519724497506,0,0,0,0,0,0,0,0,0,0,0.00581262713257581,0.102733507381129,0,0,0,0,0,0.0278584806707683,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.089581632750649,0,0,0,0.184645729128156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191418535991218,0,0.00360337777904574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215396623171941,0.0747152841310022,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0426279835294282,0,-0.166131216974836,0,0,0,0,0,0,0,0,0,0,0.0167658596332898,0,0,0,0,0.59688396715783,0,0,0,0,0,0,0.102038376564366,0,-0.233247946255427,0,0.0675441094749668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029126864007045,0.00862773453623899,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0423914010445877,0,0,0.0370973503206387,0,0,0,0,0,0,0,0,0,0,0,0.0299607365729683,0,0,0.11775316337466,0.0480818972436142,0.0456654226308207,0,0,0,0,0,0,0,0,0,0.000390473376139303,0,0,0,0,0,0,0,0.108715410470565,0,0,0,0,0,0,0,0,0,0,0
