,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600886.SH,X002271.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600188.SH,X600352.SH,X600688.SH,X600795.SH,X601991.SH,X601992.SH,X600176.SH,X000723.SZ,X600111.SH,X002353.SZ,X600027.SH,X600426.SH,X600516.SH,X600489.SH,X000898.SZ,X600299.SH,X000401.SZ,X000792.SZ,X600583.SH,X600219.SH,X601158.SH,X000932.SZ,X000709.SZ,X000553.SZ,X000883.SZ,X600612.SH,X600160.SH,X600486.SH,X002080.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955082751520451,0,0,0,0.0460073452610348,0,0,0,0.14345046726316,0,0,0,0,0,0,0,0,0,0,0.0388142703001187,0,0,0,0,0.109045091364416,0,0,0,0,0,0,0.0154546058602478,0,0,0.0252200126547483,0,0,-0.00113681398605761,0,0,0,0,0.0027746921174133,0,0
X600028.SH,0.313241284932627,0,0,0,0,0,0,0,0,0.00238010454511474,0,0,0,0,0,0,0,0,0.0160487864975309,0,0,0,0.0918051649580181,0,0,0,0,0,0,0.0457960387114974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233824229606623,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259832174681366,0.0641922241205337,0,0,0,0.0310559020491387,0,0.0374531905603611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183179903767296,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.450779703754487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858151880952374,0,0,0,0,0,0,0,0,0,0.156128890858092,0.010631065758615,0,0,0,0,0,0,0,0,0,0,0.00222592826229219,0,0,-0.00350506435774575,0.0164597038624333,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0322451523871335,0,0,0,0,0,0,0.105573761369442,-0.00934158624242243,0,0.0444070590416771,8.67361737988404e-19,-0.154734515221508,0,0,0,0,0,0,0,0,0,0.12738170034627,0,0,0,0,0.0983694860858179,0,0,0,0,0,0,0,0.0129383633914319,0,0.11887863445386,0.202561780546688,0,0,-0.00991935887875275,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0183383195850388,0,0,0,0,0.00286027907362881,0,0,0,0.00785365236888123,0.127494335642629,0,0,0.0267661892288297,0,0,0,0,0.195236883695665,0,0,0,0.0674959963751605,0,0,0,0,0,0,0,0,0,0,0,0.0695652947182083,0,0,0,0,0,0,0.0213199608746241,0,0,0.0136622911958327,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0680796565607712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882447803915138,0,0,0,0,0,0,0,0,0,0,0,0.203372612122662,0,-0.0224980957321898,0,0,0,0,0.00491259317290618,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0271110669751912,0,0,-0.0751074642995333,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0211176303957074,0,0,0.266784339031177,0,0,0,0,0,0,0,0.0116670395154923,0,0.205944253821816,0,0,0,0,0.0739104100740295,0,0,0,0,0.218706130305847,0,0,0,0,0.238904708046179,0.0493250376349033,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0316782699302058,0,0,0,0,0,0,0,0,0,0,0,0,0.0304750975605124,0.263256832025727,0,0,0,0.0294012505444866,0,0,0.170926391071451,0,0.020912536291472,0,0,0.0188323254247387,0,0,0,0,0,0.173606685823808,0,0.0474281211616413,0,0,0.062361073588726,0,0.0421125662416396,0,0,0.00468830645948698,-0.0124334022713033,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165136026302027,0,0,0,0,0,0,0,0,0.0390425480127991,0,0,0,0,0,0,0,0,0,0,0.544792768416757,0,0,0,0,0,0,0,0,0,0,0,0,-0.00450209034702268,0,0,0,0,0,0,0
