,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X002460.SZ,X000983.SZ,X600426.SH,X601699.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000877.SZ,X000933.SZ,X000807.SZ,X000630.SZ,X600985.SH,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X002353.SZ,X600096.SH,X600348.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0895236451476762,0.593795148323347,0,0,0,0,0.0991795256178467,0,0.151123194715349,0,0,0,0,-0.1003675260497,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145465532823554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208299103255021,0,-0.0168610705769737,0,0,0,0,0,0,0
X601088.SH,0.25286972849117,0,0.0402586299260461,0,0,0,0,0,0,0,0,0,-0.0569620388779514,0,0.0778026425852097,0,0,0,0,0,0,0,0,0,0.35848775917187,-0.0148356410825672,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726660969202582,0,0,0.10578750054581,0.036667503369694,0,0,-0.0743002617644598,0,0,0,0,0.00335170352465372,-0.00362726384640753,0.0296549559140778,0,0,0.0430154506743366,0,0
X600028.SH,0.460285668134333,0,0,0,0,0,0.0822036515433386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134248485411847,0,0,0.027046350955234,0,0,0,0,0,0,0,0.0765599125576946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00342318955696983,0,0,0,0,0,0.0432237673112637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405605688141064,0,0,0,0,0.0408041617988451,0,0.0609820567012917,0,0,-0.105494955415721,0.0597480767641008,0,0,0.0276773414359533,0,0,0,0,0,0.0155836372776667,0,0,0,0.052528797739976,0,0
X600188.SH,0,0,0,0,0,0.118923813735398,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485422037122768,0,0,0,0,0.112797002129611,0,0.202407899873555,0,0,-0.201187244016629,0,0,0,0.0604962437413432,0,0,0.196310487180079,0,0,0,0,0,0,0,0.0480148342311977,0,0,0,0,0,0,0,-0.00940231311319555,0,0,0,0,0,0
X601898.SH,0.0306906786532061,0,0,0,0,0,0,0,0,0,0,0,0.0592168336641435,0,0,0,0.030198335472561,0,0,0,0,0,0,0,0,0,0.155826721470604,0,0,0,0,0.0521087372282869,0,0,0,0,0.340732857297159,0,0,0,0,0,0,0,0.00166932334131057,0,0,0,0.0252808659052207,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0828074441379973,0,0.0602666768704761,0,0.0797171606547021,0,0,0,0,0,0,0,0,0,0,0.192236925086882,0,0.0411646358413747,0,0,-0.0485546145470626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118619486305557,0,0,0,0,0,0,0,0,0.00380061267363243,0,0.0726154185302124,0.450318575799653,0,0,0.00216338437507546,0,0,0,0,0,0
X600011.SH,0.134160171938887,0,0,0,0,0,0,0,0,0,0,0,0,0.27173923291336,0,0,0,-0.0375247431869211,0.152952832793862,0,0.0463697763354995,0,0,0,0,0,-0.100800014806014,0.343910801363122,0,-0.0531441403406642,0,0,0,0,0,0,0,0,0,0,0,0,0.0566817575887143,0,0,0,0,0,0.00778152729608063,0,0,-1.73472347597681e-18,0.0528192732323905,0,0,0,-0.041079169446753,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138110329432868,0,0,0,0,0,-0.0723585195056545,0,0,0,-0.0841387377854811,0,0,0,0.0591412329569789,0,0,0,0,0,-0.0229691229306634,0,0,0.0343575017439809,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186506212466453,-0.0118388978732122,0,0,0,0,0,0,0
X601600.SH,0.141405138510289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137090299562167,0,0,0.150874247432337,0.0211687230371511,0,0,0,0,0,0,0,0,0,0,0,0,0.304486602929307,0.0552228596062233,0,0.0700725704195619,0,0,0.288484004032121,0,0,0,0,0,0,0,0,0,0.0752249776034901,0,0,-0.0335414044364302,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.157762457128026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534025685361553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921780814594663,0,0,0,0,0,0.0119861240286168,0,0,0.0838394610161961,0,0,0,0,0,0,0,0,0,0.0156024379805442,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195221749631168,0,0,0,0,-0.00306395289545346,0.302546358303269,0,0,0,0,0,0,-0.0389166193921192,0,0.0520808871278845,0,-0.0926356415823348,0.0083134969359996,0,0,0,0,0.0114710416456831,0.0280672676582995,0,0,-0.0532375132001499,0,0.0330897837926309,-0.129539628174736,0,0,0.016237790870241,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734421887397635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214118581728412,0.200883448109966,0,0,0,-0.0226382993267734,0,0.0200512579124062,0,0,0,0,0,0,-0.06364299221775,0,0,0,0,-0.0630432156910465,0.014638396271529,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.372100094118784,0,0,0,0,0,0,0.013631612754014,0,0,0,0.334033785089622,0,0.0332946574511483,0,0,0,0,0,0,0.00633532033533318,0,0,0,0,0,0.0261013622835333,0,0,0,-0.00767793806949032,0,-0.0395469517516266,0,0,0,0,0,0,0,0,0,0,0,0,-0.021350441956974,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125218993512817,0,0,0,0.0403399771858634,0,0,0,0.22463760285011,0,0,0,0,0,0,0.0726300115549104,0,0.0218191633054783,0,0.0620301029516384,0,0,0,0,0.053993514296076,0.0779715494636647,0,0,0,0,0,0,0,0,0,0,0,0.0311680833285145,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0429501922571007,0,0,-0.0565579550764585,0,0.123415307403364,0,0,0,0,0,0,0,0,0,0.0721621930277863,0,0,0,0,0,0,0,0,0,0,0,0,0.484378631242904,0,0,0,0.263998565031542,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251569418548132,0,0,0,-0.00222601578917004,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.210684943242079,0,0,0.0861441526553088,0,0,0,0,0.193430827654517,0,0,0,0,0,0,-0.0087750804210016,0,0,0,0,0.0694014290713576,0,0,0.108810874980142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896225308593792,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.650020108898682,0,0,0,0,0,0,-0.0338829877477383,0,0,0,0,0,0,0.0627750483892315,0,0,0,0,0,0,0,0,0,0,0,-0.0372977288742922,0.0791930493561577,0,0,0,0,0,0,0.0188954988141709,0,0,0,0,0,-0.0410370491874303,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644944571475345,0.0226523277848445,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.362803770435645,0,0,0,0,0,0.0807270232075129,0.0122341118494439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274334314299487,0,0,0,0.0288466072875223,0,0,0,0.0299928276676488,0,0
X600160.SH,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.107034356215406,0,0,0,0.0447657518751224,0,0.138370719229315,0,0,0,0,0,0,0,0.0373841026138911,0,0,0,0,0.194525247662792,0,-0.337070444530483,0,0,0,0,0,0,0,0,0,0,0,0,0.165752438413199,0,0,0.025172534959649,0,0,-0.116613479708486,0,0,0,0.0221183699996655,0,0
