,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600362.SH,X601600.SH,X600547.SH,X600010.SH,X600111.SH,X002466.SZ,X000786.SZ,X000301.SZ,X600188.SH,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X600803.SH,X601991.SH,X000932.SZ,X600219.SH,X600801.SH,X000807.SZ,X000027.SZ,X000898.SZ,X600795.SH,X000825.SZ,X600489.SH,X600352.SH,X600688.SH,X600157.SH,X600315.SH,X600516.SH,X601168.SH,X600808.SH,X600027.SH,X002353.SZ,X000723.SZ,X600486.SH,X002080.SZ,X601699.SH,X600299.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.33636966862794,0,0,0,0,0,0,0,0,0,0,0.0490607753696351,0,0,0,0.00598590078196785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144851064218372,0,0,0,0,0,0,0,0.0537713602263394,0,0,0,0,0,0,0,0,-0.0032430891848602,0,0,0,-0.00075878800446302,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0208238589461393,0,0,0.0636691617585328,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.169102779037326,0,0,0,0,0,0,0.159991497477692,0,0,0,0.0693238858767335,0,0,0,0,0,0,0,0,0,0.0244130651987477,0,0,0,0,0,0,0,0,-0.000686297156863618,0,0,0,-0.000535455445627436,0,0
X601088.SH,0,0,0,0,0,0,0.0505523717705372,0,0,0,0,0,0,0,0,0,0.147470717562254,0,0,0.122708022536964,0,0,0,0,0,0,0,0,0,0.0401935123563469,0.0172880865961197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0741872035878876,0,0,0,0,0.0734139601231325,0,0,0,0.126986308875182,0,0.20277380970056,0,0,0,0,0.169341698172251,0,0,-0.0436041394153014,0,0,0,0,-0.0141375466030672,0,0,0.0814094768224742,0,0,0,0,0.0825835613865574,0,0,0,0,0,0,0.0273173054260947,0,0,0,0,0,0,-0.0534036353061464,0,0,0,-0.008795774504387,0,0
X600585.SH,0,0,0,0.0156613727152732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617821037322277,0,0,0.0629219331869058,0,0,0,0.0613306512382419,0,0.148185745620976,0,0,0,0,0,0,0,0,0,0,0.0321633150717547,0,0,0,0,0,0.0257627710508859,0,0,0,0,0,0,-0.0124205949343746,0,0,0,-0.0139050049635317,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436442790959072,0,0,0,0,0,0,0,0,0,0.311083044085028,0,0,0.131370515088196,0,0,0,0.202131672606347,0,0,0,0,0,0,0,0.0114426107563855,0,0,0,0,0,0,0,0,0,0,-0.0558113347567577,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0855116653089013,0,0,0,0.142551887554496,0.496690115050546,0.112510772309274,0.22826669172201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135854055006108,0,0,0,0,0,0,0,0,0,0,-0.0138349742411605,0,0
X002271.SZ,0,0,0,0,0,-0.0717515269182587,0,0,0.0493133235950585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743284991449033,0,0,0,0,0,0,0,0,0,0,-0.0178611283342476,0,0,0,0,0,0,0,0,0,0,0,0.0488071255288118,0,0,0,0,0,-0.0116006257730985,-0.0199115793040268,0,0,0,-0.0535959410324371,0,0
X600660.SH,0,0,0,0,0,0,0.161920783212272,0,0,0,-0.230438597512125,0,0,0,0,0,0.0634083696801959,0.123996681605071,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625667811003633,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563908413848091,0,0.160696554535072,0.0511174168296209,0,0,0,0,-0.0324578427088662,-1.73472347597681e-18,0,0,0,-0.0359458449725084,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0771760029882515,0,-0.0987846237549222,0.148163450030233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370993162238588,0,-0.0796772598152418,0,0,0,0,0,0,0.00440327686111853,0,0,0.181078308688469,0,0,0.114315262719311,0,0,0,0,0,-0.0119689886059694,0,0,0,-0.0962741509352885,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.130396829832718,0,0,0,0.0499331951106064,0,0,0.169372459633119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866608645178387,0.0563113262972634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149877772334209,0,0,0,0.00185536886354079,0,0
X600362.SH,0,0,0,0,0,0,0.145709327130549,0,0,0,0,0,0,0,0,0.00723752113129148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103884593149042,0,0,0,0,0,0,0,0,0,0,0.292975162100826,0,0,0,0,0,0.0164115580053291,0,0,0.277403053299714,0,-0.0458540822690282,0,0,0,0,-0.0270535284110297,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.126489362729274,0,0,0,0.102023946076525,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0470842250903599,0,0,0.326041210868308,0,0,0,0.02230661582942,0,0,0,0,0,0,0.0445375153056405,0.0279721693204875,0,0,0,0,0,0,0,0.0461214514715358,0,0,1.0842021724855e-19,0,0,0,-0.0188032421493691,0,0
X600547.SH,0,0,0,0,0,0,0.00848591763922659,0,0,0,0,0.0977317751248115,0,0,0.109417755178832,0.0415298223835183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136035143854216,-3.46944695195361e-18,0,0.0258745733379845,0.0699808145724705,0,0,0,0,0,0,0,0,0,0.00779199712788041,0,0,0,0,0,0,0.00344726023404008,0,0,0,0,-0.00479836849301363,0,0
X600010.SH,0,0,0,0,0,0,0.048213422467168,0,0,0,0.127778403422083,0,0,0,0,0.0572828299949576,0.0269157625746709,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0298843284748939,0.0571183845531518,0,0,0,0,0,0,0,0,0.105586874100537,0,0,0,0.0196112925013188,0,0,0,0,0,0,-0.0238217154158829,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.247456335132961,0,0,0.109393007860184,0,0,0.163304439260966,0,0,0,0,0.579896398523645,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0419538847683786,0,0,0,0,0,0,0,0,0,0.0633242891807051,0,0,0,0,0,0,0,0,0,0,0,0,0.0118161810778909,0,0,0,-0.0521892605741696,0,0
X002466.SZ,0,0,0,0,0,0,0.556011876460308,0,0,0.0282479684872962,0,0,0,0,0,0.119549008586387,0,0,0,-0.171299609465771,0,0,0,0,0.101907583194949,0,0,0,0,0.0695696645718787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892929092432861,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.191353795362701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505986470379919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038919850330197,0,0.108502240171583,0,0,0,0,0,0,-0.0240925743995913,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.193356298143998,0,0,0,0,0.062265559855668,0,0,0.00650398682930303,0,0,0,0,0,0,0,0.11900226039618,0.160469870215827,0.10115558957116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115647838881818,0.0538427952261244,0,0,0,0,0,0,0,0,0,0,0.00644529402324791,0,0,0,0,-0.0132768881765131,0,0
