,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600547.SH,X600362.SH,X000786.SZ,X600111.SH,X601600.SH,X000301.SZ,X600886.SH,X600010.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X000932.SZ,X600803.SH,X600801.SH,X601991.SH,X000898.SZ,X600352.SH,X600219.SH,X600795.SH,X000027.SZ,X600489.SH,X600157.SH,X600688.SH,X600486.SH,X002080.SZ,X600315.SH,X000807.SZ,X600516.SH,X000723.SZ,X600027.SH,X000825.SZ,X300037.SZ,X601168.SH,X600299.SH,X002353.SZ,X000883.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.364273074635333,0,0,0,0,-0.00643039471715718,0,0,-0.0163491300038398,0,0,0.0387248800216461,0,0,0,0,0,0.020579920354954,0,0,0,0,0.013631988592263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509552897359017,0,0,0,0,0,0,0,0,-0.0016439794835151,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0311996378102035,0,0,0,0,0,0.00622693515535305,0,0,0,0,0,0,0,0.146526980525831,0.0138284260062833,0,0,0,-0.0582275588651907,0.12577621203669,0,0,0,0,0,0,0,0,0,0,0.122908721195896,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179703615036768,0,0,0,0.00612295715799618,0,0
X601088.SH,0,0,0,0,0,0,0,0.10244433980636,0,0,0,0,0,0,0,0,0,0,0,0.0836838574130346,0,0,0,0,0,-0.0363600183056308,0,0,0,0,0,0,0.0230647272680749,0,0,0,0,0,0,0.189860783965694,0,0,0,0,0,0,0,0,0.013574953577836,0,0,0.0223230624752018,0,0,0,0,0.00694690526969558,0,0
X600309.SH,0,0,0,0,0,0,0,0.119701865284515,0,0,0,0,0,0.144496699195674,0,0,0,0,0,0,0.054473446403265,0,0.109896859628296,0,0,0,0,0,0,0,0.158246110182855,0,0,0,0,0,0.157144456047097,0,0,0,0,0,0,0,0,0,0,0,-0.0524628017360256,0,0,0,-0.0315593807256095,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0197218289331088,0,0.0708757000881231,0,0,0,0,0,0,0,0,0,0,0.00656079418248527,0,0,0.00908474648211277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144027967794283,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0167030677214882,0,0,0,0,-0.0253974530782299,0,0
X600019.SH,0,0,0,0,0,0,0,0.0180043832526484,0,0,0,0,0.00201701276635213,0,0,0,0,0,0,0,0,0,0,0.0551175358136813,0.262654782982781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286646230853006,0,0,0,0,0,0,0,0.0088208010718243,0,0,0,0,0.00832164180291129,0,0
X002271.SZ,0,0,0,0,0,-0.0788744891660584,0,0,0,0.0437986963576165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00260373008087366,0,0,0.154707799432998,0,0,0,0,0,0,0,0.153997243841438,0,0,0,-0.0120423037495545,0,0,-0.0256983985615408,-0.0108902104450049,0,0,0,-0.0558522836902576,0,0
X002460.SZ,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.217250458113801,0,0,0.0886673613028225,0,0.160287386660087,0,0,0,0,0,0,0,0,0.186935669579972,0.0747220102002832,0,0,0,0,0,0.090339109957026,0,0,0,0,0,0.306993331595142,0,0,0,0,0.00150194728580777,0,0,0,0.100724270030912,0,0,0,0,0,0,0,0,0,0,-0.0134837489755735,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308594593754012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133696855769351,0,-0.194982059519519,0,0,0,0,0,0.0456991121596201,0,0,0,0,0,0,0,0,0.029793168096001,0,4.33680868994202e-19,0,0,0,0.0951686334344865,-0.193478006479284,0,0,0,-0.0410672126218387,0,0
X600660.SH,0,0,0,0,0,0,0.122089466519417,0.180329446319342,0,0,0,0,-6.93889390390723e-18,0,-0.0988845807805302,0,0,0,0,0,0.0794688642964922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257213093294599,0.0660773986543973,0,0,0,-0.00247932274001979,0,0,0.0446352056079701,0,0,0,-0.0355294006693521,0,0,0,-0.00897416091841293,0,0,0,-0.0205690354531339,0,0
