,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X601600.SH,X600111.SH,X000301.SZ,X600886.SH,X600010.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X000932.SZ,X600803.SH,X600801.SH,X600219.SH,X601991.SH,X600352.SH,X000898.SZ,X600795.SH,X600157.SH,X000027.SZ,X600489.SH,X600315.SH,X600688.SH,X600486.SH,X000807.SZ,X002080.SZ,X000723.SZ,X601168.SH,X000825.SZ,X600516.SH,X600027.SH,X300037.SZ,X600299.SH,X002353.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.317427720449592,0,0,0,0,0,0,0,0,0,0.0199638596551696,0,0,0.0429268436625129,0,0,0,0.0168247574164529,0,0,0,0,0.00441122067528943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495445873468332,0,0,0,0,0,0,0,0,-0.00546494779335926,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159297706187799,0,0,0,0,0,0,0.117077829499124,0.0235203740286565,0,0,0,0,-0.02023803769486,0,0.105386016886782,0,0,0,0,0,0,0,0.114287978791649,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282330097800715,0,0,0,0.00135370346620169,0,0
X601088.SH,0,0,0,0,0,0,0,0.0998683684683438,0.0392694780328843,0,0,0,0,0,0,0,0,0,0,0.0889351840639313,0,-4.33680868994202e-19,0,0,-2.16840434497101e-19,0,0.0419691990525467,0,0,0,0,0,0,0.0156727508038215,0,0,0,-0.0230052360302232,0.14892116510283,0,0,0,0,0,0,0,0,0,0,0,0,0.0234097471465279,0,0,0,0,0.014000162876627,0,0
X600309.SH,0,0,0,0,0,0,0,0.119701865284516,0,0,0,0,0,0.144496699195674,0,0,0,0,0,0,0.0544734464032649,0,0.109896859628296,0,0,0,0,0.158246110182855,0,0,0,0,0,0,0,0,0,0.157144456047097,0,0,0,0,0,0,0,0,0,0,-0.0524628017360254,0,0,0,-0.0315593807256095,0,0,0,0,0,0
X600585.SH,0,0,0,0.0125889432912547,0,0,0,0.0115738577889031,0.0205049920438978,0,0,0,0,0,0,0,0,0,0,0.0942009112442332,0,0,0.00427329524752046,0,0.0390420964858977,0,0.125240731939094,0,0,0,0,0,0,0,0,0.0250893998398126,0,0,0,0,0,0,0,0.0458654791839531,0,0,0,0,0,0,0,-0.0306673896693675,-4.33680868994202e-19,0,0,0,-0.0282726013358389,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530419166768204,0,0,0,0.134344784770777,0.266931333375177,0.0351598108185482,0,0,0,0,0,0,0,0,0,0,0,0,0.0545161994522531,0,0,0,0.277093915653806,0,0,0,0,0,0,0.0294863264975184,0,0,0,0,0,0,0.00608203157793657,0,0
X002271.SZ,0,0,0,0,0,-0.103385882363483,0,0,0,0.0395819133803473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388347561161833,0,0,0,0,-0.0405968758295549,0,0,0.14448584269058,0,0,0,0,0,0,0,0.175819792641288,0,0,-0.00252695009026358,0,0,-0.0383929109570439,0,0,0,0,-0.0545026158220927,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0749354415406804,0,0.150289834109173,0,0.140204921479038,0.307405139020577,0,0,0,0,0,0,0.437622104041974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205645014281675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011908130394072,0,0,0,-0.00123200035245775,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319896702171849,0,0,0,0,0,0,0,0,0,0,0,-0.109178076572504,0,0,0.165685497818292,0,0,0,0,0,0,0.0712701310090965,0,0,3.46944695195361e-18,0,0,0,0,0,0.0187913579733925,0,0,0,0,0.065597754119514,-0.167258840711041,0,0,0,-0.0471729873285868,0,0
X600660.SH,0,0,0,0,0,0,0.101410072168215,0.156778925393577,0,0,0,0,0,0.0519673824532664,0,-0.0763957429445109,0,0,0,0,0.119122267914732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257015435159979,0,0.0470718629389345,-0.0303567482615072,0,0,0,0,0.0374396278725143,0,0,0,0,0,0,-0.0132219642129911,0,0,0,-0.024105504083602,0,0
