,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X601600.SH,X600801.SH,X600010.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X002466.SZ,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X600529.SH,X600426.SH,X002353.SZ,X600315.SH,X600126.SH,X600612.SH,X002080.SZ,X000723.SZ,X002075.SZ,X600219.SH,X600516.SH,X002409.SZ,X000959.SZ,X000898.SZ,X600486.SH,X000932.SZ,X601158.SH,X000027.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0961833646216663,0,0,0,0,0,0,0,0.0361515645384605,0.0393355173109267,0,0,0,0,0,0,0,0,0.0124441803158492,0,0,0,0.103983531224435,0,0,0,0,0,0,0,0,0,0,0.00383224325958754,0,0,0,0.0627894603606213,0,0,0.0187614483711481,0,0,0,0,0,0,0,0,0.0228182442216526,-0.00412541540031189,-0.00264920520661113,0,0,0,0,0,0
X600028.SH,0,0,0.0246300557527543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754410551923361,0,0,0,8.67361737988404e-19,0,0.0697992326437212,0,0,0,0.0423037959700688,0,0,0,0,0.0787894980697159,0,0,0.0636273093798893,0,0,0,0,0,0,0,0,-0.0134345300246079,-0.00270612524707764,0.00314569422646025,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.187233896410269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106854481891698,0,0,0,0.0416728275991286,0,0,0.0482782366948202,0,0,0.0339128239702675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108389793907274,0.00370190260446872,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.010624039611757,0,0,0,0,0,0,0,0.490150731295691,0,0,0,0,0,0,0,0,0,0.0204733218652897,0,0,0,0,0,0,0,0,0,0.0397945925270426,0,0,0,0.030819055797423,0,0,0,0,0,0,0,0,0,0,0,-0.00826147863916005,0.00740792438960411,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0127940851083117,0,0,0,0.142358785086942,0,0,0,0,0,0,0,0,0,0.0449868869546866,0,0,0,0,0,0,0.0866194375089617,0,0,0.3149299879322,0,0,0,0,0,0,0,0,0,0.102668221592418,0,0,0,0,0,0,0,0,-0.0134921019565213,0.00432549041551678,0,0,0,0,0,0
X600547.SH,0,0,0,0.0517973269446081,0,0,0,0,0,0,0.103729557587283,0,0,0,0,0,0,0,0,0.594856513901475,0,0,0,0,0,0.0687201892548626,0,0,0,0,0,0,0,0,0,-0.052431598027756,0.136332007873049,0,0,0,0,-0.0858737694882422,0,0,0,0,0,0,0,0,0,0.00423524696946692,-0.0101128433399972,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0442472197094159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035120354470062,0,0.119170730747843,0,0,0,0,0.0576129216552921,0,0.121206557467672,0,0,0,0,-0.0108583278354336,0,0,0,0.00313351667784347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013761655914539,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0525778476328371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111627450408695,0,0,0,0,0,0,0,0,0,0,0.0142739050130204,-0.0872334203626347,0.019531069199699,0,0,0,0,0,0.134747282254218,0,0,0,0,0,0,0,0,-0.0641653307240067,-0.0118977208555163,0.00023689640477197,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111534032472042,0,0,0,0,0,0,0,0.118554126054254,0,0.14602063036522,0,0,0,0,0,0,0.0782105188176391,-0.00170790631703279,0,0.149141455310033,0,0,0,0,0.169718549710381,0,0,0,0,0,0.229828070665335,0,0,-0.0124136158972194,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363761239334169,0,0.153417752713342,0,0,0.075056175944629,0.0531576675135212,0,0.0016856188859155,0.00807136481646197,-0.019037542049699,0,0,0,0,0,0,0.044512060057408,0,0,0,0,0,0,0,-4.33680868994202e-19,-6.55096340191741e-05,0.00690724718403822,0,0,0,0,0,0
X002271.SZ,0,0,0,0.126370276108796,0,0,0,0.0385072492874508,-0.065669470498508,0,0,0,0,0,0,0,0,0,0.0650680477389068,0,0,0,0.0829317435998835,0,0,0.0693607226838706,0,0,0,0,0,0.174475580558392,0,0,0.0534646133751567,0.0153131213008051,0,0,0,0,0,0,0,0,0,0.0767652843084102,0,0,0,0,0,-0.00529104559332372,0,0,0,0,0,0,0
