,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X000301.SZ,X600660.SH,X600010.SH,X002271.SZ,X000708.SZ,X601898.SH,X601600.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600011.SH,X600219.SH,X600176.SH,X600886.SH,X000786.SZ,X000825.SZ,X000408.SZ,X600803.SH,X000932.SZ,X300037.SZ,X601991.SH,X600795.SH,X600399.SH,X002409.SZ,X002080.SZ,X000898.SZ,X000959.SZ,X000027.SZ,X600489.SH,X600549.SH,X000807.SZ,X600352.SH,X002353.SZ,X000630.SZ,X000830.SZ,X601168.SH,X601699.SH,X002407.SZ,X600688.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0135735151509041,0,0,-0.036839003459867,0.00935544700526689,0,0,0,0,0,0,0,0,0.0205887599780182,0,0,0,0,0,0,0,0.0862056041983636,0,0,0,0,0,0,0,0,0,0,0.0381761348824094,0.00429946867181281,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0463614190519957,0.0452300948957075,0.184850450784011,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0369108901006676,0,0,0,-0.0255163966081386,0,0,0,0,0.0195501904415559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.00467903528476759,0,0,0,0,-0.0571800844001158,0,0,0.0244754046489699,0,0,0,0.045700575214731,0,0,0,0.0967446839846223,0,0.00560071580642937,0,0.115561821135247,0,0,0,0.0182367488945915,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.155073959270636,0,0,0,0,0.00177673401799805,0,0,0,0,0,0,0.286446321729889,0,0,0,0,0.0060595438225542,0,0,0,0,0,0,0,0,0.0818274545692069,0.0721897747219442,0,0,0,0,0,0.0106892367607995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0335432725330574,0,0,0,0,0,0,0,0,0,0.0496109103348415,0,0.210590359097922,0,0,0,0,0,0,0.0131378610440169,0,0,0,0.102204959870224,-0.0920641238441782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366242447111227,0.00758214868952796,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.360280142775386,0.0927570131193072,0,0,0,0,0,0,0,0,0,0.0691959525961072,0,0,0,0,0.0780031340165426,0,0.0220528398644891,0,0,0,0,0,0,0,0,0,0,0.0561173398468238,0,0,0.0743508444651644,0,0,0,0,0,0,0.291308489357779,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.120860625851464,-0.11869104826411,-0.0217813104311138,0.114064635550845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13671054040386,0,0,0,0,0.0829735311642573,0,0,0,-0.0587651972994743,0,-0.0457792868095066,0.0614866524274893,0,0.0887582117128432,0,0,0,0,0,0,0,0,0,0.121863836778688,0,0,0.0119943329946839,0.0470233402614189,0,0,0,0,0,0
X600019.SH,0,0,0,0,-0.00942735793531079,0,0,0,-0.00579617657205259,0,0,0.0660477073842905,0,0,0,0.123111188372736,0,0,0,0,0,0,0.0427759122415849,0,0.0222466407423559,0,-0.0240912615555161,0,0,0,0,0,0,0,0,0.310884829065458,0.0188648039722904,0,0,0,0,0,0.0465904257343174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.0607893429106829,0,0,0,0,0,0,0,0,0.0286979213208701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581060678794047,0,0,0,0.241815794946124,0,0,0,0,0,0,0,0.113805113621255,0,0.467996469973664,0,0,0,0,0,0,0.0523798577790206,0,0,0,0,-0.0118149095363107,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.350163920155769,0,0,0.104156155406645,0,0.120583621548172,0,0,0,0,0,0,0.49567452512691,-0.234394332807547,0,-0.240622250262669,0,0.240668672276425,0,0,0,0.0389905364253332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337135731264861,0,0,0,0,0,0,-0.162224298375297,0.152952143376564,0,0,0,-0.0810026062068116,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382369207852546,0,0,0.0805993230549807,0,0,0,0,0,0,0.165631935299071,0.0640675931862043,0,0,0,0.103058401444211,0,0,0,0,0,0,0.337985206943935,-0.300874937148181,0,-0.0218395260636175,0,0,0,0,0.159044917964095,0,0,0,0,0,0
