,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600583.SH,X600309.SH,X601992.SH,X600352.SH,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X600008.SH,X000629.SZ,X600808.SH,X600021.SH,X000027.SZ,X600660.SH,X000630.SZ,X600549.SH,X000831.SZ,X000825.SZ,X600219.SH,X600578.SH,X002470.SZ,X600315.SH,X600307.SH,X600098.SH,X000060.SZ,X601699.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.394028906815733,0,0,0,0,0,0,0.0812805087540487,0,0,0.0675973063759014,0.202503673947739,0,0,0,0,0,0.0182027018747822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143737209859749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.59203723403577,0,0.0368078173094515,0.0180937648858799,0,0,0,0,0,0,0,0,0.0271408942537127,0,0,0,0.0462530727065707,0.0324661680789323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0533517890643983,0,0,0,0,0,0,0.435162594665366,0,0,0,0.225878023663103,0,0,0,0,0,0,0.0396435833806357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524239935534558,0.135211803853735,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.101077648558966,0,0,0,0.048178496460448,0,0.0312432481172797,0,0,0.00790534637586012,0.195355701624989,0.0235976497209324,0,0,0,0,0,0.167984834205135,0,0,0,0,0,0,0,0,0.0466701258720352,0,0.164995591416653,0,0,0,0,0,0,0.10795257236377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0215022881246112,0.0153509340421425,0,0,0,0,0.0617374939138035,0.0679199535266705,0,0,0,0,0,0,0.206987525762963,0.288195577256074,0,0,0,0,0,0,0,0.0996099487532116,0.0207161898257701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298463660720347,0,0,0,0,0,0
X600585.SH,0.0862096953421134,0,0.0214883140990662,0,0,0,0,0,0,0,0,0.00475689148571046,0,0,0,0,0,0.158203106127886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192358213799033,0,0,0.0540706198972506,0,0,0,0,0,0,0.114739094556313,0,0.170064918959777,0,0,0,0.0177745321297541,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0417872956654006,0,0,0,0,0,0.0552806156827493,0,0,0,0,0.0239363992374889,0.277626521584466,0,0,0,0,0,0,0,0,0,0,0.00393326684652509,0,0,0,0,0.148317938604969,0,0,0,0,0.0645925986496022,0.0623047335268533,0,0,0,0,-3.3881317890172e-21,0.011663315371536,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0207238728152155,0,0.0882184544996201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213426801951617,0,0,0.183053747358585,0,0,0,0,0,0,0.149819851698506,0,0,0,0,0,0.0217264499177107,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.350880435088924,0,0.0775753624139161,0.00928172989540092,0,0.126185373568147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185641946173076,0.0437827617082471,0,0,0,0,0,0,0,0.0331461933936565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.241218890052808,0,0.130741559743828,0,0.184206291059901,0,0,0,0.312914208268488,0,0,0,0,0,0.0192466491294661,0,0,0,0,0,0,0,0,0,0.0389347097056586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
