,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600585.SH,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X600886.SH,X600795.SH,X000877.SZ,X601600.SH,X002271.SZ,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X600348.SH,X000723.SZ,X600096.SH,X600995.SH,X600219.SH,X600378.SH,X000786.SZ,X600489.SH,X000831.SZ,X002192.SZ,X600157.SH,X000933.SZ,X000807.SZ,X600141.SH,X600399.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.443292617134053,0,0,0,0,0,0,0.216232061165546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286357723756013,0.0121959918927574,0,0,0,0,0,0.0188137217055412,0,0.00440352506449746,0,0,0,0,0.00968692065841151,0,0,0,0,0.0623279453122519,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0530351799696126,0.275929802338206,0,0,0,0,0.145096176789426,0,0.018853861704174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178399811961933,0,0,0,0,0,0,-0.033747889284027,0,0,0.0962087691933559,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00499814817742383,0,0,0,0,0,0
X600028.SH,0.17944460124579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0947318339288817,0,0,0.0704632073252285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299179980666323,0,-0.0116287096705555,0,0,0.0094068008044155,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.122417028881749,0,0,0,0,0,0,0,0,0.107417792403612,0,0,0,0,0,0,0,0,0,0,0,0.0334311189476791,0,0,0,0,0,0,-0.0966850156391441,0,0.175627324730959,0,-0.00765105436707815,0,0.0583969759841329,0.0592565215156888,0,0,0,0,0,0,0.012235469195295,0,0,0,0.0180158469459143,0,0,0,0,0,0
X600188.SH,0,0.776563049050615,0,0,0,-0.0240426183936545,0,0,0,0.0478932347641007,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217695552811454,0,0,0,0,0.0911533037885325,0,0.0737040551818411,0.0591812094146462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310684315510841,0,0,0,0,0,0,-0.04676563519982,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.418835027143077,0,0,0,0,0,0,0,0,0.0460642705278801,0,0,0,0,0.0418947108420715,0,0,0,0,0,0,-0.130612126182725,0,0,0,0,0,0.0815841346451826,0,0,0,0.0422595168252376,0,0,0,0,0,0.126644044838208,0,0,0.129314040456456,0,0,0,0,0.020207657575726,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.429356037860471,0,0,0,0,0,0,0,0,0,0.0728179620520042,0,0,0,0.0615103109094047,0.0284790357193257,0,0,0,0,0,0,0,0.196287917946231,0,0,0.451117256034611,0,0.036017707564802,0,0,0,0,0,0,0,0,0.149132555041466,3.46944695195361e-18,0,-0.158136170899746,0,0,0,-0.073282087162921,0,0.0271720595425728,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0574601133609515,0,0,0,0,0,0,0.147992253863478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247217447628424,0,0.0369948476663284,0,0,0,0,0,0,0.0454447075956431,0,0,0.117501733271291,0,0.0473634673536116,0.062714527644492,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0788409874731095,0,0,0,0,0.0587133744095287,0,0,0.0743809965095269,0,0,0,0,0,0,0,0,-0.037779617932648,0,0,0,0,0,0,0,0.0344386143280503,0,0,0,0.413608269957438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467161464737603,0,0,0,0,0.189929917086774,0.13724057922711,0,0.350398022565774,0,0,0,0.0427423588866787,0,0,0,0,0,0,0,-0.0539480693996909,0,0,0.140955803654944,0.00128755004566096,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.110485678839383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680707218535552,0,0,0.0265534745302133,0,0,0,0,0,0,0,0.162546038646264,0,0.161110891879049,0,0,0.0210283493441829,0,0,0,0,-0.0116839973972764,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0166650326870556,0,0,0,0,0,0,0,0,0.0754674936755208,0,0,0,0,0,0,0.241694330414671,0,0,0.186254445943574,0,0,0.135497103740081,0,0.0369291392132383,0,0,0,0,0,0,0,0,0,0.125855669946393,-0.252902780306207,0.0360294511529392,0,0,0,0,0.0230184399330503,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0425503052425826,0,0.189478845031028,0,0,0,0,0,0,0,0,0,0,0,0,0.0790580907496586,0,0,0,0,0,0,0,0,0,0,0.0189491183983257,0,-0.0287352813310303,0,0,0,0,0,0,0,0,0.201728444145555,0.102986903111206,0,0,0.11010353132492,0,0,0,0,0.0295436401450254,0.019683733036871,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0367974662271385,0,0,0.0711372388032766,0,0,0.039124512949359,0.074930848256627,0,0,0,0,0,0,0,0,0,0,0,0,0.0174125467787698,0,-0.0268259255575771,0,0,0,0.199116402465581,0,0,0,0,0,0.0484891525374971,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0233170774120138,0.00680483375213165,0,0,0,0,0,0
