,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600011.SH,X600886.SH,X000825.SZ,X000786.SZ,X000408.SZ,X600803.SH,X000932.SZ,X300037.SZ,X600399.SH,X002409.SZ,X601991.SH,X600795.SH,X002080.SZ,X000898.SZ,X000959.SZ,X600549.SH,X000807.SZ,X000830.SZ,X000027.SZ,X600489.SH,X600352.SH,X600486.SH,X002407.SZ,X000630.SZ,X002192.SZ,X002353.SZ,X601168.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.107723747727032,0,0,0,0,0,0,0.0203269317773875,0,0,0,0,0,0.0541873669385598,0,0.0342196066451611,0,0,0,0,0,0,0,0.0105970285062874,0,0,0,0,0,0,0,0,0,0,0,0.0530807565354473,0,0,0,0.0396421884234656,0,0,0,0,0,0,0.0325562074038551,0,0.0516738681892809,0,0,0,0,0,0,0,0,0
X600028.SH,0.0728323474086694,0,0,0,-0.0193957491727689,0,0,0,0,0,0,0.0222062756689088,0,0,0,0.0387613328124574,0,0,0,0,0,0,0,0,0,0,0,0,0.022599896904138,0,-0.00616841211576394,-0.0395098366882006,0,0,0,0,0.0359419637358272,0,0.0256410876115974,0.0746194055637268,0,0,0,0,0,0,0,0,0,0,0,0,0.0349939773003142,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.167880829135141,0,0,0.0297654983208213,0,0,0,0,0,0,0,0,0.302355341304792,0,0,0,0,0,0,0,0,0,0,0,0.0640754742922152,0,0,0.0981798357459122,0,0,0,0.0103149552545448,0.0124794544543509,0,0,0,0.0411358044676319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0604577934371796,0,0,0,0,0.0512905122285642,0,0,0,0,0,0,0,0,0.0605943481423676,0.012518773149514,0.217542124805541,0,0,0,0,0,0,0,0,0.046873277490614,0,0,0,-0.0560098766061738,0,0,0,0,0,0,0,0,0.00949118004178353,0.0167949698816604,0,0,0,0,0,0,0,0,0,0,0,0.00814690647667534,0,0,0,0,0,0,0
X002460.SZ,0,0,0.0809283823115832,0,0,0,0,0,0.289077751170952,0.101820647288454,0.0347886779256565,0.0903323876999795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209225820072534,0,0,0,0.100632216424517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743853211636799,0,0.321227446288467,0,0,0.0270014740000374,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0617284882685286,-0.133605811112618,-0.0171586941875708,0,0,0.108790826489529,0.0403723008725865,0,0,0,0,0,0,0,0.0679149636436278,0,0,0,0,0.110481688960844,0,0,0,0.0101897187493012,0,-0.00897175137069777,0,0,0,0,0.0588955340956461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186862130121932,0.0761350744068313,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.00689373829286934,0,0,0,0.0674867212467751,0,0.0975855809061646,0,0.0236794590047182,0,0,0,0,0,0,0,0,0.0376888317594888,-0.00768558081966658,0,0,0,0,0,0,0,0,0.345265180060675,0.0197047592806978,0,0,0,0,0,0,0,0,0,0,0.0296377317727533,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.204663745056136,0,0,0,0,0,0,0,0,0,0,0,0.141977303990811,0,0,0,0,0.12062674392608,0,0,0,0,0,0,0,0.166115681392974,0,0,0,0,0,0,0,0,0.127760908284815,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.173614751316327,0,0,0,0,0,-0.0300774012667204,0.147190672498167,0,-0.259520418993709,0.248696789207615,0,0,0,0,0,0,0,0,0.167011769797518,0,0,0,0.0263987113584371,0,0,0,0,0,0,0.0412939825133496,0,0,-0.0457705626990598,0,0,0,0,0,0.410230813313094,0,0,-0.0794376672561269,0,-0.333024001958399,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168928753481748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166931381401597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0.02112402761111,0,0.120658915950256,0,0,0,0,0,0,0.0536056453838607,0,0,0,0,0,0,0,0,0,0,0,0,0.0957408181484862,0,0.00713948734482063,0,0,0.0166839372089517,0.0393337667082115,0,0,0,0,0,0.0406801159662422,0,0,0,0,0,0,0.146833080531753,0,0,0,0,0,0,0,0.166767310073099,-0.0887523733365033,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0353448985262007,0,0,0,0,0,0,0,0,0,0,0,0.0645415570608658,0,0,0,0.0798148370286868,0,0,0,0,0,0.173299763726388,0.0278726322684106,0,0,0,0,0,0,0,0.33370141335713,0.124486153249157,0,0,0,-0.0284233935900366,0,0,0,-0.337235844536943,0,0,0,0.17894131696098,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.300704004058737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338498693730852,0,0,0,0,0,0,0,0,0,0.202190340788591,0,0.131248366110178,0,0,0,0,0,0,0,0,0,0,0,0.107680716239963,0,0.0813559278659653,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.304366745206485,0,0,0,0,0,0,0,0.0244403250573315,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.158074732434986,0,0,0.029744875635076,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.122993765963481,0,0,0,0,0,0,0.0429128385218712,0,0,0,0,0,-0.014738637965939,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.119995041207163,0,0,0,0,0.0581736874297509,0,0,0,0,0,0,0,0,0,0,0,0.0718952927302571,0,0,0,0,0,0,0,0,0,0.0272219441078675,0,0,0.601444738418874,0,0,0,0,0,0.0305750984762758,0,0,0,0,0,0,0.0722292205968162,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.00926781827205276,0,0.0441550148290545,0,0,0,0,0.0121890866432259,0,0,0,0,0,0,0,0.00550380042119692,0.0612173528421522,-0.117072921296494,0.0273388859263268,0,-0.101717976469624,0,-0.0755759020645695,0,0,0,0,0,0,0.270003502401765,0,0,0,0,0,0,0,0,0.116432334420402,0,0.363713383600846,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.193359190302674,0,0,0,0,0,0,0,0,0,0,0.0760070317097649,0,0,0,0,0,0,0,0,0,0,0,0,0.0581796981040688,0,0,0,0,0,0,0.0183272324118276,0,0,0,0.00991750140186024,0,0,0,0,0,0,0,0,0.422824286158523,0.434540356313985,0,-0.0677047745468239,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196263970074487,0,0,0,0,0,0,0.0413055783586234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174777816364527,0,0,0.00651244866167867,0,0,0,0,0,0,0.0973264601294341,0,0,0.27452005743855,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184336130140157,0,0.103912028786765,0,0,0,0,0,0.00338927859389519,0,0,0,0,-0.0426393573719386,0,0,0,0,0.0459996516046259,0.00237869629278082,0,0,0,0,0,0,0,0,0,0.178400923300592,0,0.0442140016251143,0,0,0,0.0631856601185897,0,-0.0327419195112791,0,0,-0.0253683752626501,0,0,0,0,0,0
X600426.SH,0,0,0.087839868346274,0,0,0,0,0,0,0,0,0.0366453598904759,0,0.210135235031186,8.67361737988404e-19,0,0,0,0,0,0.00420754156173903,0,0,0,0,0,0.0909114504181246,0,0,0,0.0931205007709377,0.0551088464004451,0,0,0,0.0214828727514313,0.0120979529314268,0,0,0.041970684896419,0,0,0,0,0,0,0,0,0.131504839597196,0,0,0.0211040862128496,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0.0912277621954614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793997888102606,0,0,0.0459064545882748,0,0,0,0,0,0.0084233208961799,0.0735198699201217,0.0922305672244538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280719403102197,-0.0489177089443179,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.0773398203927327,0,0,0,0,0,-0.00283553197835595,0.0279950578721557,0,0,0.157594918850026,0,0,0,0,0,0,0,0,0,0,0,0.0594172527608315,0,0,0,0,0,0,0,0,0,0,0,0.168012396078593,0.0164928291369898,0,0,0,0,0,0.266248690583942,0,0,0,0,0,0,-0.0568366498943067,0,0,0,0,0,0
