,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X600516.SH,X000898.SZ,X600027.SH,X300072.SZ,X600547.SH,X002460.SZ,X601992.SH,X600111.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X600299.SH,X002110.SZ,X600808.SH,X600801.SH,X600426.SH,X000709.SZ,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600219.SH,X601003.SH,X601699.SH,X600315.SH,X000830.SZ,X002271.SZ,X600339.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.133999904460599,0,0,0,0,0,0,0,0,0,0,0.0390473551685056,0,0,0,0,0,0,0,0.000378880961586543,0,0,0,0,0,0,0,0,0,0,0.0282474502324995,0,0.183900521281795,0,0.0494947483161602,0,0,0.00696083478827169,0,0,0,0,0,0,0
X600028.SH,0,0,0.238043534473944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126974451038448,0,-0.0424296424687278,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146733709475547,0.110908326550828,0,0,0.125069463719001,0,0,0,0.00115644101410977,0,0,0,0,0,0,0
X601088.SH,0,0.158940848685998,0,0.0524036841453027,0,0,0,0,0,0,0,0,0.453898851888209,0,0,0,0.0334317727175675,0,0,0,0,0,0,-0.0119743856577419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493592945865666,0.00152163612659704,0,0,-0.0141306557797813,-0.0189924611384103,0,0,0,0,0,0
X600585.SH,0,0,0.131978250443303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605546857101139,0,0.064020100040115,0,0.198777685541199,0,0,0,0,0,0,0,0,0,0,0.043047935940941,0.0702155804890156,0.00371721172969012,0,0,0,0.00424458733703395,0,0,0,0,0,0
X600019.SH,0,0,0,0.160205035443579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108805945555149,0,0,0.256725651754172,0,0,0,0,0,0.111560415219495,0,0,0.0497215233398568,-0.0191451498715472,0,0,0.0128579713088851,0.0287912913780918,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145017732898265,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.132974007613434,0.0340385692106923,-0.0347873210405091,-0.0270196678571657,0.000578110686031795,0,-0.326315843303141,0,0,0,0,0,-0.0382038795422298,0,0,0.35792822080172,0,-0.0280663692395308,0,0,0.00799146234507477,0.0775219196420957,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00324026604750207,0,0,0,0,0,0,0,0,0,0,0,0,0.302742585450035,0,0,0.10699067751769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528916211952582,0,0.0164387156716744,0,0,0,0.00659898892865944,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037197658447187,0,0,0,0,0,0.00587274593457136,0.0754360658379317,0,0.0635043351639647,0,0,0,0,0,0,0,0,0,0.285165440236648,0,0,0,0,0.263486665942643,0,0,0,0,0,0,0.225998751947052,0,0,0,0,0.0266472328863211,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244966534390068,0,0,0,0,0,0,0,0,0,0,0.151103314295067,0,0.0712207266593009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100085497721395,0.0444571480293491,0,0.0223385355850241,0,0,0,0,-0.00695332751760813,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0622378582188402,0,0,0,0,0,0,0.138360464224316,0,0,0,0,0,0,0,0,0,0,0,-0.0153420748415315,0,0.089670563168673,0,0,0.00815588862042257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800640901624453,0,0,0,-0.00339525341023027,0.0210763309758047,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0752502598927099,0,0,0,0,0,0.00785698891770064,0,0,0,0,0,0,0,0,0,0.137610051156359,0,0,0.0727993334810287,0.00990280018039371,0,0,0,0,0,0,0,0,0,0.0568973973278476,0,0,0,0.0535573812959743,0,0,0,0,0.146483518336505,0,0,0.0114230888499236,0.0105642835065803,0,0,0,0,0,0
X600688.SH,0,0.300466093806893,0.0145903368036481,0,0,0,0,0.035280171354985,0,0,0,0,0,0,0,0,0.129661362971097,0,0,0,0,0,0,0,0,0,0,0,-0.0775939338917435,0,0,0.0122286016828598,0,0,0,0,0,0,0,0,0,0,0,0,0.104634781681751,0,0.000965581267700432,0,0,0.0275767283428578,0.013825185788319,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133002636160723,0,0,0,0,0,0,0,0,0,0.0529844242497263,0.462384909588432,0,0,0,0,0,0,0.00145711446496758,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0938406882006129,0,0,0,0,0,0,0,0,0,0,0,0.154815180654022,0,0.018643776744151,0,0,0,0,0,0.0413431421308593,0,0,0,0,0,0,0,0,0,0.216903255003439,0,0.210333067210711,0,0,0,0,-0.0150103758025535,0.00231088507378587,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0029060664716315,0,0,0,0,0.160537614726759,0,0,0,0,0,0,0,0,0,0,0,0,0.000950377863388104,0.19095501921441,0,0.0369460483105147,0.0515559169411508,0,0,0,0,0,0,0,0,0,0.0342481120379417,0,0,0,0,0,0,0,0,0.0415368128780426,0,0,-0.00186561484625641,0.0057755659660143,0,0,0,0,0,0
