,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600489.SH,X600886.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X000408.SZ,X000709.SZ,X600583.SH,X000883.SZ,X000630.SZ,X600549.SH,X600352.SH,X000937.SZ,X601699.SH,X600176.SH,X000539.SZ,X000060.SZ,X000027.SZ,X002092.SZ,X000012.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0411236347389577,0,0,0,0,0.0104842790287213,0,0,0,0,0,0,0,0.0133702811100731,0.0243174573567516,0,0.0163625948773442,0,0,0.0708299909595067,0.0066590443306899,0,0,0,0,0,0.0260986615666589,0.0622560734148873,0,0,0,0,0,0,0,0,0.00201455554700099,0,0.00636765771498245,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0460376957521867,0,0,0,0,0,0.0496701819457607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170522699225667,0,0,0,0,0.0274641634273174,0,0,0.0354224249097054,0,0,0,0,0,0,0,0,0,0,0.0795297279522895,0.048118264014884,0.0151882079093571,0,0,-0.0233412671306559,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.162591599942389,0,0.0402489743142406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127424846295512,0,0,0,0,0,0,-0.0591830117932655,0,0,0,0.0566193248509046,0,0,0,0.00686936605270121,0,0.0943812774474361,0,0,0,0,0,0,0,0.0745999319052198,0,-0.00422513569348714,-0.0600032220551197,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00194916021685322,0,-0.0516512548273652,0,0,0,0,0,0.00882186347535538,0,0,0,0,0,0,0.161777565393491,0,0,0,0.0241695602455734,0,0,0,0,-0.0209095233602995,0,0,0.00635966621948202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238687927316948,0,0.00136199364723314,0,0,0.0280205425789333,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148584551405497,0,0,0,0,0,0,0.0730005479300226,0,0.0640970538195013,0,0,0,0,0,0,0,0,0,0,0,0.0829474995506154,0,0,0,0.109022586309628,0,0,0.0142668223665042,0,0,0.0624170060367233,0,0.0739479910323033,0,0,0,-0.0108137415061238,0.0109884303806303,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0930794368153391,0.0224578956484029,-0.0824417360940012,0.0174567189116883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815984245798658,0,0,0.00477241122451366,0,0,0,0,0,0.121287349736404,0,0,0,0.0521745410059591,0,0,0,0,0,0,0.0232980090737395,0,0,-0.0312667092827999,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.129348459370933,0,0,0,0,0,0.01013517184898,0,0,0,0.152689379392988,0,0,0,0.154876239101887,0.0816045457343808,0,0,0,0,0,0,0,-0.139480371142457,0,0,0,0,0,0,0,0,0,0,0.178836387271609,0.041944736869438,0,0,0,0,0,0.0607745179152128,0,0.00302374450715692,0.0716099792749475,0,0,0,0,0,0
X601898.SH,0,0,0.202010540081043,0,0,0,0,0,0,0,0,0,0,0,0.0229859821636001,0,0,0,0,0,0,0,0,0,0,0.134077273693052,0,0,0,0,1.73472347597681e-18,0,0,0.0838664537777392,0,0,0,0,0,-0.00371990568914127,0,0,0.325435217698165,0,0,0,0,0,0,0.034584491875657,0,0,-0.0487135942718525,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00593447220353547,0,0,0,0,0,0.931009703144842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295025777355656,0,0,0,0,0,0.0753067475853574,0,0.0609383254321496,0,-0.0415666646802065,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526192133617068,0,0,0,0,0,0,0,0,0,0,0.0588533252777866,0,0,0,0,0,0,0,0,0.366988296354262,0.0332977644996935,0,0.131298621449199,0.0550336769682602,0,0,0.195264538873364,0,0,0,0,0,-0.00393323805389614,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.00936790055670465,0,0,0,0,0.0512478574507514,0,0,0,0,0,0,0,0.0298161309423463,0.144848716864625,0,0,0,0,0.0680705372146002,0,0,0,0,0.0254631790913261,0,0,0,0,0,0.0233486024115971,0,0,0,0,0,0,0,0,0.0947392741078392,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.018212802458407,0,0,0,0,0,-0.0655601433463689,0,0,0,0,0,0,0,0,0,0,0.0548240580790624,0,0,0,0,0,0,0,0.523449355152629,0,0,0,0,0,0.0451283729086357,0,-3.46944695195361e-18,0.110386235306233,0,0,0.102323272312999,0,0,0,0.00984151132287884,0,0.0106018501517945,0,0,0,0,0,0,0
X601600.SH,0,0,0.0739684154509024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182537045074714,0,0,0,0,0,0,0,0,0,0.101065382853735,0.064002838758706,0,0,3.46944695195361e-18,0,0,0.121609076617256,0,0,0,0.00774393866073457,0,-0.0428212232731955,-0.0284711474385261,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254015784680748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108472083559623,0.0493650167671837,0,0,0,0,0,0,0.0803844595040218,0,0,0,0,0,0,0,0,0,0,0.0347708816013957,0.04236833604002,-0.00334001485936454,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.168480512041668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293235337100655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265589822406128,0,0,0,0,0,0,0,0.0647671994199743,0.196298384908615,-0.221825577808577,0.181348947469247,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.045305659614715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166487545945372,0,0.0665264925518095,0,0,0.0109956573105079,0,0,0,0,0,0,0,0,0,0.0220995774697923,0,0.0471296100936747,0.125025245609184,0,0,0,0,0.0958223778145101,0.00797156264509678,0,0,0.0154988755466476,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487145106999922,0,0,0,0,0.0362403474971515,0.0285477326113828,0,0,0,0,0,0,0,0.130561334066484,0,0,0.0364671459951,0,0,0,0,0,0,0,0,0,-0.0262273518030276,0,-0.0219052565848728,0,0,0,0,0,0,0
