,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X002466.SZ,X600795.SH,X601992.SH,X600188.SH,X600362.SH,X600660.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X000792.SZ,X300072.SZ,X600516.SH,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X000807.SZ,X600489.SH,X600219.SH,X000959.SZ,X000723.SZ,X600808.SH,X002271.SZ,X600549.SH,X600352.SH,X002092.SZ,X000553.SZ,X601158.SH,X000983.SZ,X000883.SZ,X000630.SZ,X600176.SH,X600299.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0460776879560538,0,0,0,0,0,0,0,0,0,0.0266724784350126,0,0,0,0.0288306641698694,-0.00765259574125519,0,-0.0381172652474938,0,0,0,0,0,0,0.0252472131401745,0,0,0,0,0,0,0,0,0,-0.0187226662365135,0.0310600784253763,0,0,0,0,0,0,0,0,-0.0228410796195055,0.0198959617439856,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.130376977394409,0,0,0.0263082769816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163831749737566,0,0,0,0,0,0,0,0,0,-0.0190389375542055,0,0,0,0,0,0.104479652461897,-0.0245471316423151,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.00581985733803053,0.00506931446174433,0,0,0,0,0,0
X601088.SH,0,0,0,0.0370286352202657,0,0,0,0,0,0,0,0,0.576961147600448,0,0,0,0,0,0,0,0.0421066867660175,-0.0857721299116891,0,0.0287904049475191,0,0,0,0,0,0,-0.0861361325123824,0,0,0,0,0,0,0.0248797935040138,0,0,0.0369024380261213,0,0,0,0,0,0,0,0.078690868366014,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.125329524960282,0.0632042515199946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224292804418499,0,0.0452560172448629,0,0,0.123121403506913,0,0,0,0,0,0,0,0,0,0,0.336961194930232,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301684160271769,-0.0166051542255577,0.0119924513976981,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0461293274503456,0.110787563192095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0952977810795541,0,-0.0795864165110829,0,0,0,0,0,0,0.0577829513094212,0.236565250679541,0,0,0,0,0,0,-0.0744217760360958,0,0,0.0289259183888172,0,0,0,0,0,0,0,0,-0.0595682951186249,0.0393243182097909,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012610317312356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173982967377737,0,0.125988863949517,0,0.0549484688486582,0,0,0.156593620538986,0,0,0,0,0,0,-0.000749783715382349,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.151667001920185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235538424515864,0,0,0,0,0,0.0746172980583857,0,0,0,0,0.235128300691283,0,0.120763616340423,0,0.0259241533177719,0,0,0.0561400466627634,0,0,0,0,0,0,-0.0438793113577981,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181210712528902,0,0,0,0,0,0,0,0.00945241763152418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609132967281784,0,0.117320820446819,0,0,0.037766722315128,0,0,0,0,0.0592128526573529,0,0,0.0114388183332867,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0211726324195763,0,0,0,0,0,0,0,0,0.0198977722043758,0,0,0.0395002226712699,0,0,0,0,-0.0655983567806098,0,0,0,0,0,0,0,0,0.0514932387536808,0,0,0,0,0,0,0.094984647982097,0.0470711287441151,0.0277723640710267,0,0,0,0,0,0,0,0,0.0148973347293726,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0369388719173764,0,0,0.075568965856416,0,0,0,0,0,0,0,0.083164096445034,0.031337764432676,0,0,0,0,0,0,0,0,0,0.207177876904272,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0842779810253855,0,0,0,0,0.137843905952647,0,0,0,0,0,0,0,0.00286212819814613,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.00571416840329229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381109779245977,0,-0.112047885625578,0,0,0,0,0,0,-0.0419508068912675,0.0368383413347708,0,0,0,0,0.0112120314009614,0,0.112252894140536,0,0,0,0,-0.00353183262459904,0,0,0,0,0,0,-0.0744677831392545,0.0371503438075305,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624800188088252,0,0,0,0.0164683599617768,0,0.0553454440065276,0,0,0,0,0,0,0.0180339900519954,0,0,0,0,0,0,0,0.0935150545841472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0232674914086196,0,0,0,0,0,0,0,0,0,-0.0929018968953039,0,0,0,0,0,0.00887507395241093,0,0,0,0,0,0,-0.0325141399421671,0,0,0,0,0.0786822981909405,0.0426080419025763,0,0,0.0477756041832122,0,0,0,0,0,0,0,0,0,0,0.0029567421032704,-0.0322326345400937,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755443198566912,0,0,0.184309738655219,0.0215832711291278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414185761373916,0,0,0,0,0,0.114499246387923,0,0,0.00862195758399014,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0356878412530556,0,0,0,0,0,0,0,0,0.121235854584207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707858402394201,0,0,0,0,0,0,0.3652063091087,0,0,0,0,0.107423833269721,0,-0.0148804875651197,0.0230070188803834,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0622974842074915,0,0,0,0,0,0,0,0.518155143319055,0,0,0,0,0,0.0849449557190656,0,0,0,0,0.0580300161971841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973994420332965,0,0,0,0,0.0256685925577115,0,0,0,0,-0.0231745502293932,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0426578026416453,0,0.0639416046000459,0.0989522751574737,0,0,0.121445347634203,0,0,0,0.0164683431753637,0,0,0.083292048355215,0,0,-0.0928892721194522,0,0,0,0,0,0,0,0,0,0.00754314940914733,0,0,0,0,0,0,0.163641302326444,0,0,0,0,0,0,0,0,0,0,0,0,0.0216011337841978,0,0,0,0,0,0,0
