,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600019.SH,X600795.SH,X600688.SH,X600585.SH,X600886.SH,X601991.SH,X600027.SH,X600583.SH,X000709.SZ,X600157.SH,X600362.SH,X600188.SH,X000539.SZ,X600111.SH,X601992.SH,X002075.SZ,X000898.SZ,X600309.SH,X000027.SZ,X601158.SH,X600863.SH,X000883.SZ,X000629.SZ,X601918.SH,X600021.SH,X002353.SZ,X000792.SZ,X600352.SH,X600307.SH,X000060.SZ,X600578.SH,X600808.SH,X000825.SZ,X600098.SH,X600022.SH,X600489.SH,X000878.SZ,X600008.SH,X600660.SH,X600547.SH,X000959.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.349986160533228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656356913472934,0,0.063049011735882,0,0,0,0,0,0.0177181895336992,0.100645017500262,0,0,0,0,0.0853227237230935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00279426504919602,0,0,0,0,0,0,0
X600028.SH,0.278383093613765,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0180556910698847,0,0.0445688804646787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777198471211643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138926505730979,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.199285270553723,0,0,0,0,0,0,0,0,0,0,0,0,0.0943985974649226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206914001662912,0,0.0820004491806293,0.0240076178844279,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177019957299289,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.10568473947867,0,0.00940122368871516,0,0,0,0,0.160699416852517,0.0993746178352544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434160383752929,0,0,0.00770432491796538,0,0,0,0,0,0,0.356647518979006,0.0462705142434931,0,0,0,0,0,0,0,0,0,0,0,-0.00737508889089357,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470415796855511,0,0,0,0,0,0,0,0,0.330313004277938,0,8.67361737988404e-19,0,0.0395273061774551,0,0.0452526338121181,0,0,0,0,0,0,0.115018060342086,0,0,0.0877293280466337,0,0,0,0,0,0,0,0,-0.00116091378171146,-0.00177171101864736,0,0,0,0,0,0
X601898.SH,0,0,0.200541744624869,0,0,0,0,0.106534078583406,0,0,0,0,0.20907971071363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184203737783223,0,0,0,0,0,0,0,0.0663963825933067,0,0,0,0,0,0.0140033038989783,0,0,0,0,0,-0.00196329702524098,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.191893740840066,0,0.0533682751809135,0,0,0.048033983159687,0,0,0,0.0868503756033898,0,0,0,0,0.0624291953027548,0,0.00737860536632294,0,0,0.00276793736893765,0,0,0,0.0139550937579609,0,0,0,0,0,0.0734840385376384,0,0.222480944485269,0,0,0,0,0,0,0,0,0,0,0,0,0.00802538471416516,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0836098390405675,0.0819630584383821,0,0,0,0,0,0,0.0138515564346429,0,0.0581782979865874,0,0,0,0,0,0,0,0.194684479336715,0,0,0,0,0,0,0.106956429598691,0.0137933083899356,0,0,0,0,0,0,0.0855694662592347,0,0,0.132974729363806,0,0,0,0,0,0,0,0,-0.00968563148829921,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0828645852612316,0,0,0.11892500739296,0,0,0,0,0,0.0964045555636355,0.126033586516168,0.0406965056605495,0,0.128283736372122,0,0,0,0,0,0,0,0,0,0,0.135951336788807,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109710248189931,0.00456730020472889,0,0,0,0,0,0
X600688.SH,0,0.349226217618405,0,0,0,0,0,0,0,0,0,0,0,0,0.174483081862828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190590343045171,-0.083773041700274,0,0,0,0,0.15741297035227,0,0,0,0,0,0,0,0.0393231596359912,0,0,0,0,0,0,0.0275683485282292,0,0,0,0,0,0
