,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X000629.SZ,X000408.SZ,X600160.SH,X600219.SH,X000831.SZ,X600489.SH,X000723.SZ,X600096.SH,X600378.SH,X000933.SZ,X002080.SZ,X600348.SH,X000630.SZ,X000932.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.111861759538749,0,0,0,0,0,0,0,0,0.0359532520933775,0,-0.011001994788083,0,0,0,0.132069466511875,0.072827030286071,0,0,0,0,0,0,0.0257769836272398,0,0,0,0,0,0,0,0,0,0.0249411309656836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481715426718283,0.00670404371797568,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.351537312117875,0,0,0,0,0,0,0,0,0,0,0.0772502286872439,0,0,0,0,0,0,0,0,0,0.0207447154207698,0,0,0,0.0759178999496666,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510255711972741,0,0,0.0113410951416807,0,0,0,0,0,-0.0367468782238503,0.0212535526283689,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0445473119127717,0,0.0930168609582025,0,0,0,0,0,0,0.0273925320717517,0,0,0,0,0,0,0.0243591248190975,0,0,0.0113724639318261,0,0,0,0,0,0.0369946176705036,0,0,0,0.00786857046424927,0,0,0,0,0,0,0,0,0,0,0,0,0.0305326311015265,-0.0099159264661243,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0963124939622415,0,0.0244979611984771,0.0972976860891619,0.0177156765424381,0,0,0,0,0.0582477560329434,0,0,0,0,0,0,0,0,0,0,0,0,0.289023694145361,0,0,0,0,0,0,0,0,0,0,0.094229086558194,-0.108439996938876,0,0,0,0,0,0.0160155216818666,0.0206263231720033,-0.0208246613302282,0,0,0,0,0,0
X600188.SH,0,0.25448379526873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159160694768318,0,0,0.174782836986355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823329210619424,0,0.259261029197146,0,0,0,0,-0.0468697432816476,-0.000262176565113806,0.00741802440791103,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.576015799615261,0,0,0,0,0,0,0,0,0,0,-0.0194032656240363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190402635994966,0,0,0,0,0,0,0,0,0,0,0.0656851871451878,0,0,0,0,0,0.00559455179522044,0.00584899510960229,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545814886359605,0,0.0190282993930183,0,0,0,0,0.465139875531269,0,0,0,0,0,0.0401820831119016,0,0,0,0,0,0.0905989417355941,0,0,0,-0.0893931060377874,0,0,0,0,0,0,0.171786714310759,0,0,0,0,0,0,0,0.00623045243816824,-0.00811002944338795,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.962138848801801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684211977788994,-0.00537462751832146,-0.00353823433547385,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.457693459132858,0,0.0993669396842211,0,0,0,0,0.0389370935592833,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.112752448840528,0,0,0,0,6.93889390390723e-18,0.0255314802215079,0,0,0,0,0,0,0,0,0,0,0.0304431072760302,0,0,0,0,0,-0.00328044078496664,-0.014623318618951,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00892737679454239,0,0,0,0,0,0,0,0,0,0,0.294235815788455,0.169047914219633,0,-8.67361737988404e-19,0,0,0,0,0.109967338557346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466093719096279,0,0,0,0,0.00686959668759547,-0.0251758479526412,0,0,0,0,0,0
