,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X000301.SZ,X601699.SH,X600027.SH,X600160.SH,X600803.SH,X000877.SZ,X000983.SZ,X600489.SH,X600426.SH,X601991.SH,X000408.SZ,X000630.SZ,X000786.SZ,X000807.SZ,X601168.SH,X000933.SZ,X002271.SZ,X600985.SH,X600176.SH,X600219.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0314160970452188,0.188214384641512,0,0.198804207437976,0.0976111473657946,0,0,0,0.131075000034568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143257073049308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747296542464559,0,0.0962616408566389,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.149054040875137,0,0,0,0,0,0,0,0,0,0,-0.0263354536504954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17466188213028,-3.46944695195361e-18,-0.00433692885531868,0,0,0,0,0.053200851745796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.161850526124489,0.0722343695754774,0,0.0863607485753172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199587372118141,0,0,0,0,0,0,0,0.0401685532805127,0.00603907045856928,0,0.108622307795655,-0.0392041848416156,0,0,0,0,0,0,0,0,0,0,0,-0.00655634654690585,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0389672559924633,0,0,0.00320873470546446,0.16509380799666,0,0,0.249451892288445,0,0,0,0,0.137463056159468,0,0,0,0.134613393374636,0.0752308752049095,0,0,0,0,0,0,-0.118079893902287,0,0,0,0,0,0,0,0.0795710179700504,0,0,-0.00771403466398593,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.220280315027413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160718110729494,0,0,0,0,0,0,0,0,0,0,0,0,0.0362477822361412,0,0,0,0,0,0,0,0,0,0.0444414460457307,0,0,0,0,0,-0.0147889344312383,0,0,0,0,0,0,0
X601898.SH,5.42101086242752e-20,0.194382342989561,0.238383620386461,0,0.218373457177531,0,0,0.0369305123376227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193112441552587,0,0,0,0.02555810345366,0,0,0,0,0,0.0254030417730767,0,0,0,0,0.240726844241503,0,0,0,0,0,-0.181332719051087,0,0,0,0,0,0.144799328167377,-0.00043709007258461,0,0.0910916600691003,0,0,0,0,0
X600019.SH,0,0,0,0,0.100403388674285,0.0881768111535358,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0120676658254743,0,0,0,0,0,0.0664632875960279,0,0,0,0,0,0,0.0888196631711597,0,0,0,0,0,0,0.0673670747248599,0,0,0,0,0,-0.0373438658928439,0,0,0,-0.0028963450387159,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0569005000406294,0.109123157798897,0,0,0,0,0,0,0,0,0.0639886619717063,0,0,0,0,0,0,0,0,0.265591462810986,0,0,0,0,0,0,0.156246275361051,0,0,0,0,0.0119290612930813,0,-0.00344477509909761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100657897352539,0,0,0,0,0,0
X600585.SH,0,0,0,0.192449214665426,0.062463288226496,0,0,0,0,0,0,0,0,0,0,0,0.0340319627341392,0,0.0441870288406958,0,0,0,0,0,0,0,0,0,0,0.0352862686707359,0,0,0,0.0992739673715556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661848081465136,-0.00290690517214389,0,0,0,0,0,0,0
X601600.SH,0.238044893541459,0,0,0,0.0261584173304062,0,0,0,0,0,0.0260833265667547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148242760912562,0,0.318042628218115,0.0385905804022171,0,0,0,0,0,0,0,0,0,0,0,0,0.0837417165322668,0,0,-0.00947219850617943,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0634569300243999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538453761985563,0,0.0255286931262548,0,0,0,0.0188508726960239,0,0.157269369799182,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00210851608799087,0,0,0,0,0,0,0
