,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X600660.SH,X002460.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X601600.SH,X600176.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600299.SH,X600803.SH,X600027.SH,X601992.SH,X000932.SZ,X300037.SZ,X000301.SZ,X002466.SZ,X002075.SZ,X600315.SH,X600486.SH,X600529.SH,X600219.SH,X002353.SZ,X000883.SZ,X000027.SZ,X000898.SZ,X601158.SH,X600612.SH,X000723.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0129868571133487,0,0,0,-0.00669788758945401,0,0,0,0,0.0117997830497929,0.00795531424982264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140686906077968,0,0,0,-0.0112332432836858,0.109963609905274,0,0,0.073360096358173,0,0,0,0,0.0704386406355168,0,0,-0.00230541960496761,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0431580088668802,0,0,0.00302355417670494,0,-0.000484616606720291,0.0407197749658723,0,0,0,0,0.0512556200731184,0,0,0.012591957072926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00720312755240264,0,-0.0236092747583715,0.0432379769460582,0,0,0,0,0,0,0,0,0,-0.000663623904437966,-0.00543470592318625,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0463884230305591,0.0529619894543774,0,0,0.0313263541405859,0,0,0,0,0,0,0.00506975313417198,0,0.16335522326799,0,0,0,0.012230812774004,0,-0.00806531036337774,0,0.0218065146815399,0,0,0,0,0,0.027734481010585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00556159312816852,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00282004450305817,0,0,0,0,0.0216005827052821,0,-0.0417789713755127,0,0,0,0,0,0,0,0.0864749983834287,0,0.0492350505245151,0,0,0.0802634330251647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103938179836151,0,0,0,0,0,0,0,0,0,0,0,0,0.00775191946031291,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.284257367402668,0,0,0,0,0,0,0,0,0,-0.290205272101108,0,0,-0.0996051120339458,0.199538805277614,0.0924176426996462,0,0,0,0,0,0,0,0,-0.216304357038259,0,0,0,0.292222425717754,0,0.0868355532152167,0,0.0843991264356228,0.20873488631935,-0.0946737209388222,0,0,0,0,0,0,0,0,0,0,0.0137361138852921,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0115577552064626,0,0,0.00229299756985008,0,0.0138406348945073,0,0,0.0848469349220773,0,0,0,0,0.0121685297797453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434582109287586,0,0,0,0,0.22713917493316,0,0,0.0718457072231983,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0320876080769103,0,0,0,0,0,0,0,0,0,0,0.00343415607200667,0.635951435722987,0,0,0,0,0.131007887591905,0,0.0480299734068494,0,0,0,0,0,0,0,0,0,0.079613844434228,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196450786002398,-0.0039127683902906,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.0731401675438984,0,0,0,0,0,0,0,0,0,0,0.207017487464717,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.19151632434589,0,0,0,0.312965395566685,0,-0.0576629354733969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261567967668316,0.041491905454325,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0507477921468708,0,-0.0783698447099029,0,0,0,0,-0.0155166195066581,0,0,0,0.027130054904601,0.157160288524875,-0.00408720232249686,0.092193652080018,0,0,0,0,0,0,0,0,0,0,0.240629987375879,0,0,0.0229556184939754,0,0,0,0,0.081102070844444,0,0,0,0,0,0,0,0,0,0.0538212595219095,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0640628819788787,0.102070164846886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196574934157232,0,0,0,0,0,0,0.24911947600017,0,0,0,0.0358310696703711,0,0.272554214963074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209014236919547,-0.000769808543629417,0,0,0,0,0,0
