,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X600688.SH,X300072.SZ,X002466.SZ,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X000709.SZ,X600516.SH,X000792.SZ,X600157.SH,X600027.SH,X000786.SZ,X600339.SH,X000408.SZ,X600176.SH,X002271.SZ,X000959.SZ,X600489.SH,X000723.SZ,X600219.SH,X000553.SZ,X600808.SH,X601158.SH,X600352.SH,X000883.SZ,X000630.SZ,X000983.SZ,X000807.SZ,X600299.SH,X600549.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0223668619425282,0,0,0,0,0.0490965697001389,0.00253425123047612,0,0,0.0504121618562939,0,0,0.00100391065881172,0,0,0,0.0350183097368969,0,0,0,-0.0157286145686106,0,0,0,0,0,0.0227396861390224,0.0132259232056943,0,0,0,0,0,0.0543784710234633,-0.0137901714689422,0,0,0,0,0,0,0,0,-0.0297889922520092,0,-8.67361737988404e-19,0.010563010584245,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0519845097277545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344507881805757,0,0,0.00437982895778815,0,0,0,-0.00432394707094204,0,0,0,0,0,0,0,0,-0.0363721710786179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.00605074760873083,0,0,0,0,0,0,0,0,0,0.414712247784971,0,0,0,0,0,0,0,0.00687283663087368,0,0,0,0.0760788526535735,-0.0666206547330421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874520034186082,0,0,0.0479528915611314,0,0,0.0268983653093011,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.105463092478663,0,0.135999070327271,0,0,0,0,0,0,0,0,0,0.0124276702233388,0,0.265155529537931,0,-0.0109486446596189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242650885731404,0,0,0,0,0.0575198812624329,0,0,0,0,0,0,-0.0149891356701623,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.087032483114439,0,0,0,0,0,0,0,0,0.0770122279815484,0,0,0,0,0,0,0,-0.092255415207987,-0.106929137859456,0,0,0.114254963981042,0,0,0,0.0849422808410998,0,0,0,0,0.004565097983147,0,0,0,0,0,0.0457690898747952,0.125044775974629,0,-0.0646712181924364,0,-0.0985425816158882,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.141346549019188,0,0,0.249608516363573,0,0.050679930759563,0.165723561333401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116268529196608,0,0,0,0,0.0427600504182231,0.130009182822563,0,0,0,0,-0.0374039299485819,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278319863370712,0,0,0,0,0,0,0,0.144095587343118,0,0,0,0,-0.0337234839281908,0,0,0,0,0,0,0,0,0,0.127057179246499,0,0,0,0,0.0786153616321493,0,0,0.167286041538706,0,0,-0.0237180714995189,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222500888726576,0,0.0786136390855401,0.105687201606036,0,-0.00673687614700989,0.0721362803486914,0,0,-0.018663682068354,-0.00411317190220554,0,0,0,0,0.0286039365857879,0,0.0469985098665816,0,0.0280899403850299,0,-0.0114004422318585,0.0333807565050338,0,0,0.103432521103028,0,0,0,0,0.0837521672734409,0,0,0,-0.0257298088047724,0.0184652930445792,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.311542937702501,0,0,0,0,0,0,0,0.127816349305265,0,0,0,0.111642553547909,0,0,0,0,0,0,0.100120677974577,0,0,0,-0.149463120843576,0,0,0,-0.092203416764032,0,0,0,0,0,0.0105549340425906,0,0,0,0,0,0,0,0,0,0,0.0515683149105693,0.0170057260968913,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0755536536444063,0,0,0,0,0,0,0,0,0,0,0.0807467630093551,0,0.16975901952941,0,0,0,0,0.167743896969508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136573671451525,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.00735316116052424,0,0,0.0188765375962731,0,0,0,0.0307214572017646,0,0,0,0,0,0,0,0,0,0,0,0,-0.103437037453725,0,0,0,-0.0708959757414362,0,-0.0167972693546899,0.0710269773661416,0,0,0.0420232960927225,0,0,0,0.00273852718081251,0,0,0,0,0,0.10540384922779,0.0668218655290267,0,0,0,-0.0437962068254636,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.0179883502386103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.266687234366952,-0.0135187243380225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692991845250492,0,0,0,0,0.00946439021222001,0.0367740155838095,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615189221827039,0,0,0,0,0,0,0,0,0.0312588228713573,0,0,0.0153565859538088,0,0.0375020719373377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589668934262008,0,0,0,-0.00463632355969322,0,0,0,0,0,0
X600795.SH,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0665322251796475,0,0,0,0,0,0,0,0,0,0,0,0,0.038501757482599,0,0,0,0,0,-0.0557266124657344,0,0,0,0,0,0,0,0.0208095663303994,0,0,0,0,0,0.0465884575824054,0,0,0,0,0.0667639245372424,-0.0737017475928718,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0152690919132472,0.0464186470961819,0,0,0.0860458720369727,0,0,0.112756014737872,0,-0.00573801800787788,0,0,1.0842021724855e-19,0,0,0,0,-0.05261716115569,0,0,0,0,0.0069109729780736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072570702718474,0,0,0,0.0647686747121523,0,0,0,0,-0.0995165799629968,0.0876241996288044,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838773473076906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233233832845989,0,0,0,0,0,0,0,0,0,0.457707899503297,0,0,-0.0108644788307384,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406907649618454,0,0,0.0268094290356281,0,0,0,0,0,0,0,0,0,-0.0224894757883972,0,0,0,0,0,0,0,0,0,0,0,0.566406858532541,0,-3.46944695195361e-18,0,0.0184424765617647,0,0,-0.0200050578565282,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.710000407659675,0,0,0,0,0,0,0,0,0.0894691965117629,0,0,0,-0.00142976257831992,0.0364141047489734,0,0,-4.33680868994202e-19,0,0.171099274284395,0,0,0,0,0,0,0,0,0,0.425522945597112,0,0,0,-0.0839819204441173,0,0.00761750097798243,0,-0.408735327662747,0,0.0176119062974734,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0545176348541527,0,0,0.0726702215375711,0,0,0,0.198779480214348,0.0251796987565691,0,0,0,0,0,0,0,-0.0186511146395437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390817313935377,0.0672434139973546,0,0,0,0,-0.0277102352208858,0.0498610131785633,0,0,0,0,0,0
X601991.SH,0,0,-2.16840434497101e-19,0,0,0.0756698420371863,0,0,0.0607913788540798,0,0,0,0.011184105531245,0,0,0,-0.0299762711979547,0,0,0,0,0,0,0.0155578616346167,0,0,0.0296617461906573,0,0,0,0.0153924369209695,0,0,0,0,0,0,0,0.0344893179597775,0,0,0,0,0,0,0,0.282099051852522,0,0.0133021075418713,0,-0.0208551039003979,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0601609716694977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493498657152832,0,-0.030964827927077,0,0.578955643748911,0,0,0,0,0,0,0,0,0,0,0,0,0.0488009819558198,0,0,0.00123350970470157,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.0507353285919049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254738751599979,0.0570125129325673,0,0,0,0.0580899103922238,0,0.145018875657077,0,0,0,0,-0.0147003722279571,0,0,0,0,0,0,0,0.162455189980098,0,0,0.51771049070138,0,0,0,-0.0574239697937603,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0733338346956674,0,0,0,0,0,-0.00848552627097413,0,0,0.0201048817832358,0,0.0054284214580488,0,0.038226707746349,0,0,-0.0172346023974686,-0.019204176265245,0,0,0,0,0,0,0,0,0,0,0,0,-0.039330535604397,0.0473395788762896,0,0,0,0,0,0
X000898.SZ,0,0,0,0.253732004909791,0,0.0435800590382055,0,0,0,0,0,0,0.0577980714880994,0,0,0,0,0,0,0,-0.0297564013920467,0,0,0,0,-0.019628378330753,0,0,0,-0.0741002879040657,0,0,0,0,0.18707022921797,0,0.112195808476567,0,0,0.381483809744167,0,0,0,0,0,0,0,0.0224836022393101,0,0,-0.0381820979756686,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.214487506009759,0,0,0,0,0,0,0,0,0,0.0994194673018793,0,0,0,0,0.00174231822715989,0,0,0,0,0,0,0,0,0,0,0,0,0.372097103404398,0,0,0,0,0.098560457070622,0,0,0,0,0,0,0.0566221415758104,0,0,0,-0.0521514766787386,0.0296552579996997,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,-0.196020075267456,0,0,0.0116834961767765,0,0,0,0.146418491683319,0,0,0.138045942970548,0,0,0,0,0,0.366274438953207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180634031863516,0,0,0.274955266133082,0,-0.0475221983970069,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759645590148089,0,1.73472347597681e-18,0,0,0,0.271810895118732,0,0,0,0,0.496424855824302,0,0,0,0,0.0265460209259902,0,0,0,0,0,0,0,0,0.113303226699626,0,0.0105144160187624,0.104565210579677,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468617457735106,0,0,0.00415654509925068,0,0.0911749343438143,0,0,0,0,0,0,0,0,0,0,0,0,0.170938707453107,0,0,0,0,0,0,0,0,0,0,0,0.0243204475264797,0,0,0,0,0,0
X600027.SH,0,0,-0.00643644520452803,0,0,0,0,0,0,0,0,0,0.0482899394509503,0,0,0,0,0,0,0,-0.0447244278794052,0,0,0.0739309626576917,0,-0.0352010602334321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216237304852007,0.157431555688463,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.182820030023025,0,0,0,0,-0.278207206135968,0,0,0,0,-0.0587048499168497,0,0,0.06203864724284,0.117254994781084,0,0,0,0,0,0.0626967900662524,0.0397511118007158,0,0,0,0.0819867257636072,0.200612239021758,0.180735006677431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581213726337535,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,-0.028180304543987,0,0,0,0,0,0,0.0524676826819973,0,-0.0607990982388979,0,0,0,0.098402317855699,0,0.026800035670498,0,0.0358245989790776,-0.02241575055856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472781198506504,0,0.0986647173581101,0.174159870339862,0,-0.0255032654020579,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,-0.346026318350742,0,0,0,0,0,0,0.245885866939652,0,0,0,0,0,0,0,0.628541545936977,0.0247288279648662,0,0,0,0.102989095919598,0.298786274420878,0,0,0,0,0,0,0,0,0,-0.243804719675015,0.236147410938065,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0842937228991142,0,0.0812623495505796,0,0,0,0,0,0,0
X600176.SH,0,0,0,-0.0313930656122586,0.0934200473035259,0.0561401446996754,0,0,0,0,0,0,0,0,0,0,-0.131543503106593,0,0,0,0,0.073315379301571,0,-0.0316874511084937,0,-0.0185823674391631,0.130639386456565,0,0,0.0564147262472831,0,0.0598985900845167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191703315648526,0,0,0.0140802732101421,-0.000578617625765386,0.0130151145849348,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041119869189395,0,0,0,-0.0528048585067111,0,0,0,0.0123692937534596,-0.250662225896842,0,0,0,0,0,0,0.052996612846625,0,-0.171539682873064,0,0,0,0,-3.46944695195361e-18,0,0,0.167363394266553,0,0.103779853253744,0.00703174711733708,0,0.118000231616429,0,0,0,0,0
