,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X002466.SZ,X600111.SH,X002271.SZ,X000301.SZ,X000708.SZ,X600660.SH,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600547.SH,X600188.SH,X600426.SH,X600176.SH,X600219.SH,X600011.SH,X000786.SZ,X600886.SH,X000723.SZ,X000408.SZ,X000932.SZ,X600803.SH,X000825.SZ,X601991.SH,X000807.SZ,X000898.SZ,X000959.SZ,X600795.SH,X600399.SH,X300037.SZ,X002080.SZ,X000831.SZ,X600352.SH,X600801.SH,X600486.SH,X002409.SZ,X600489.SH,X601699.SH,X600808.SH,X000027.SZ,X000630.SZ,X002145.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0566196912397783,0,0,-0.0232905709216088,0,0,0,0.020915556744011,-0.0241667574033172,0,0,0,0,0,0.0338282176833842,0,0,0,0,0,0,0,0,0,0,0.0238529833980702,0.0153898323856805,0,0,0,0,0,0,0.0447070001951068,0,0,0,0,0,0,0.0528272191531504,0,0,0,0.0715922817407363,0,0.0390788478497784,0,0,0,-0.00252605770736296,0,0,0,0,0,0,0
X600028.SH,0.193070223018989,0,0,0,-0.0689053613743521,0,0,0,0,-0.0107557679317489,0,0.0361811692789417,0,-0.0286773605835323,0,0,0,0,0,0,0,0.037844745975652,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0541460856108412,0,0.023842272799447,0,0,0,0,0,0,0.0685211518704915,0,-0.0240206792375804,0,0.0252868202900762,0,0,0,0,0,-0.00165225373660785,0.0476836499554907,0,0,0,-0.0125232122435941,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0542473381170026,0,0,0,0,0,0,0.092772207474235,0.115345468051382,0,0,0.0688269007793732,0,0,0,0,0.110980613802415,0.0392297499847548,0,0,0,0,-0.00924993234706688,0,0.0329163416487632,0,0,0,0,-0.10484179942686,0,0,0,0.0201878934223492,0,0,0,0,0,0,0.0425415344086017,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0577338592806874,0.0752715870328456,0,0,0,0,0,0,0,0,0,0.177953417062632,0,0,0,0.0615251984331587,0,0,0,0,0,0,0,0,0,0,0,-0.0731133616861798,0.00564879774745493,0,0,0,0,0,0.0236563270830186,0,0,0,0.0787360813344942,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.193625415116381,0.023946678259177,0,0.136667362275539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843100202242554,0,0,0,0.386898019604869,0,0,0,0,0.235267431988674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849392299846345,-0.0594269846619749,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.020288974560642,0,0,0.0304705424892263,0,0,0,0,0,0,0,0,0,0.0805997602841389,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.456526502095181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123891714257049,0,0,-0.0480052123752976,0,0,0,0,0,0,0,0,0,0,0.0865326143693523,0,0,0,0,0.203147345798812,0.00956769832515739,0,0,0,0,0,0,0,0,0,0,0,0.254721578913253,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.235175730346987,0,0,0,0,0.22633753215904,0,0,0,0,0.0856505515491932,0.198822733288173,0,0,0,-0.127664697693113,0,0,0,0,0,0,0,0.357880878129247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.367084173166238,0,0,0,0,0,0,0,0,0,0.22513787150686,0,-0.0920855920591104,0,0,-0.0419256035519511,0,0,0,0,0,0,-0.0400280759443153,0,0,0,0,0,0,0,0,0,0.171113914574022,0.0849567019425036,0,0.201743327913868,0,0,0,0.109443152818778,0,0,0,0,0,0,0,0.0110963976532308,0.143180771966854,0,0,0,0,0,0
