,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X600660.SH,X601600.SH,X601898.SH,X600362.SH,X600801.SH,X600010.SH,X600188.SH,X600489.SH,X600111.SH,X600352.SH,X601991.SH,X002466.SZ,X000786.SZ,X600688.SH,X600795.SH,X600027.SH,X600176.SH,X601992.SH,X600299.SH,X600529.SH,X600426.SH,X002409.SZ,X600126.SH,X600612.SH,X002353.SZ,X002080.SZ,X600315.SH,X000723.SZ,X600516.SH,X002075.SZ,X000301.SZ,X600219.SH,X000027.SZ,X000932.SZ,X000898.SZ,X000883.SZ,X000959.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0192870620241142,0.00221899005126797,0,0,0,0,0.0104896419158326,0,0,0.0312406513217143,0,0,0.121564730457528,-0.00783208948141833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896497423328423,0,0,0.0558018176908848,0.0379538400856061,0,0,0,0,0,0,0,0,0,0,0,-0.00859627653295785,0,0,0,0,0,0
X600028.SH,0,0,0.0654670621185889,0,0,0,0,0,0,0,0,0,0,0,0,0.0391583956608423,0,0,0,0,0,0,0,0,0,0.100136898834361,0,0,0.0486820208628465,0,0,0,0,0,0.00791091480733565,0,0.0310287280176023,0,0,0.0861692146212409,0.0186936113150113,0,0,0,0,0,0,0,0.0577681084146434,0,0,-0.000229386100121766,0.00267217705825714,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.220277741446399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117009601141424,0.0281710024182908,0,0,0,-0.0177565146857398,0,0,0,0,0.0802941912628423,0,0,-0.0289896309728758,0,0,0.0201185222479126,0,0.0726413297295127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799161633510432,0.0105203879138083,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0764478127672815,0,0.0166894264320816,0,0,0,0,0,0,0.462808201735294,0,0,0,0,0.0409268087994418,0,0,0,0,0,0,0,0,0,0,0,0,0.0363044682239067,0.0702738362683191,0,0,0,0,0,0,0,0,0,0.0153162616992087,0,0,0,0,-0.0237082412846542,-0.00362615431817549,2.16840434497101e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0264559444974803,0.0422193893143197,0,0,0.198355911144103,0,0,0,0,0,0,0,0,0,-0.0126267571430936,0.0150241956718257,0.0445337362660511,0,0,0,0.061013230803434,0,0,0,0.282135340914541,0.0736355060017321,0,0,0.0196681656753317,0,0,0,-0.0439645324741851,0,0,0,0,0,0,0,0,0,0,-0.00798898419180367,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0932806100524366,0,0,0,0,0,0,0,0,0,0.723498694856352,0,0,0,0.0217659748186021,0,0,0,0,0,0,0,0.0566418467088162,0,0,-0.0223275612996311,0.0910924911695631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.00450460212645217,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0408253026794248,0,0,0,0,0,0,0,0,0.307296454770043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836717190406632,0,0,0,0,0,0,0,0,0,0,0.0345405339118982,0,0.0176008346615921,0,0,0,0,0,0,0,0,-0.00471164260230167,0,0.00180722724387571,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0104088483443524,0,0,0,0,0,0,0,0,0,0.481572277043566,0,0,0,0,0,0.0239056528365116,0,0,0,-0.0180957771424556,0,0,0,0,0,0,0,-0.0345279398497056,0,-0.0201732541239286,0.036222718418574,0,0,0,0,0,0,0,0,0,0,0.0288318499790344,0.00755169541187968,0,-4.33680868994202e-19,0,0,-0.013596401413967,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196567666137457,0,0,0,0,0,0,0.086011036462572,0.155697527552155,0,0.077985070269394,-0.0195763908941831,0,0,0.0970712542675184,0.0418313982671956,0,0,0,0,0,0,0,0,0,0,0,0,-0.00340312706891261,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.261147610471213,0,0,0,0,-0.0298599816454402,0,0,0,0,0,0,0,0,0,0.0561308097726984,0,0,0,0,0.0665633291880047,0.04674107456971,0,0,0,0,0,0,0.180416074696255,0,0,0,0,0,0,0.0461527199284335,0,0.00554340140680211,0,0,0,0,0,0,0,0,0,0,0,-0.0180077525904557,0,0,0,0,0,0
