,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X601991.SH,X600157.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600111.SH,X600886.SH,X600660.SH,X600489.SH,X000723.SZ,X002466.SZ,X600623.SH,X601158.SH,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000959.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000630.SZ,X601699.SH,X600021.SH,X600126.SH,X000012.SZ,X002460.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0458120689860844,0,0,0,0.00779159860910056,0,0,0,0,0,0.0203458655064007,0,0,0,0,0.0104272464996896,0,0,0,0,0.0272910100432257,0,0,-0.00414438197920772,0,0.0134322782649293,0.0713494786888105,0,0,0,0.0692937419018915,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397907821052708,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.121091772376592,0,0,0,0.0142212493804721,0,0,0.0610876071163736,0,0,0,0,0,-0.0239858222554835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178278171573815,0.0790654315935292,0,0,0,0,0,0,0,-0.0357700069842723,0,-0.0161353750121146,0.0427026298227785,0.0322056127761162,0,0,0,-0.00845317763603474,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.176114320507488,0,0,0.0559662742009585,0,0,0.0453862549691558,0,0,0,0,0,0,0,0,0,0,-0.00994616788396099,0.0406743455948186,0,0,0,0,0,-0.0194283062474196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949066429369262,-0.0320310666298087,0,0,0,0.0266885619483947,-0.0119675890752178,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0828157240322117,0,0,0.0246196692322185,0,0,0,0.013945320005935,0,0,0,0.166928389548304,0,0,0,0,-4.33680868994202e-19,-0.0277608254631524,-0.178898900035291,0,-0.0641316635300839,0,-0.0195544556857929,0,0,0,0,0,0.164488668126796,0,0,0,0,0,0,0,0.0360550093720542,-0.0444226616585743,0.0655164520037995,0,0,-0.00633048609449524,0.0171598875605437,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437867019629104,0,0,0,0,0,0,0,0,0,0,-0.0209755049488277,0,0,-0.0289133094884616,0,0,0,0,0,0,0,0,0,0,0,0.0164656596051365,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421151822841409,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294930976120234,0,0,0,0,0,0,0.0239229565695912,0,0,0,0,0,0,0,0,0.177333858491362,0,0,0,0,0,0,0.0592258038956184,0,0,0.0793898527643971,0,0,0,0,0.0920439513781174,0,0.0119527556014676,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.221125331947404,0,0,0.0405725070029077,0,0,0,0,0.0682001684409134,0,0,0,0.152253502190729,0,0,0,0,0,0,0,-0.255268580275688,0,0,0,0,0,0,0,0.0593085210699565,0,0,0,0,0,0,0,0.0103628681241542,0,0,0,0,0.0673460416455209,1.73472347597681e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.153459473722441,0,0,0.0781215141419247,0,0,0,0,0,0,0,0,0,0,0.0119331582635542,0,0.081119455403311,0,0,0,0,0,0,0,0,0,0.0442248730261181,0,0,0,0,0,0,0,0.341115988166778,0,0.0565910861784365,0,0,0,0,0,-0.0328835040535244,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915442857824124,0,0,0,1.07415577381503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819764198466257,-0.0138137518435617,-0.0821772947326839,0,-0.049087503271191,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0354042291045787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530555850015899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136425487871644,0,0,0,0,0.059597841247005,0.0104239620218022,0.0411787764939895,0.236445796128548,0,0.0049435364651076,0,0,0,0,0,0,0
