,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X000708.SZ,X600010.SH,X002271.SZ,X600795.SH,X000877.SZ,X600362.SH,X600426.SH,X600803.SH,X600027.SH,X601991.SH,X601699.SH,X600489.SH,X600176.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X600378.SH,X000932.SZ,X000408.SZ,X000629.SZ,X300037.SZ,X002080.SZ,X000630.SZ,X600352.SH,X600096.SH,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.212820522581185,0,0,0,0,0.0314564244912197,0,0,0,0,0.0177442456934458,0,0.0893660753129926,0,0,0,0,0,0,0.0240818616217385,0,0,0.0715539948881241,0,0,-0.0664883048897699,0,0,0,0,0,0,0.0964502349178347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635811810976339,-0.0563678571526334,0,0,0,0,0,0
X600028.SH,0.427331267844296,0,0.126226282795227,0,-0.136473926153914,0,0,0,0,0,0,0.137920663486397,0,0,0,0,0,0,0,0,0,0,0,0,0.121179351846541,0,0,0.0480357161429762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463667980200453,0.0405154300947538,0,0,0,0,0,0,0,0.0113907024662291,-0.0470365120337557,0,0,0,0,0,0
X601088.SH,0,0.0235799121268998,0,0,0,0,0,0,0,0,0,0.124064122538547,0,0.125290389769448,0,0,0,0,0,0,0.0119896732071688,0,0,0,0,0,0.0463843906334284,0,0.106062772501642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318554692197249,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112037972629799,0,0,0,0,0,0,0,0.0545827099845575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100104141817648,0,0,0,0,0,0,0
X600188.SH,0,0,0.166191705747385,-0.239397404760089,0,0,0,0,0,0,0,0.0290494540204118,0,0,0,-0.00639395963919652,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.352503907813652,0,0,0.183178095127529,0,0,0,0,0,0,0.123671124094596,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459823420083256,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.000420799218985552,0,0,0,0,0,0,0,0,0,-0.0741218620236408,0,-0.204597817718587,0,0,0.0364228530490686,0.49396341772154,0,0,0.0248111167941137,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.104368220959035,0,0,0,0,0.0456320137412008,0,0,0,0,0,0,0,0.00464836734054119,0,0,0,0,0,0
X600019.SH,0.247124787584269,0,0,0,0,0,0,0,0,0,0,0.114845185615318,0,0.0375423392626467,0,0,0,0,0,0,0,0,0.0365994710880518,0,0,0,0,0,0,0,0.0323305351389086,0,0.0278255533853016,0,0,0,0,0,0,0,0.170925775205903,0,0,0,0,0,0,0,0,0,0,0.0197998385842887,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00911600465432112,0,0,0,0,-0.00210107635271752,0,0,0,0,0,0,0,0,0,0,0.16684954975765,0,0.249146337307601,0,0,0,0,0,0,0,0.0375002899445214,0,0.0379799793016326,0,0,0,0,0,0.0883817431969343,0.0161892252512931,0,-0.0505125141374646,0,0,0,0,0.0187442229051931,0,0,0,0,0.0161098053171855,-4.33680868994202e-19,0,0,0,0,0,0
X002460.SZ,-0.0606745660453211,0,0,0,0,0,0,0,0,0.705067713835957,-0.0281197254095762,0,0,0,0,0,0,0,0,0,0,0,0.18371390823773,0,0,0,0,0,0,0,0,0,0.022516575414212,-0.0793315842758411,0,0,0,0,0,0,0,0.0649120447804054,0,0,0,0,0,0,0,0,0.0143570246032419,0,-0.0111968518625034,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0223634999096028,0,0,0,0,0.477320405939313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471940218941767,0,0,0,0.142687440582533,0.00193939108148691,0.117371795211402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,-0.014941878492494,-0.0362195895771349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109162071117655,0,0,0,0,-0.0680981835184307,0,0,0,0.56454778722675,0,0,0,0,0,0,0,0,0,0.0207539790002784,0,0,0,0,0.0310413906390942,0,0,0,0,0,0,-0.0114181033065082,0,0,0,0,0,0,0
X601898.SH,0,0.0746400483035437,0.0620940749098673,0,0.123529300814287,0,0.205457834275885,0,0.0287457169057928,0,0.0585407279933175,0,0,0.0578433869740696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362397412337314,0,0.0530303720355711,0,0,0,0,0,0,0,0,-0.0237796802119234,0,0,0,0,0,0,0,0,0.0507586625290055,-0.070165684388199,0,0,0,0,0,0
