,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600688.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X601158.SH,X600160.SH,X000792.SZ,X600623.SH,X000883.SZ,X000539.SZ,X600309.SH,X000709.SZ,X600583.SH,X600660.SH,X000898.SZ,X000027.SZ,X600352.SH,X600547.SH,X000629.SZ,X000630.SZ,X600489.SH,X600098.SH,X600578.SH,X002470.SZ,X002466.SZ,X600021.SH,X000060.SZ,X600022.SH,X000723.SZ,X300072.SZ,X600176.SH,X600808.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952042894112996,0.0986477356497841,0,0,0.000655031952371844,0.0625261767093295,0,0,0,0,0,0.0779257569288619,0,0,0.0005967060844402,0,0,0,0.0128009914995642,0,0,0,0,0,0,0.0527855818991143,0,0,0,0,0.0894430740592067,0,0,0,0.00275533396128147,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112533857568064,0,0,0.0842221675442522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764758077553594,0,0,0,0,0,0,0,0.0336715281280613,0,0,0,0,0.132586301638022,0,0,0.0169109316252605,0.00193985839764654,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.265554001635716,0,0,0,0,0,0,0,0,0,0,0.111016037431035,0,0,0,0.0249162803330947,0,0,0,0,0.0384837633413882,0,0,0,0,0,0,0.0481775652640372,0,0,0,0,0,0,0,0.0225563358038587,0,0,0,0,0,0,0,0,-0.00210597533218267,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119467792683996,0,0,0.029573994612932,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00748202261411231,0,0,0.109374407461166,0,0,0,0.158838572790607,0,0,0.0481899233068423,0,0,0,0,0,0.00156194210202411,0.00707017985906808,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261770886064041,0,0.103316694976511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118225678770835,0,0,0,0,0,0,0,0.128788830972003,0,0,0,0,0,0,0,0,-0.00120842422543643,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00882053528396105,0,0.0412711380710259,0,0,0.0909164704692795,0.130539352725743,0,0,0,0.0157452440221207,0,0,0,0,0.232538873169482,0,0,0,0,0.0527066591610322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0815838819582745,0,0,0,0,0,0,0,0,0,0.0527869372113594,0,0,0,0.0276826172989041,0,0,0,0,0,0.204626611003485,0,0,0,0,0,0,0,0,0,0,0,0,0.0543008407380126,0,0.0385446976745582,0,0.0135445750162714,0,0.0619965495795391,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0855108246938573,0,0.120268263642337,0.371483506548029,0,0,0,0.0751288232719352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043185339835459,0,0,0.00718095951673424,0,0,0,0.035121589652163,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144136313948592,0,0,0,0,0,0,0.00259372345480274,0,0,0,0,0,0,0,0,0.026030787837426,0.0650525378039296,0,0.0668350926975303,0.0113773237505015,0,0.09662690688375,0,0,0.00663607718053219,0.134936936254392,0.024450190236438,0,0,0.0331845120767813,0.0413310021268481,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999500489286445,0.14068596517158,0,0,0.253331748763175,0,0,0.00772685632416624,0,0,0,0,0,0.0732860216647634,0,0,0,0,0,0,0.0111292966256484,0,0,0,0,0,0,0,0.0588709204379685,0,0.051728645110093,0,0,0,0,0,0,0,0,0,0,0,0,0
