,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X601600.SH,X000877.SZ,X600010.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000807.SZ,X601991.SH,X000786.SZ,X600795.SH,X600803.SH,X000983.SZ,X601699.SH,X002080.SZ,X000630.SZ,X000825.SZ,X600801.SH,X600688.SH,X600096.SH,X002353.SZ,X600141.SH,X000932.SZ,X600489.SH,X000960.SZ,X000959.SZ,X600027.SH,X600295.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0141156020250809,0,0,0,0,0,0,0,0,0,0.148140846316178,0,0,0,0,0,0,0,0,-0.0263955234303905,0,0.122954978116673,0,0,0,0,0,0,0,0,0,0.130125881367619,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341660773241781,-0.0121840948631317,0,0,0,0.0306288501556316,0,0
X601088.SH,0,0,0,0,0,0,0,0.0892033809846171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134453031771297,0.236006785089035,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231994286761143,0,0,0,-0.00357832943577855,0,0,0,0,0.0182293293591312,0,0
X600028.SH,0.139304269306786,0.0451985001606659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414206819219811,0,0,0,0,0,0,0,0,0,-0.00664485659479764,0,0,0,0,0,0,0.0144219760829009,0.046658601324554,0,0,0,0.0513187992572924,0.00645661119866459,0,0,0,0,0,0,0,0,0,0,0,-0.00107864279458478,0,0,0,0,0.0194955289321223,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0386588622058434,0,0,0,0,0,0.085669812136836,0,0,0,0,0.0731195566098211,0,0,0,0,0,0.000325608784936401,0,0,0,0,0,0.0887952141414187,0,0,0.0784637109580054,-2.16840434497101e-19,0,0,0.0156373044884851,0,0,0,0,0,0,0,0,0,0,0,-0.0104837656278033,0,0,0,0,0.0152700638337339,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957948280536857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132638061598387,0,0,0,0,0,0,0.0360422215507451,0.388865285576503,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433251481668314,0,0,0,0,0.00185085286969948,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.114521872944354,0,0.305487400425887,0,0,0,0,0,0,0.134715288626368,0,0.0480860301868483,0,0,0,0,-0.0787190260459715,0.102479951213286,0,0,0,0,0,0,0,0,0.150636589010116,0,0,0,0,0,0,0.118995565390191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306324502407766,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.236450839222062,0,0.400435814844503,0,0,0,-0.0245737695512746,0,0,0,0,0,0,0,0,0,0.136673813125496,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.145520241407241,0,0,0,0,0,0,0,0,0.010154146305388,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0291284586150295,0,0,0,0,0.106511703542921,0,0,0,0,0,0,0.127522720544803,0,0,0.0311919414271521,0,0,0,0,0,0,0,0,0,0,0,0,0.403677815721304,0.135559372823377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06342723636207,0,0,-0.0804783337554741,0.125448375345727,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0109836947129171,0,0,0.06646812398489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229037588258302,0.157442253558229,0,-8.67361737988404e-19,0,0,0,0,0.00362661359557959,0.167529750058309,0.0244058123128496,0.098242373365586,0,0,-0.010118802266442,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.317908980150837,0,0.00400644127429116,0,0,0,0.0154735869329308,0.0452018268426927,0,0.0326309523541147,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0.133599989291328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803587405609471,0,0,0,0,0,0,0,0,0.00245260037530202,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0996408365656709,0,-0.0579761885601865,0.0812717332626289,0,0,0,0,0,0,0,0,0,0.266903472317257,0,0,0,0,0,0,0,0,0.143202023376531,0,0,0,0,0,0,0,0,0,0.0865553167263169,0,0,0,0,0.0266847687429433,0.46287884472674,0,0,0,0,0.00386109248287404,0,0,0,0,0,0
X002466.SZ,-0.130228554520067,0,0,0,0,0.593945037977911,0.215542566628844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14902921411507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159656346864115,0,0,0,0,0.140000676704045,0,-0.115862826713819,0.0690053007616002,0,0,0,-0.0178986046547185,0,0,0,-0.0263911906515131,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.145780422803361,0.0125237869419687,0,0,0,0.0515694417872738,0,0,0,0,0,0,0,0,0,0,0,0.00961281526663679,0,0.592441057767278,0,0,0,0,0,0,0,0,0.0012443717589875,0,0,0,0,0.0174429730557543,0,0,0,0.0544120509623559,0,0,0,0,0,0,0,0,0,-0.018717391325734,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299363600067139,0,0,0,0,0,0,0,0,0,0,0,0.0380027094210764,0,0,0,0,0,0,0,0,0.0590228180064017,0,0,0.144939810255107,0,0.0203562048076634,0,0,0,0,0,0,0,0.0536420601097545,0,0,0,0,0,0,0,0.0272033194961787,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.190934771426822,0,0,0.073764981952319,0.403631662369109,0,-0.0477377395282101,0.0434025621235774,0,0,0,0.0107838883073931,0,0,0,0,0,0,0,0,0,0,0,-0.0726193613736199,0,0,0,0,0,0,0,0.0747503729675809,0,0,0,0,6.93889390390723e-18,0,0,0,0.111192739726957,0,0.0380715489604661,-0.00867902096972363,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.227134659086138,0,0.03478485015727,0.00643397133298897,0.00669798098639752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488839390179384,0,0,0,0.0450403069130414,0,-0.0255810826182579,0,0,0,0,-0.158551887925974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.133572194638306,0,0,0,0,0,0.0746356130465473,0,0,8.67361737988404e-19,0,0.0594242332203564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787241647745784,0,0.0169754759306332,0,0.016997931794486,0,0,0,0,0,0,0,0.0921330490776684,0,0.0213009906184519,0,0,-0.143487163425381,0.116375063825514,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.179100073516902,0,0,-0.0440437122524794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194642340814548,0,0,0,0,0,0.267992774286273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180860933613959,0,0,0.0232768534987959,0,0,0,0,0.021670300603586,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0268991198452335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0602698588116431,0,0
X600547.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0306144444493776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111374353223059,0,0,0,0,-0.0802094009330728,0,0,0,0,0,0,0,0,0,0,0,0.0431599309206062,0,0.712154754336368,0,0,0,0.0287246550053174,0,0,-0.00602464502021184,-0.00738616014214688,0,0,0,0,0,0
X000301.SZ,0,0,0,0.233901621432752,0,0,0,0,0,0,0.13823607209623,0,0,0,0.278419553692078,0,0.244072622217502,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.103820354638329,0.0324413046229229,-0.02251585990513,0,-0.0978721138587965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559548726416044,0,0,0,0.0279779710459117,0,0
X600362.SH,-0.0126146669602002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592184977636004,0,0,0.0830337062149459,-2.16840434497101e-19,0,0.393486496860537,0,0,0,0,0,0,0,0,0,0,0,0.0394010775882734,0,0,0,-0.00986047847089283,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0711057144004069,0,0,0,0,0.0610949949347181,0,0,0,-0.0984347139701631,0.0878827692187543,0,0,0,0,0,0,0,0,0.41163245494376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116749046374358,0,0,0.0502705519996972,0,0.0221127144197511,0,0,0,0,0,0
X600426.SH,0,0,0,0.272565390594644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626718283718663,0,0,0,0,0,0,0,0,0,0.0563554049559329,0,0,0,0,-0.0264368236238377,0,0,0,0,0.0723670063181513,0,0,0.106205019220091,0,0,0,-0.0194337927042046,0,0,0,-0.0130099690496619,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0442732213259931,0.01255267277144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219344013917645,0,0,0,0,0.14569055662993,0,0,0.0829251706499398,0,0,0,0,0,0,0,0,0,0.0397687953180445,0,0,0.0142284568840421,0.0073329169633008,0,0,0,0,0,0
