,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X000408.SZ,X601699.SH,X000723.SZ,X600348.SH,X600096.SH,X000629.SZ,X000786.SZ,X600995.SH,X600141.SH,X000933.SZ,X600219.SH,X600160.SH,X600985.SH,X600157.SH,X002353.SZ,X300073.SZ,X002080.SZ,X600489.SH,X000807.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.121076753857646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216033010058222,0,0,0,-0.00271532598937701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.166947276520783,0.414902094267479,0.149779344485401,0,0,0,0,0.0368624403230672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546729577036795,0,0,0,0,0,0,0,0,-0.119320531562079,0,-0.0398027462700099,0,0.0346900605145169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0143592074338794,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.040292358695322,0,0,0,0,0,0.056638732309616,0,0,0.0292237073577657,0,0,0,-0.00571887377174485,0,0.00939251001532183,0,0,0,0,0,0,0,0,0.00614722730424625,0,0,0,0.0439324311970081,0,0,0.0163163345796901,0.00385779385210399,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.024158107101288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396336672709675,0,0,0,0,0.0628835820383912,0,0,0,-0.0214475226654368,0,-0.0464618853153383,0.199216148494096,0.0138759546356039,0,0,0,0.0708445283163675,0.140050474228814,0,0.00357911714181441,0,0,0,0,0,0,0,0,0,0,0,0.024091752833578,0,0
X600188.SH,0,0.0612608973923703,0,0,0,0,0,0,0,0.561419105428448,0,0,0,0,0,-0.0341523584807211,0,0,-0.129407014162094,0,0,0,-0.011328554912302,0,0,0,0.0680558151161874,0.112825140420463,0,0,0,0.00645204468623476,0,0.00996914801700969,0,0,0,0,0,0.171918218448012,0,0,0,0,0,0,0,0,0,0,0,-0.0474673125372437,-0.0132655687808562,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.683519849347169,0,0,0,0,0,0.0263648886896939,0,0,0,0,0,0,0,0,0,0,0,-0.0216917175793304,0,0,0,0,0,0.313200574953837,0,0,0,0,-0.184849815527951,0,0,0.168347570755158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205445419460893,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.386799614023601,0,-0.0923944375774974,0,0,-0.0454396961952404,0,0.153121856874724,0,0,0,0,0,0.0956966109201513,0,0,0,0,0,0,0,0,-0.180259848033652,0,0,0,0.0495205848370382,0.00653542863559081,0.0396601879305495,0,0.0967569785951464,0,0,0.067456526516467,0.135305412205024,0,0,0,0,0,0,0,0,0,0,0,0.0129219348912265,-0.0849036967734043,0,0,0,-0.00882078860615768,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0817037138884201,0,-0.0187484219488126,0,0,0,0,0,0,0,0,0.0359878151123069,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0449363873048262,0,0.109249735717012,0,0,0,0,0,0,0,0.0855994949538769,0,0,0,0,0.354086538132828,0,0,0.0364235734472141,0,0,0,0,0,0
X000792.SZ,0,0,0,0,-0.0125849046051653,0.0309865944400102,0.257180822190748,0,0,-0.0181287407956651,0.161859349402594,0,0,0,0,0,0.147859601416654,0,0,0,0.0551500324734545,0,0,0,0,0,0,0,0,0,0.221605687862633,0,0,0,0,-0.0277871434233264,0.0305732983100479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.059838853772424,0,0,0,0,0,0.0355166769973517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332020562269312,0,0,0,0,0,0,0,0.113274510527167,0,0,0,0,0,0.0719518501778599,0,0,0,0.131492843657948,0,0,0,0,0,0,0,-0.0192912951101587,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,3.46944695195361e-18,-0.0169697105937265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533375098174841,0,-1.73472347597681e-18,0.348879392524774,0,0,0,0,0,0.110215479655369,0,0,-0.0796954639516546,0,0.0284486876100765,0,-0.0499486650185084,0,0,0,0,0,0.455479670528495,0,0,0,0,0,0,0,0,-0.00806140569219661,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00171787309210731,0,0,0,0,0.0946096936287957,0,0,0,0,0.0194017775942163,0,0,0,0,0,0,0,0,0,0,0.00421456474112275,0,0,0,0,0.115708513440811,0,0,0,0.0516103571922009,0.24363072021415,0,0,0,0.0855467681246445,0,0,0,0,0,0,0,0,0,0,0,-0.0323783767307879,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.0442893370399508,0,0,0,0,0,0,0,0,0,0.0356431360055675,0.0690535970355811,0,0,0,0,0,0,0,0,0,-0.111802752234125,0.360278618094151,0,0,0,0,0,0,0,0,-0.171855797299512,0.211221226071445,0,0,0,0,0,0,0,0,0.323206979659821,0,0,-0.12535964028378,0,0,-0.0544737490525933,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.25128407495856,0.0518773772955735,0,0,0,0,0,0.00476715098220386,0,0,0,0,0,0,0,0,0,0,0.0537748985517572,0,0,0,0.00718817855525543,0,0,0,0,0,0,0,-0.059089610580275,0,0,0,-0.127694422282102,0.133053088269456,0.0257584083859532,0,0,0,0,0.136431338529185,0,0,0,0,0,-0.0131956490634725,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0669828372116495,0,0,0.0444957996874153,0,0,0,0,0,0,0,0,-0.0860459291610719,0,0,0,0,0,0,0,0,0,0,0,0.0876478180951922,0,0.0135147286629377,0,0.0505952467764464,0,0,0.0560709400670646,0,0,0,0,0.152021408322576,0,0,0,0,0,-0.0294354981874188,-0.0236471517900009,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0105335823446595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278020464459119,0,0,0,0,0,0,0,0,0,0,0,0,0.162184436185679,0.00838881090701978,0,0,0,0,0,0,0,0,0,0,0,0
