,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600111.SH,X600803.SH,X600010.SH,X601699.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X002128.SZ,X000807.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X000883.SZ,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0707332796112239,0.537465085994946,0,0,0,0,0.0348429160577082,0,0.0952805506232602,0,0,0,0,-0.0880353020082416,0.0947427131817904,0,0.0182286927564234,0,0,0,0,0,0,0,0,-0.0567544281967087,0,0,0,0,0.0421579678922593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272205951123411,0.0289667027336038,0,0,0,0,0,0
X601088.SH,0.233583649805465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08601528770408,0,0.195407490928873,0.0298812273906544,0,0,0,0,0,0,0,0,0,0,0,-0.055001012089172,0,-0.0178904592668327,0,0,0,0.0542598951881788,0,0,-0.00703099207712193,0,0,0,0,0,0,0.031476818500417,0,0,0.0783987908772857,0,0
X600028.SH,0.496868847488339,0,0,0,0,0,0.0733619144521238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00923104764526875,0.0192521461260489,-0.120487153260394,0,0,0,0,0,0,0,0.00809341378192324,0,0.0591274098973892,0,0,0,0,0,0.00857252061011753,0,0,0,0,0,0,0,0,0,0,0,0.0114204618104593,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269192612788276,0.105904494678994,0,0,0.0679701214489755,0,0,0,0,0,0,0.0322236629189538,0,0,0,0,0,0,0.0154926763404176,0,0,0,0.052618718219011,0.0040584192345474,0,0.00688521309631364,0,0,-0.122519063958978,0,0,0,0,0,0,0,0,0,0,0,0,0.0425780675108087,0,0
X600188.SH,0.0363745101653728,0,0,0,0,0.0849589438310281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21278352829345,0,0.0445099845580022,-0.0810515022157012,0,0,6.7762635780344e-21,-0.0134200994807814,-0.179872119489965,0.058876085783368,0,0,0.242564446366956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.0366495212443431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201679505491712,0,0,0.0655297782099805,0,0,0,0,0,0.000827168822064,0.0398866433546212,0,0.358668782805695,0,0,0,0,0,0,0,0,0.0839894758517463,0,0,0,0,0.0272427925376345,-0.0414530439830287,0,0.0172935499883028,0,0,0,0,0,0,0
X600019.SH,0.0491145646715766,0,0,0,0,0.070588206511476,0,0,0,0,0,0,0,0,0,0,0.241605042051981,0,0.213110237176285,0,0,-0.0567440468296334,0.0515234830895141,0,0,0,0,0,0,0,0.0650998589823792,0,0,0,0,0,0,0,0,0,-0.102778055924886,0,0,0,0,0,0.0882029973593333,0,0.0925513857525536,0,0,0.0169606926896512,0.0612505005282722,0,0,0,0,0,0
X600011.SH,0.112861013804629,0,0,0,0,0,0,0,0,0,0,0,0,0.24685436680261,0,0,0,0,0.287238406394204,0,0,0,-0.0442292271403109,0,0,0,0,0.213586686793239,0,0,0,0,0.0393609198445726,0,0,0,0,0,0,0,0,0,0,0.0938073652090437,0,0,0,0,0,0,0,0.0229279773387144,0.00972341443098809,0,0,0,-0.0331062000622207,0,0
X600886.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.269785337857424,0,0,0,0,0,0,0,0,0,-0.0149365210728247,0,0,0,0,0,0,-0.0024065460757784,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113862765399739,0,0,0,-0.164842999774619,0,0.0183279588427066,0,0,0,0.0300255485561628,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801367258732447,0,0,0,0,0.116009381812535,0,0,0,0,0,0.317363586202777,0,0.0964886726892877,0.150326351129423,0,0,0,0.0769250022073819,0.173875332115555,0,0,0,0,0,0,0,0,0,0,0,0.0142540279988187,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0117127969648587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247218195979881,0.0266047483562233,0,0,0,0,0,0.0209654359041911,0,0,0,0,0,0,0.117877740337837,0,0.0849321756407029,0,0,0,0,0,-0.0234564942581862,0,0,0,0.00405826087312141,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421865895992527,0,0.735597069289625,0,0,0,0,0,0,0,0,0,0,0,0.00578683524693618,0,0.192231068426504,0,0,0,0,-0.032388095833879,-0.0269784444282355,0,0.0270930105577189,0,0,0,0,0,0,-0.0564240780287564,0,0,0,0,-0.0634451314276107,0.0194032556766906,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304774955949702,-0.0395029390004274,0,0.0379688581612291,0.233900401134722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461846639693016,0,0,0,0,0,-0.0166435393952281,0,0,0,0,0,0.00408324700016807,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.368703948592618,0,0,0,0,0,0,0,0,0,0,0.327344416402191,0,0,-0.0430150024552805,0,0,0,0,0,0.0239039494224223,0,0,0,0.00909223060229709,0,0,-0.0101919147695778,0,0,0,0,0,0,0,0,0,0,0,0.000838619142042121,0,0,0,0,0.00392420803576657,-0.0259480891167556,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0266387678331349,0,0,0,0,0,0,0,0,0,0,0,0.19354012907303,0,0,0,0,0,0.064979102698733,0,0,0,0.0454841030200784,0,0,0.0605229102737997,0,0,0.0215115562514253,0.110969471831754,0,0,0,0,0,0,0,0,0,-0.049662012551344,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0342275496507707,-0.0693793699422673,0.113763007684989,0,0,0,0,0,0,0,0.0533328527197002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500838552380645,0,0,0,0.257532943724539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152547803620989,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.233548325688239,0,0.13420171246379,0,0,0,0,0,0,0,0,0,0.0555474604898468,0,-0.0302834303615154,0,0,0,0,0,0,0.010717474936592,0,0,0,0,0,0,0,0,0,0,0,0.287267781088939,0,0,0,0,0,0,-0.0506749491351121,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,-0.0295247133922434,0,0,0.654007489973635,0,0,0,0,0,0,0,0,0,0,0,-0.0456094322103254,0,0,0,0,0,0,0,0,0,0,0,0.0256579273010625,0,0,0,0.106674397910587,0,0,0,0,0,0,0.0737616869261868,0,0.0754838695383784,-0.0113889421912595,0,0,-0.0153915370933641,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331229268785613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476353277304695,0,0,0,0.028704950800173,0,0.118236656967812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713927499019747,0,0,0,0.0281805093933973,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,-0.0547825812218933,0.0149627536537006,0,0,0,0,0,0.0984072031200601,0.00906008733280435,0,0,0,0,0.482021271624053,0,0.113678370843122,0,0,0,0,0,0,0,0,0,0.14403411087109,0,0,0.0791555834655281,0,0,0,0,0,0,0,0,0,0.0543698927310431,0,0,0,0,0,-0.00561096487764486,0,0,0,-0.055519617224821,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0.014682003956259,0,0,0,0,0,0,0.134675831324432,0,0.165701815610778,0,0,0,0,-0.0276342130665267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573443317580266,0,0.0897179234037997,0,0,0.00311825090496859,0,0,0,0,0,0,0,0,0.100053450727749,0,0,0,0,-0.0880775237371502,0,0
X600010.SH,0,0,0,0,0,0.0483160041839202,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0418519613725082,0,0,0.544055783077095,-0.212965796830617,0,-0.0456615355421794,0,0,0,0,0,0,0,0,-0.0107287743850301,0,0,0,0,0.12860845135646,0,0,0,0,0,0,0,0,0,0.0464738591197482,0,0,0,0,0,-0.00140182207998935,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.267496258314853,0,0,0,0,0,0,0,0,0,0,0,0.111904231160959,-0.048787649504582,0,0,0,0,0,0.2374593562532,0,0,0,0,0,0,0,0,0,0.169807556717567,0,0,-6.7762635780344e-21,0,0,0,0.345093969261085,0,0,0,0,0,0,0,0,0,0,-0.0514862939241261,0,0,0,-0.0974981745992868,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855947236744961,0,0,0,0,0,0,0.045079215275308,0,0,0,0.0442391491233406,0,0,0,0,0,0,0,0,0,0,-0.0285205571379651,-0.00841919685357595,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376549513225417,0,0,0,0,0,0,0,0,0,0.262603649649164,0,0,0,-0.00256133337697193,0,0,0,0,0,0,0,0.222137673471597,0,0.0280509369040081,0,0,0,0.0710739240895543,0.21762878205315,0,0,0.00197482613778057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
