,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X000629.SZ,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X300073.SZ,X601991.SH,X600096.SH,X600803.SH,X000786.SZ,X002080.SZ,X000723.SZ,X000983.SZ,X600027.SH,X600160.SH,X600141.SH,X600219.SH,X600348.SH,X601699.SH,X600157.SH,X600399.SH,X600378.SH,X600801.SH,X002407.SZ,X000155.SZ,X600486.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0420122104747502,0,0,0.0368085321541102,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0622943013056392,0,0,0,0,0.179151631072637,0,0,0.000223704163722228,0,0.140949486155616,0,0,0,0,0,0,0,0.0130867128083974,0.042113949425096,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.105888117341901,0,0.0133997822606921,0,0,0,0.19405804778577,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403106183897079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251744529871029,0.269176324065943,0,0,-0.0189195985725657,0,0,0,0,0,0,-0.0264034056492248,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0103583836596538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10363629187386,0,0.0202196772160969,0,0,0,0,0,0,0,0,0,0,0,0.0291320777752513,0,0,0,0,0,0.0356088063396908,0.0692867357223167,0.0452503803319662,0,0,0,0,0,0,0,0,0,0,0,0,-0.000219417104420958,0,0
X600309.SH,0,0,0,0,0,0,0.0380640742632117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163034509019813,0,0,0,0,0,0,0,0,0,0,0,0,0.0505226112328754,0,0,0,0,0,0,0.215008933549064,0,0,0.0224389228898993,0,0,0,0,0.0465829780823922,0,0.00138298284363579,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.62196265059417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379375944214383,0,0,0,8.67361737988404e-19,0,0,0.168763025664574,0,0,0.120022968208748,0,0,0,0,0,0,-0.0476564408866645,0,0,0.0421152889660247,0,0,0.0775272595618188,0.0697463676670041,0,0,0,0.00488022879300787,0,0,0,0,0.0757833216365352,0,0
X002460.SZ,0,0,0,0,0.148084140425618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113682341890841,0,0,0.132504446775705,0,0,0,0,0,0,0.0355330139389584,0,0,0,0,0,0.0782490973640752,0,0,0,0.0846225656650443,0,0,0.0751667709814181,0,0,0,0,0.106250317921152,0,0,0,0,0,0,0,0,0,0.0281151319781608,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.429324226426415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262449137573608,0,0,0,0,0.196382360957209,0,0,0,0,0.0396541021590461,0.102620379277449,0,-0.0330822388789243,0,0,0,0,0,0,0,-0.000229778625403573,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0383541439291961,0,0,0.0101776177270455,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0769777484686841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722691614003612,0,0.0604230900539346,0,0,0,0,0,0.022305864041618,-4.33680868994202e-19,0,-0.0180394115227571,0,0.318847146724509,0,0,0,0,0,0,0,0,0,0,-0.00390240077450199,0,0
X000792.SZ,0,0,0,0,0.268682075414697,0.0625991610241585,0,0,0,0,0,0,0,0.0773929442122071,0,0,0,0,0.0998646230336711,0,0,0,0,0.12674545515229,0,0,0,0,0,0,0.0231284680402139,0,0.0729419326515879,0.0191143259369923,0,0,0.0613901805174363,0,0,0,0.10058651660393,0,0,0.0496616993485462,0,0,0.0137404487239795,0,0,0,0,-0.0136255733832535,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0534938026757516,0,0,0,0,0,0,0,0.148742024062279,0,0.0364717932424745,0,0,0,0,0,0,0,0,0.0518416867437305,0,0.0595559846396119,0,0,0,0,0,0,0.058697239845741,0,0,0,0,0,0,0,0.028377477973105,0,0.0209338157017921,0,0,0,0,0,0,0
X601898.SH,0,0.0870831505118023,0,0.124058355501639,0,0,0.184077688898559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186520557492044,0,0,0,0,0.308911361911524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701633063754559,0,0,0,0,0,0,0.0327612116436042,0,0
X600111.SH,0,-0.0211899458667233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122138334891822,0,0,0,0,0,0,0.135411616406655,0,0,0.2825598766149,0,0,0,0,0,0,0.0827183664081473,0,0,0,0,0.157632656994829,0,0,0,0,0.141535561247315,0,0,0,0,0,0,0.0205128842562118,0,0,0,0,0.0210423969583164,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636114848128774,0,0,0,0,0,0,0,0.00656012999010094,0,0,0,0,0.103213571648324,0,0,0.130324925116738,0,4.33680868994202e-19,0,0,0,-2.16840434497101e-19,0,0,0.0419166070965254,0,0,0.135400542164443,0,0,0.0166465325159427,0.106340261516971,0,0,0,-0.0770671112624839,0,0,0,0,-0.0295460109183785,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00986525666146676,0,0,0,0,0,-0.203829170607001,0,0,0,0.148434517204126,0,0,0,0,0,0,0,0,0,0,0,-0.0104868417881772,0,0,0,0,0,0.861467676672084,0,0,0,0,0,0,0,-0.00264594137415211,0,0,0,0,0,0,-0.00504983508806409,0,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0736297446575703,0,0,0,0,0,0,0,0,0,0,0,0.139860998708931,0,0,0.0237538082200565,0,0,0,0,0,0,0,0,0.476002042545972,0,0,0,0,0,0.0777546128062974,0,0,0,0.0170309779093068,3.46944695195361e-18,0,0,0,0,0.00106589032483472,0,0,0.0262944385691107,0.141589413781611,0,0,0,0,0,0,0,0,0.133763513888529,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450100706877468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247093793566284,0.190958906734805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121837823268859,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05941219201219,0,0.121168286502811,0,0,0,0,0,0,0.0277201654979189,0,0,0,0,0,0.0803643196055855,0,0.180198123933126,0,0,0,0,0,0,0,0,0,0,0,0.00608912542169965,0,0,0,0,0,0,0.0344169547855473,0,0,0,0,-0.0184859102210905,0,0
X002271.SZ,0,0,0,0,-0.0280138698338004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769083093264447,0,0,0,0.891369145176715,0,0,0,0,0,0,0,0.0736155979949352,0,-0.0958529664199241,0,0,0,0,0,0,0,0,0.0115248458094651,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.47350759657068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401889690792578,0.0180679199596822,0.226895463521596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590631803365952,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0541851556338964,0,0,0,0,0.0603796984823856,-0.0611733626846337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662370548346964,-0.0203904614342207,0,0,0,0,0,0,0,0,0,0.0435945033545177,0,0,0,0.0390375882895346,0,0,0,0,0,0,0,0,-0.018376017210466,0,0
