,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X600516.SH,X002460.SZ,X601991.SH,X000898.SZ,X600547.SH,X600111.SH,X600176.SH,X600886.SH,X000786.SZ,X600352.SH,X000709.SZ,X000825.SZ,X002271.SZ,X600027.SH,X000792.SZ,X601699.SH,X000553.SZ,X000408.SZ,X000830.SZ,X600299.SH,X000932.SZ,X600808.SH,X601158.SH,X600219.SH,X002110.SZ,X600489.SH,X000883.SZ,X000959.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.391028220473634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162573091024809,0,0,0,0,-6.93889390390723e-18,0,0,0.0204076959226176,0,0,0,0,0.0254762637497488,0,0,0,0,0,0,0,0,0,0,0,0,0.0429808432721011,0,0,0,0,0.0841139165716144,0,-0.00174165787568072,0,0,0,0,0,0,0
X600028.SH,0.154326678671886,0,0.0717917335696167,0,0,0,0,0,0,0,0,0,0,0,0.0773921531183617,0,0,0,0,0,0,0,0.207596971855491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172240798626797,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.387588829000277,0.141436222643915,0,0,0,0,0,0,-0.035711821740581,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0312607495219558,0,0,0,0,0,0,0,0,0,0,0.152442947423937,0,0,0.0070029891882374,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100223468743625,0,0,0,0,0,0
X600019.SH,0,0,0.10297415285577,0,0.159817904900026,0,0,0,0,0.327597754643862,0,0,0,0,0.0139601495668696,0,0,0,0,-0.0442478066720446,0,0.158944540522261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211962821912704,0,0,0,0,0,0,0,0,0,0,0.0161164068600661,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.270676311516548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136117286419375,0,0.129139610266029,0,0,0,0,0,-0.103752595431746,0.211320552847614,0,0,0,0,0.114381956808663,0,0,0,0,0,0,0,0,0,0,0,-0.00921660203688511,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601710897601034,0,0,0,0,0,0,0.121914572201913,0,0.0940824827031457,0,0,0,0,0,0.0115160191273759,0,0,0,0,0.0812795340802036,0,0.0529252271963365,0,0,0,0,0,0,0,0,0.05014868942603,0,0,0,0.00452288131005843,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506036987240602,0.103137564423667,0,0,0,0,0,0,0,0,0.0325267587867465,0,0,0,0,0.06363635575754,0,0.116748213682848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229200520766667,0,0,0,0,0,0,0
X601600.SH,0,0.103958207048212,0.0962988259016526,0,0,0,0,0,0,0.107078061608098,0,0,0,0,0,0,-0.275310232935677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902770933730031,0,0,0.0577247640851178,0,-0.0417714226538183,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0115467975687431,-0.121476682870949,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0429073963607647,0,0,0,0,0,0,0,0,0,0,0,0.0115529015034175,0,0,0.0168509437790416,0,0,0,0,0,0,0.00914200979557194,0,0,0,0,0,0,0.559012114436368,0,0,0.112698627026751,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00531222257398962,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.00365383542182091,0,0,0,0,0.151170138207018,0,0,0.0327412033032396,0,0,0,0,0.049867332482824,0,0,0,0,0,0,0,0,0,0.0540001858775165,0.177144539072351,0,0,0,0,0,0,0,0,0.0411115878807121,0,0,0,0,0.1928078625213,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.00827399116355134,0,0,0,0,0,0,-0.0810443714177395,0,0,0,0.20680071930228,0.377217727626323,0,0,-0.110245124207171,0,0,0,0,0,0,0,0,0,0,0.0759457212453394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588468305684151,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753278609353156,0,0,-0.0670862450284757,0.114310978628089,0,0,0,0,0,0.217473012076822,0,0,0,0,-0.0013606312188794,0.181428359525816,0,0,0,0.12558598556705,0,0,0.113126347360742,0,0,0,0,0.0415791540723274,0,0,0,0,0,0,-0.00804618708560261,0,0,0,0,0,0,0
X600688.SH,0,0.341768460404425,0,0,0,0,0,0,0,0,0,-0.0492420231603215,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220840364221152,0,0,0,0,0,0,0,0,0.0899992147851048,0,0,0.0234651720634227,0,0,0,0,0,0,0,0,0,0,0.0695963870619707,0,-0.01934435355847,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.136117692383884,0,0,0,0,0,0,0,0,0,0,0,0,0.169723258148798,0,0,0,0,0,0,0.27431205428899,0,0,0.0395114240808094,0,0,0,0.154344953869266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421373532481361,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139913228889443,0,0,0,0.0874858390177798,0,0.0298165875159367,0,0,0,0,0,0,0,0,0.0965137429599753,0,0,0,0,0,0.0432132334656045,0,0,0,0.0129285760877206,0,0,0.103778172578451,0,0,0,0.00900425984461313,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235753284602501,0,0,0,0,0,0,0.186172167792725,0,0,0,0,0.0413332255018592,0.0476296442877116,0,0,0,0,0,0.0678797946882553,0,0,0,0,0,0.104988045442065,0,0,0,0,0,0,0.0326721377492752,-0.0488611024480212,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.183405067836014,0,0,0,0,0,0.0737357272972284,0,0,0,0,0,0,0.158595337804038,0,0,0,0,0,0.0264994355110186,0,0,0.159237727064923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124062143206499,0,-0.00297563614862755,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.173237250004805,0,0,0,0,0,0,0,0,0,0,0,0.0313970315019763,0,0,0,0.545466745108704,0,0,0,0,0,0,0,0,0.0209367632084673,0,0.134101009490165,0,0.0302345942670199,0,0,0,0,0,0.152084996532822,0,0,0,0,0,0,-0.0257894430704505,-0.0300657315700663,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.578169019913896,0,0,0,0,0,0,0,0,0,0,0,0.0197726536019019,0,0,0,0,0,0.184621709476494,0,0,0,0,0,0.0895969057443874,0,0,0,0,0,0,0.159526559119733,0,0,0,0,0,0,0.00191218263137297,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531170433791824,0.164675663924403,0.0668993932386742,0,0,0,0,0.102345823712637,0,0,0,0,0,0,0,0,0,0.0265442277240845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000206062457145208,0,0,0,0,0,0
