,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X600886.SH,X601600.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X000408.SZ,X000629.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X600378.SH,X002080.SZ,X600348.SH,X000933.SZ,X600157.SH,X600688.SH,X600141.SH,X000932.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.509932979703117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337630184176808,0,0,0,0,0.0276480074106239,0,0.157130920297492,0,0.00474066288816672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000715900604815696,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.394684996889484,0,0,0,0,0,0,0.0460091381880597,0,0,0,-0.0305839030057769,0,0,0,0,0.0440124188499844,0,0,0,0,0,0.0761763960290104,0,0,0.140898890838831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037442888137551,0,0,0.0327303973003198,0,0,0,0,0,0
X600028.SH,0.54347821558493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164175723922414,0,0,0,0,0,0,0,0,0,0.0310222519569093,0.0601225652318019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365568502129945,0,-0.00108574233532623,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309906861728422,0.179544558356558,0,0.15551972151626,0,0,0,0,0,0.101190920294416,0,0.00743721606804288,0,0,-0.0231523670458037,0,0,0,0.224431310803242,0,-0.139183220614852,-0.229341546239482,0,0,0,0.0939561604996253,0,0,0,0,0,0,0,0,0,0,0,0.0132022314952989,0,0,0,0,0,0,0
X600188.SH,0,0.324032539779639,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0.0330265765870269,0,0,-0.0540276199082213,0,0,0,0,0,0,0,0,0,0.0645198078498739,0.0937290158702337,0.179228473454176,0,0,0,0,0,0,0,0,0,0,0,0,0.0232431997115395,0.266575162881233,0,0,0,0,0,0,0.00410463338867517,0.0440632203363014,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239526545330227,0,0,0,0,0.317509611331729,0,0,0,0.0243886920013493,0,-0.0255928573159167,0.0858201950121431,0,0,0,0.302182964910246,0,0,-0.00285522087409002,-0.0473838305336973,0,0,0,0,0,0,0,0.0174059967325089,0,0,0,0,0,0,-0.00513295231675271,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.549450280011011,0,0.107002716180771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00745360807609973,0,-0.000439201832204004,0,0,0,0,0,0.0410202229396146,0,0,0,0,0,0.068988637159824,0.0664522488692458,0,0,0,0,0,0,0,0,0.00294138919429377,0.0104664173201471,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.649330079359727,0,0,0.0369364023950372,0,0,0,0,0,0,0,0,0.0700208059722846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875521419250104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151037170127884,-0.0121493405350051,0,0,0,0,0,0
X600019.SH,-3.46944695195361e-18,0,0,0,0.0221780955977048,0,0,-0.0567559710331202,0,0,0,0,0,0,0,0,0,0,0,0,0.367241190467256,0,0,0,0,0,0,0,0,0,0,-0.0176501067056512,0.129024258820237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823136495766798,0,0,0.113389682752075,0,-0.000400647823864786,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.397698902675318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066976387139952,0,0,0,0,0,-0.108871776003239,0,0,0,0,0.0185732428904371,0,0,0,0,0,0,0.254232389188973,0,0,0,0,0,0,0,0.0473036789350935,0,0,0,-0.0129038680164808,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157646082105647,0,0.219350268566156,0.337368445574508,0,0,0,0.0774511900410939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211510295751348,-0.0210793730825732,0,0,0,0,0,0
X600011.SH,0,0,0,-0.185374821696064,0,0,0,0,0,0,0,0,-0.00919666250629599,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.548273387568038,0,0,0.322998608737155,0,0,0,0.0989584893291075,0,0,0.175471292807151,0,0,0,0,0,0,0,0,-0.127817485589018,0,0.106239664237345,0,0,0,0,-0.00344264236880232,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0925963863711791,0,0,0.260892912246077,0,0,0,0,0,0,0,0,0.00929308574160003,0,0,0,0,0,0,0,0,0,0.0462777128234214,0,0,0.0895765011276378,0,0,0,0,0,0,0,0.185323783323742,0,0,0.0281632970999858,0,0,0,0,0,0,0,0,-0.00389754008913409,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0628804447248699,0,0,0.0182586801239786,0,0,0.129364017669936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272780496776197,0.101571272928998,0,0,0,0,0.150572766092686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191205283276629,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.514124143425168,0,0,0,0,0,-0.110627987999783,0,0,0,0,0,0,0,0,0,0.0234738254883806,0,0,0,0,0.0502742342882924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109635869016564,0.053215785311566,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661816295307238,0,0,-0.202406789195222,0,0,0,0.365904331764518,0,0,0,0,0,0,0,0,0,0,0,0,0.388216394049614,0,0,0,0,0,0,0.0567052103020262,0,0,0,0,0,0,0,0.00353591114698225,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.330480581897473,0.0410376609466445,0,0,0,0,0,0,0,0,0.0138554075588996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632280224822417,0,0,0.0653513200776078,-4.33680868994202e-19,0,0,0,0,0,0,0.0742395240016844,0,0.0090243449099683,0,0,0,0,0,0,0,-0.0340794314128467,-0.0107605875490173,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207024905643232,0,0,0,-0.0177877209380503,0,0,0,0.0184500769902844,0,0.0413566300763472,0,0,0,0,0.0638015263830797,0,0,0,0,0,0,0,0,0,0,0.815305698608611,0,0,0,0,0,0,0,0,0,0,0.00464233531095445,-0.0289419691969026,0,0,0,0,0,0
