,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X600547.SH,X600660.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X000629.SZ,X600176.SH,X600111.SH,X600299.SH,X600516.SH,X002466.SZ,X600808.SH,X000709.SZ,X002460.SZ,X600352.SH,X600801.SH,X002110.SZ,X300072.SZ,X600489.SH,X000825.SZ,X600339.SH,X601158.SH,X600426.SH,X000553.SZ,X600219.SH,X600583.SH,X000786.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0530270881691459,0,0,0,0,0,0,0,0,0.0735139250870221,0,0,0.0118404415366893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120597644187894,0,0,0,0,0.129271984605868,0,0,0,0,0,0.232567865147598,0,-0.00757730786874779,0.0196060142053207,0,0,0,0,0,0
X600028.SH,0.0677742409677246,0,0.0328269490406956,0,0.241410380899623,0.00162783317391335,0,0,0,0,0,0,0,0.0207060943503343,0,0.0636390250248046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592730127766895,0,0,0,0,0,0,0,0,0,0.146972307530992,0,0,0.016731650833812,0,0,0,0,0.0561662973214695,0,0,5.42101086242752e-20,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0163084438240818,0,0,0.0444518705765311,0,0.253683101628917,0.111573481674456,0,0,0,0,0,0,0,0,0,0,0,0.00352705462821884,0,0,0,0,0.0592983415639391,0.0287367329647164,0,0,0.0097382555972509,0,0,0,0,0,0,0,0.093949663292575,0,0,0,0,0,-0.0180177778693041,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0901194382515528,0.00656469049234406,0,0,0,0,0,0,0,0,0,0,0,0,0.0791403177673762,0,0,0,0,0,0,0.0563339817651898,0,0,0,0,0,0.364343201387868,0,0,0,0,0,0,0,0,0,0.108418288556287,0.160228038375464,0,0,0,0,0,0,0,0.00472089496450583,0,0,0,0,0,0
X600019.SH,0,0,0,0.0591320704177856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565678098844946,0,0,0,0,0,0,0,0.00182583139892688,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.154217788318233,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0785898766943268,0,0,0,0,0,0,0,0,0.062295105211822,0,0,0,0.751392552203169,0,0,0,0,0,0,0,0,0,0.0410457026548254,0.0398599422688413,0,0,0,-0.0726075024372826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125584778927476,0.0286396785483208,0,0,0,0,0,0
X600309.SH,0,0,0,0.179397118890776,0,0.042751395448159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389249915072627,-0.337717800008465,0,0,0,0,0,-0.156047038758617,0,0,0,0,0,0,-0.265156674025606,0.191246882385278,0,0,0.34351010692572,0,0,0.0633957970495386,0,0,0,0,0,0,0,0.00389137570290548,0.0590725960889194,0,0,0,0,-0.160634512678954,0
X600010.SH,0.113423985730946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709659080267271,0,0,0,0,0,0.202904202510926,0,0,0,0,0,0.143459974166309,0,0,0,0,0,0,-0.0476542090321339,0,0.00864034655879971,0,0,0.00765517332545505,0,0,0.0292855093288869,0,0,0,0.0973008446464227,0,0,0,-0.01135912978897,-0.0102652985458644,0,0,0,0,0,0
X601898.SH,0.0849761985653465,0.0824048520724733,0.180654575982531,0,0,0,0,0,0,0,0,0,0,0.206801971774566,0.123660689335306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125954303881438,0,0,0,0,-0.00903773256701913,0,0,0,0,0,0,0
X600688.SH,0.198108186784586,0.044664922452056,0,0,0,0,0,0,0.0235721024156861,0,0,0,0,0.0149118351646663,0,0,0,0,0,0,0,0,0.0128463331466754,0,0,0,0.0372952584881205,0.0814791203145891,0,0,0,0,0,0,0,0,0.0324906688750768,0,0.025058553787239,0.0878551275976065,0,0,0,0,0,0,0,0,0,-0.00950327512563214,0,0,0,0,0,0,0
X601991.SH,0.145425911589538,0,0,0,0,0,0,0,0.0172670825312791,0,0,0,0,0.18072253544866,0,0,0,0,0,0,0,-0.0258979464149867,0,0,0,0,0,0,0,-0.0208892038021271,0,0,0,0,0,0,0,0,0,0.127120902922949,0,0,0,0,0,0,0,0,0,-0.0208458299230045,-0.0173532651624034,0,0,0,0,0,0
