,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X002271.SZ,X601898.SH,X600011.SH,X600111.SH,X000877.SZ,X002466.SZ,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X600801.SH,X601699.SH,X000723.SZ,X601991.SH,X600096.SH,X000932.SZ,X000408.SZ,X600486.SH,X600219.SH,X600295.SH,X000959.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600985.SH,X000830.SZ,X600141.SH,X600489.SH,X600157.SH,X000825.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.144358369494065,0,0,0,0,0,0,0,0,0.178678317353968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161602155329071,0,0,0,0.0587826072032611,0,0,0,0,0.0596181380274581,0,0,0,0,0,0,0.0555051368131942,0,0,0,0,0,0,-0.0187636228223522,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0857148965972671,0,0,0,0,0.173150098321647,0,0,0,0,0,0,0,0,0,-0.0508592447755063,0,0,0,0,0,0,0,0,0,0.0325581628305743,0,0,0,0,0,0,0,0,0,0,0,0,0.297651952143365,0,0,0,0,0,0,0,0,0.00517258376836458,0,0,0,0,0,0
X600028.SH,0.0190283512488197,0,0,0,0,0,0,0,0,0,0.0576640629135243,-0.00105625337005324,0,0,0,0,0,0,0,0.0242673545885364,0,0,0.0295002173094253,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0761257931462996,0,0,0.0498319296472754,0,0,0,0.00130629558728343,0,0,0,0,0,-0.0191025671603647,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0327410568524703,0,0,0,0,0,0,0,0,0,0.068835313674875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311606883984434,0.192947493173778,0,0.115310475636744,0,0,0,0,0,0,0,0,0,0,0.00313653130068764,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745074566454681,0,0,0,0.126753444086321,0,0.376976976213765,0,0.00670601155112981,0,0,0,0,0,0,0,0.0425907003057619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.778042651250975,0,0,0,0,0,0.117155502219862,0,0,-0.028691451323739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236659366073259,0,0,0,0,0,0,0,0,0,0,0,0,0.0398784394116389,0,0,0,0,0.339282117267556,0,0,0,0,0,0,0.102974260409431,0,0.041456008341062,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0231549850301546,0,0,0,0,0,0,0,0,0.251135926586685,-0.0352860770027689,0,0,0.060872619383291,0.0560799612170549,0,0,0,0,0,0,0,0,0,0,0,0.261260224213562,0,0.227776729198857,0,0,0.00763525379303817,0.0883789270161157,0,0,0,0,0,0,0,0.194255095114463,0,0,-0.34208390499413,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.038121846978669,0,0,0,0,0,0.27830001509024,0,0.474477980372739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603070233269136,0,0,0,0,0,0.0803706360304147,0,0,0,0,0,0,0,0,0,0,0,0,-0.18820274116214,0.220421259180132,0,0,-0.0381879205739545,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0647010163865323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174246315240252,0,0,0,0.143621245861365,0,0,0,0,0.0471187053946,0,0,0,0,0,0,0,0,-0.0316446975705269,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-0.0638803373020322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25982995380589,0,0,0,0,0,0,0,0,0,0,0.0321110025000903,0,0.306837188896537,-0.0889354253462958,0,0.278077182448728,0,0,0,0,0,0,0,0,0.0266679373534152,0,0,0,0,0,0
X601898.SH,0,0.267036678539383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131412454652595,0,0,0,0,0.130023735666381,0,0,0,0,0,0,0,0.0833290192254426,0,0,0.0231079706048896,0.0717450110045739,0.17729099596673,0,0,0,0,0,0,0,-0.0309311038568599,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766944405672737,0,0,-0.0397716365625361,0,0,0,0,0,0,0,0,0.520536844045561,0,0,0,0,0,0,0,-0.027586136677134,0.0102341943241595,0,0,0,0,0.405607638724199,0.356400983369454,0,0.0364663426798037,0,-0.0600937395622149,0,0,-0.261247930489876,0,0,0,0.0727261274425272,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.387429382157538,0,0,0,0,0,0.0745474869003912,0,0,0.0568822274437825,0,0,0.1699253321797,0.130148146614837,0,0,0,0,0,0,0,0,0,0,0.0776500106346324,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0203694558591217,0,0,0,0,0,0,0,0,0.0671913561953764,-0.00688872422184682,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0678611309144931,0,0,0.0638914449659138,0,0,0,0,0,0,0,0,0.38344962177918,0,0,0,0,0.014523767578463,0,0,0,0.044916571128112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205447038427635,0,0,0,0,0,0
X002466.SZ,-0.0425368324603128,0,0,0,0,0,0,0.906394875574749,0,0,0,0,0,-0.104660337295229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260679425117141,0.120863600732117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299161858058864,-0.0295706985573116,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.102793803334165,0,0,0,0,0.00980217954050365,0.235074039477069,0,0.036712568489032,0,0,0,0,0,0.107960023679295,0,0,0,0,0,0,0,0.209215954368467,0,0,0,0,0,0,0,0.102329071407004,0,-0.0163634231060283,0,0,-0.165063371355636,0,0,0,0,0,0,0,0.231698027100319,0,0.00699269339387314,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.163132192121145,0,0,0,0,0.19547288709618,0,0.153152383835174,0,0,0.012312728009762,0,0,0,0,0,0,0.0620898990182389,0,6.93889390390723e-18,0,0.0650573424366615,0.136762130034048,0,0,0,0.0563236437561965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
