,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600886.SH,X600027.SH,X002075.SZ,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000539.SZ,X000027.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X600098.SH,X000629.SZ,X600307.SH,X600808.SH,X600160.SH,X600863.SH,X600489.SH,X600623.SH,X600578.SH,X601918.SH,X600612.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.810054651137359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02459939362206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172991223448047,0,0,0,0,0,0,0,0.00424924940682795,0,0,0,0,-0.0199610261819789,0,0,0,0,0,0,0
X600028.SH,0.471845864877561,0,0.155243055483017,0,0,0.138371372408195,0,0,0,0.0121241168436945,0,0,0,0,0,0,0,0,0,0,0.00292991909005321,0,0,0,0,0,0,0,0,0.100862583678459,0,0,0,0.0137342905813346,0,0,0.0188178257194277,0,0,0,0,0,0,0,0,0,0,0,0,0.00498134067136659,0.0992105742642582,0,0,0,0,0
X601088.SH,0,0,0,0,0.290888051396291,0.0795479102254895,0.0635174768498474,0,0,0,0,0.0300138574784731,0,0,0,0,0,0,0,0.115922697893816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115725998778991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.700982109559499,0,0.0157429438087934,0,0,0,0,0.0629034718712054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.107929872088197,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.359621569868235,0,0,0,0,0,0,0,0,0,0,0.185190446630402,0,0,0,0.0422867422595958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.335071793392522,0.0292026804600584,0,0,0,0.0466593670600791,0,0.0420791221221559,0,0,0,0,0,0,0,0,0,0.0412725096965923,0,0,0,0,0,0.301536365470519,0,0,0,0.0440069047583714,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190395811755662,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710771570258502,0,0,0,0.336774367919094,0.0041018055688492,0,0,0,0,0.168401147053685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0228148416901129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884076252387343,1.35525271560688e-20,0.204664589327016,0,0,0,0,-0.00182150753116835,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.133523983257497,0.113269600293224,0,0.0434230623491263,0,0,0,0,0,0.0678382795276779,0,0.0528926989559639,0,0.076072091284567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185441821090238,0,0.174581017244855,0,0.00741384163864392,0.120398498060909,0,0,0.0103821229223161,0.0593792316451164,0,-0.00402902146970355,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745798994277337,0,0,0,0,0,0.0321216456711538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722515142490412,0,0.170749231329267,0,0.209271212820602,0,0,0,0,0,0,0,0,0,0,0,0
