,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000301.SZ,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600219.SH,X600176.SH,X600886.SH,X600011.SH,X000786.SZ,X000723.SZ,X000825.SZ,X000408.SZ,X000932.SZ,X000959.SZ,X600803.SH,X601991.SH,X600399.SH,X000807.SZ,X002080.SZ,X300037.SZ,X000898.SZ,X600795.SH,X000831.SZ,X601699.SH,X600352.SH,X002409.SZ,X600549.SH,X600489.SH,X600486.SH,X600808.SH,X002407.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679218237606651,0,0,0,0.019140022994264,0,0,0,0,0,0,0,0,0,0.0838981562491077,0,0,0,0,0,0,0,0,0,0,0,-0.011561346183076,0,0,0,0,0,0
X600028.SH,0.194081645035089,0,0,0,-0.0602371772875532,0,0,0,0,0,0,0,0.0629613891609364,0.0489323340563646,0,0,0,0.00945285290805314,0,0,0,0,0.00824823011368057,0,0,0,0,0,0,0.000457266894244234,0,-0.00971718861288866,0,-0.0258348167289227,0.0572142570955742,0,0,0,0,0,0.0140428366013619,0,-0.00504934346147198,0,0,0,0,0,0,0,0,-0.0170582030269571,0.0523979568075993,0,0,0,0,0,0
X601088.SH,0.0541825061203499,0,0,0,-0.0231871194455291,0.0614623633651183,0,0,0,0,0,0,0,0,0,0.0507929746674044,0.0534591205350386,0.185584450692484,0,0,0.0201179418156376,0,0,0.0488746849222711,0,0.119283510915966,0.0342633091495183,0,0,0,0,0,0,0,0,0,-0.0647893200054355,0,0,0.00534251907985051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0828036486622482,0,0.0995084562359545,0,0.0847360043798976,0,0,0,0,0,0,0,0.176961763738661,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734517506384127,0,0,0.0228915369400238,0,0,0,0,0,0.0224281084710191,0,0,0,0,0,0.0613133558106192,0,0,0.00196175848159896,0.0108174224750268,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.280892782103043,0,0,0.0746963982614609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790768027276908,0,0,0,0,0,0.111800074102756,0,4.33680868994202e-19,0.145164073919386,0,0,0,0.312582414050626,0,-0.0244196972783313,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0594722142647278,0,0,0.0247797608602701,0,0.0742665480058505,0,0,0,0,0,0,0,0.116560386604689,0,0,0.217541146687912,0,0,0.0142356748945654,0,0,0,0,0,0,0,0.00909567752823346,0,0,0,0,0,-0.0545218001449018,0,0,0,0,0,0,0,0,-0.00894934168311905,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117449166602704,0,0,0,-0.0654760169430542,0,0,0,0,0,0,0,0,0,0,0.0474526644918368,0.0695081738669442,0,0,0,0,0,-0.0703583369801697,0.258718194630087,0,0.0164187014792576,0,0,0,0,0,0,0.151802130869773,0,0,0,0,0,0,0,0,0,-0.0759597772336022,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0618141229811399,0,0,0,0,0.0554486916271629,0,0,-0.016972441619328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158791324378213,0,0,0.0537931695073875,0,0,0.216742007037318,0,0,0,0.517311916179833,0,0,0,0,0.017023513287438,0,0,0.0562422838520018,0.0605906209655347,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.358825928421313,0,0.178630937619384,0,0,-0.130092222114408,0.279427088604793,0.398488007317582,0,-0.119138606201398,0,0,0,0,0,0,0,0,0.0684391123245186,0.0424662400020976,0.155696790090822,0,0,0,0,0,0,0,0.043952578493921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577842604543428,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.128872774296375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247120692094162,0,0.157830203361156,0,0,0.0948693947720067,0,0,0,0,0,0,-0.00752748871933231,0,0,0,0,0.0975554095862958,-2.16840434497101e-19,0,0,-0.00401940476462931,0,0.126213573076024,-0.111674990288602,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.00724129406648447,0,0,0,0.0749395563933973,0,0.00610288562605668,0,0,0,-0.0560988224683868,0,0,0,0,0,0,0,0,0.0057708551168703,0,0,0.0271100302304169,0.0607964821290536,0,0,0,0,0,0.0523799934252958,0.172381751807383,0,0,0,0,0,-0.0792876944569763,0,0,0,0,0.131913217145493,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0.188098133337813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222058576017436,0,0.0839191989862736,0,0,0,0,0.00187853932688463,0,0,0.146126684910769,0,0,0,0.0180493569600395,0,0,0,0,0,0,0,0.051320132646111,0,0,0,0,0,0.00429287784718819,0,0,0.138372573285299,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.126544393928732,-0.0177503723360646,0,0,0,0,0,0,0.222073917146276,0,0,0,0,0.0420336338316427,0,0,0,0,0.17483042892607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281880049042411,0,0,0,0,0,0,0,0,0.0153030984527053,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0434984612640951,0,0,0.115562859499119,0.229839837850358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357034102078046,0,0.0855028891634217,0,0,0,0,0,0,0.192843999354298,0,0,0.0289624719736608,0,0,0.0597335062307543,0,0,0,0,0,0.079879402539131,0,0.0545629774258202,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0434948007001357,0,0.201235744166348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351776261391231,0,0,0,0,8.67361737988404e-19,0,0,0,0.365323673550994,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
