,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X600176.SH,X000898.SZ,X601992.SH,X002466.SZ,X600516.SH,X000709.SZ,X600111.SH,X600352.SH,X002460.SZ,X600299.SH,X000786.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600801.SH,X000825.SZ,X600219.SH,X000553.SZ,X000883.SZ,X600583.SH,X002110.SZ,X002271.SZ,X002470.SZ,X600157.SH,X600021.SH,X600612.SH,X000408.SZ,X601699.SH,X600339.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.108082204445107,0,0,0,0,0,0,0,0,0,0,0,0.021251259869864,0,0,0,0,0.0441653865830205,0.00221514184910504,0,0,0,0,0,0,0,0,0,0.0189092778369711,0.0146730103991235,0,0,0,0,0,0,0,0,0,0,0,0,0.00126381285070463,0,0,0,0.0356011504039953,0.24903699711,0,0,-0.00780842442810778,0.0189402717277554,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113915551008213,0,0,0.0163635905955743,0,0,0,0,0,0,0,0.0828121246154497,-0.101320670875271,0.138174012743375,0,-0.117804274178851,0,0,0,0,0.494365980759092,0,0,0.0337450919930423,0.0419945881153223,0,0,0,0,-0.159873151252067,0
X601088.SH,0,0,0,0,0,0.106730266917687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148674494315228,0,0.00804538430562214,0,-0.106461003162744,0,0,0,0,0,0,0,0,0.00282564510251654,0,0,0,0,0,0,0,0,0,0,0.0406885184035958,0,-0.0788652691771984,0,0,0,0,0,0,0.0263392428455676,0,0,0,0.0963468090639716,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397621610579141,0,0,0,0,0,0,0,0.060174473921384,-0.119021196268656,0.0109313824688198,0,0.435911092982705,0,0,0,0,0,0.155598206674538,0,0,0.0237494819706856,0,0,0,0,0,0,0,-0.0182840579469988,0.0481906504111221,0,0,0,0.050708453076806,-0.184751613694956,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763521889238438,0.139367112014865,0.0543019801147579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207997224380067,0,0,0.0159531418984047,0,0,0,0,0,0,0,0.00619024031232636,0.0253595546119266,0,0,0,0.0344662601541125,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195497289155232,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.28910398758473,0,0.154274685374219,0,0,0.127522277610399,0,0,0,0.112759162626395,0.0232687379462052,0.0189591260042024,0.060751920265945,0,0,0,0.115847331271755,0,0,0.00938440036108826,8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394646698847202,0,0,0.579485512534524,0,0,0,0,-0.165608821631164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292392443916124,0.0496999280872078,0,0,0,0,-0.108968325761124,0,0,-0.0079862917615145,0.00259381204362207,0,0,0,-0.0309490530356865,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141500704387916,-0.0998497999817835,0,0,0,0,0,0,0,0,0,0,0,0.0782600080476218,0,0,0,0,0,0.126862962260871,0.163709810938918,0,0,0,0,0,0,0.0766642599068366,0,0,0.00681655451358083,0.00147478332288044,0,0,0,0.0312797411716655,0,0
X600547.SH,0,0,0,0,0,0.0775855062185029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116517472410252,0,0,0.00828862338935582,0,0,0,0,0.574086644074295,0,0,0,0,0,0,0.0153125856743988,0,0,0,0,0,-0.00241390137993565,0,0,0,0,0,0,0,-0.00136600359848232,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113740423595235,0,0,0,0,0,0.144031278903672,0,0,0.0526415827554063,0,0,0.0108442447733579,0,0,0,0,0,0,0,0,0,0,0,0,0.0139574395665595,0,0,0,0.0730622474304171,0,0,-0.013102526768368,0.0438765554647782,0,0,0,0.0491571949299717,0,0
