,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600886.SH,X600801.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600688.SH,X000786.SZ,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X002466.SZ,X600126.SH,X600299.SH,X600176.SH,X002075.SZ,X600426.SH,X002353.SZ,X600486.SH,X000723.SZ,X600529.SH,X600315.SH,X601158.SH,X600516.SH,X600219.SH,X600612.SH,X000401.SZ,X002409.SZ,X000898.SZ,X000932.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.070330674507301,0,0,0,0,0,0.119984461868427,0,0,0,0.0568002616907374,0,0,0,0,0,0,0,0,0.0354691051891453,0,0,0.00252253784646228,0,0.0291545176914592,0,0,0,0.0141177168545331,0,0,0,0,0,0,0,0.0127709631095449,0,0,0.00266518917782302,-0.0119827985897715,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0217122388411313,0,0,0,0,0,0,0,0,0,0,0,0,0.000517946242335643,0,0,0,0,0,0,0,0,0,0.0172518249820306,0,0,0.116779251281946,-0.0215025299088313,0,0.0253144543092156,0,2.16840434497101e-19,0,0,0,0.0419766748060195,0,0,0,-0.0262515684041165,0,0,0,0.0262473136678835,0,0,0.00288165675396405,-0.00241804829934859,0,0,0,0,0,0
X601088.SH,0,0,0,0.0320387488476733,0,0,0,0,0.137609638076747,0,0,0,0.11997330582092,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232535584278163,0,0.029802713238282,0,0,0,0,0,0.00619119520293545,0,0,0,0,0,0,0,0,0,-0.0134837140333128,0,0,0,-0.0560190290512902,0,0,0.0035131312981087,-0.0175903926624518,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.177222376099643,0,0,0,0,0,0,0,0.540276130184128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404751969374399,0,0,0,0,0.0536017370696581,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319468561491289,-0.0036465949691745,-0.00108923442183986,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0280417008639413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194611805554137,0,0,0.0622504796997561,0,0.12481925002127,0.0449530408831259,0,0,0.028566533523249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975999906317346,0.00403839900682208,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0894186519926649,0,0,0,0,0,0,0,0,0.409135724555849,0,0,0,0,0,0,0,0,0,0.144742559551038,0,0,0,0,-0.0124207129455066,0,0,0,0,0,0,-0.0295439668352062,0,0.0939046372623331,0,-0.158142390188391,0,0,0,0,0,0,-0.000655187521485567,0.0153315393272849,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0990809968102798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485544688022142,0.112321191152647,0,0,0,0,0,0,0,0,0,0.132279549335649,0,0,0,0.0137614684855955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399845295942242,-0.015807778961915,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0457941180188521,0,0,0,-0.0271014346269586,0,0,0.0674167810874684,0,0,0,0,0,0,0,0,0,0.0263079921642582,0.0850042689446047,0,0,0,0,0.142255725743307,0,0,0,0.0177797526176281,0,0.0824360583494512,0.0716324771586248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00587413687781962,-0.00225917358813327,0,0,0,0,0,0
X600011.SH,0,0,0.33140366858406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115675542861535,0,0,0.0229640058735274,-0.0228958905982467,0.14278103656579,0,0,0,0,0,0,0,0,0,0,0,0.0401805551901977,0,0,0,0,0,0,0,0,0.0013334680018234,-0.0080153831655423,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.130874371962999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294578836522575,0.0173593337024005,0,0,0.0556984527538685,0,0.10648607494763,0,0,0.0257625841925671,0.06594322503321,0,0,0,0,0,0.147183893491384,0,0,0,0,0,0,-0.00370997397471021,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.132068794570147,0,0,0,0,0,0,0,0,0.16072433257387,0,0,0,0,0,0,0,0,0,-0.0271727006424015,0.0686209047304277,0,0,0,0,0,0,0,0,0,0.053324247669795,-0.0313825670343318,0,0,0.213123732599931,0.0469753543290562,0,0,0,0,0,0,0,0,0,0,0,-0.0648627371758703,-0.00729907189123819,-0.0338670844072174,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0642438104952923,0,0,0,0,0.0135656899322645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131010567462131,0,0,0.00877686796937423,-0.00864560516098168,0,0,0.0271244545968502,0,0,0,0,0,0,0,0,0,0,0,-0.0732108328793842,0,0,0,0,0,0,0.0081962690377504,-0.0138809126080071,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.000172461938089858,0,0,0,0,0,0.0470804136357939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199219631027071,0.0149589701819445,0,0.21690671287944,0.00931764678781931,0,0.0263858729398057,0,0,0,0,0,0,0,0,0.30818034829617,0,0,0,0,0,0,0,0.00841045563062662,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0334611313422058,0,0,0,0,0.0716335166968742,0,0,0,0,0,0,0,0,0,0,0,0,0.0149882121276428,0.223522563626556,0,0,0,0,0,0,0,0,0,0,0.127305468749393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564089021335,-0.0134273564687259,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259993228250738,0,0,0,0,0,0,0,0.0596117178508274,0.00394354903073679,0,0.03697972905925,0,0.0154218398430579,0,-0.0165516453041557,0.0691346292527395,0,0,0.0431959937610732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070798751407303,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0702157356638645,0,0,0,0,0,0,0.163681125617685,0,0,0,0,0,0,0,0.0191692749374377,0.0356384769076431,0,0.040771775116466,0,0,0,0,0,0,0,0,0,0,0,0.0329032667810983,0,0,0,0,0,0,0,0,0,0,-0.00766145887278616,0.00480738903950761,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149683198921574,0,0,0,0,0,0.0341425867652293,0,0.0305720613436865,0.0313000706496221,0,0.041339173877059,0,0,0,-0.0130144245943123,0,0,0,0.031120172880952,0,0,0,0.147179982816607,0,0,0,0,0,0,0,0,0,0,-0.0063177350838361,0,0,0,0,0,0,0
X600362.SH,0,0,0.0483298586359657,0.038962418865395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709017566711468,0,0,0,0,0.0774459694580327,0.00523998603744278,0,0,-0.0164599301510179,0,0.0826468877313277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974356266757073,-0.00896660266073577,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.530350677741756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749321600412322,0,0.230378264745688,0,0,0,0,0,0,0,0.0311893187492981,0,0.00361440205812263,-0.00732977477120816,-0.000919948469245059,0,0,0,0,0,0
