,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X600660.SH,X600188.SH,X600362.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X300072.SZ,X600516.SH,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X600489.SH,X000959.SZ,X000807.SZ,X600219.SH,X000723.SZ,X600808.SH,X600549.SH,X600176.SH,X002271.SZ,X000553.SZ,X600352.SH,X601158.SH,X002092.SZ,X000786.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0244419245491544,0,0,0,0,0.0209333341880419,0,0,0.0457091646267913,0,0,0.0110089100459007,0,0,0.0338402422657235,0,-0.0219310727152851,0,0,0,0,0,0,0,0.0186610032160072,0,0,0,0,0,-0.00475209225956054,5.42101086242752e-20,0,0,0.0598374710187895,0,0,-0.0215552473325261,-0.0291311193302927,0,0,0,0,0,-0.0092962447872762,0.0157393817158624,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.084969909759637,0,0,0.0206831807215158,0,0,0,0,0,0,0,0,0,0,0,0.00628697770510632,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324416597761,0,0,0,0,0,0,0,0,0.0904865948407518,0,0,0,0,0,0,0,0,0,0.00585840057038754,0,0,0,0,0,0
X601088.SH,0,0,0,0.0677186685213286,0,0,0,0,0,0,0,0,0,0.517488523314402,0,0,0,0,0,0,0,0,0.0330689623379462,-0.103097180062498,0,0,0,0,0,0,0,0,0,0,-0.0307822896623603,0,6.93889390390723e-18,0.0930934978267801,-0.10807366960132,0,0,0,0,0.0813327165068649,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.209349710081588,0.0374928447228956,0.068998061924851,0,0.065850784822449,0,0,0,0,0,0,0,0,0,0,0.00540065380886981,0.0438260767532401,0,0,0,0.0999793167784113,0,0,0,0,0,0,0,0,0,0,0.297323865313092,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00656263917258181,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0177934234599304,0.243119365392213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091844082359802,-0.134455733021548,0,0,0,0,0,0,0.0839132971358851,0,0,0.145412492215123,0,0,0,0,0,0.105769097870238,0,0,0,-0.0169274825497281,0,0,0,0,0,0,-0.0107158951252577,1.35525271560688e-20,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028195983349417,0,0,0,0.0353636764523973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164774234786944,0.101969086940218,0,0,0,0,0,0.062981763441853,0,0,0.164686421776818,0,0,0,0,0.00247505167715427,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.174878802967461,0,0.0611354476238384,0,0.09328447247597,0,0,0,0,0,0.0254863156697077,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0407369480775029,0,0,0,0,0,0,0,0.109202312768638,0,0,0.101185918122375,0.0784136952249087,0,0,0,0,0,0,0,0,0.111299481827348,0,0,0,-0.0605867690467602,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990333835476933,0.108566703458585,0.213983623548128,0.0650521902482571,0,0,0,0,0.00728148067312314,-0.0459342653283555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116096884005258,0,0,0,0,0,0,0,0.00564939877192961,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.00880101201517599,0,0,0,0,0.0419119570553139,0,0,0.0783034870195804,0,-0.0159865195992963,0,-0.0408226467241925,0,0,0,0.0528555131625004,0,0,0,0,0.0537139465416545,0,0,0,0,0,0,0,0,0.030484711794907,0.121908531881052,0,0,0,0,0,0,0.0254756524786052,0,-0.00336379931852768,0.0104427553102606,0,0,0,0,0,0
X601898.SH,0,0,0,0.0192158366546887,0,0,0.0740472839154418,0,0,0,0,0,0,0,0,0.0635488526096551,0,0,0,0,0,0,0,0,0,0.213265988527445,0,0,0,0,0,0,0,0,0,0,0.0401635347555431,0.0915369223694904,0,0,0,0,0,0,0,0,0.148076020789061,0,0,0,-0.000762155287147993,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622397861875158,0,0,0,0,0.0573009188573879,0.0160686322761064,0,0,0,0,0,0,0.0288628030559244,0,0,0,0,0,0,0.0898057822863432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0651422895024007,0,0,0,0,0,0,0,0,0,-0.011591484674557,0,-0.109740048159525,0.0315975663912154,0,0,0,0,0,0,-0.113480855069015,0,6.93889390390723e-18,0.107793518053123,0,0,0.0292903957967647,0,0,0,0,0,0,0,0,0,0,0,0.0534446825185095,0,-0.0666479863875577,0.0192282627079545,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387456040760954,0,-0.0763500103304484,0,0,0.1595181232798,0,0.0270702023589247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1336915356001,0,0.457281015763639,0,0,0,0,0,0,0,0.0982359470648797,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917651296696994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533125598089896,-0.0790458176062933,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0567202969482511,0,0,0,0,0,0,0,0.10453194144656,0,0,0.168262591582634,-0.0307447612787061,-0.124220716550585,0,0,0,0,0,0.00391281449259634,0,0,0,0.0320848040481382,0,0,0.0543380745535669,0,0,0,0,0.0298697792985282,0,0,0,0,0,0,0,0,0,0,0,-0.0366886768079306,0.0363255420305244,0,0,0,0,0,0
