,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X600803.SH,X000408.SZ,X601991.SH,X601699.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X600295.SH,X600027.SH,X000807.SZ,X600985.SH,X002080.SZ,X601666.SH,X000830.SZ,X000932.SZ,X600157.SH,X600688.SH,X000683.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0927026056136641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155102347439852,0,0,0,0,0,0,0,0,0.0941463328350567,0,0.0401295963847069,0.0536099386959145,0,0,0,0,0.00449652193671187,0,0,0,0,0.0410008631290783,0.0874120675630199,0,0,-0.046512626162795,0,0,0,0,0,0
X601088.SH,0.193430797010884,0,0,0,0,0.0747620783725641,0,0,0,0,0.182513600045145,0,0,0,0,0,0,-0.0022465675588549,0,0,0.00688530037961253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319597975404756,0,0.188013322394215,0,0.0461302210319847,0,0,0,0,0,3.46944695195361e-18,0,0.0475586746931697,-0.0143310562559472,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.032478174190223,0,0,-0.0265143713060286,0,0,0,0,0,0.0715077562115566,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.000783292272070241,0.0311648587223829,0,0.0226328566064977,0,0,0,0,0,0,0.033490627518714,0.0603735807437823,0,0,-0.00251497324542545,-0.0342241474225114,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0451692678725387,0,0,0,0.19196284203499,0.0291616725661935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335528473940015,0,0,0,0,0,0,0,0,0,0,0,0,0.0605749694193613,0,0,0.177149238765522,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0592298954335298,0,0.0553515969723383,0,0,0,0,0,0.0134331606627465,0,0,0,0,0,0,0.0582577307825311,0.0383991067587519,0,0,0,0,0,0,0.374945849072787,0.0102968029717258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.698646513022812,0,0,0,0,0.0353236047904872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936669691409245,0,0.0870166758858582,0.144514254161703,0,0.101717918216959,0,0,0,0,0,0,0,0.0311649265322727,-3.46944695195361e-18,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.522407807784051,0,0,0.199695846613119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531597076233204,0,0.0890897223826262,0,0,0,0,0.0679898624123084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397455653145925,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.125421544203239,0,0.292998077334654,0,0,0,0,0,0,0,0,0,0,0.111488076267486,0,0,0,0,0,0,0,0,0,0,0.0471273283933339,0.083483322007288,0,0,0,0,0,0.256838195718608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.887195305724395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424890067140604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799876347159765,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184956486302144,0,8.67361737988404e-19,0.0227569128096772,0,0.0554547200937437,0,0.426488899549389,0,0,0,0,0,0,0,0,0,0,0,0,0
