,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600188.SH,X600157.SH,X600362.SH,X600623.SH,X600886.SH,X002466.SZ,X600547.SH,X601992.SH,X600660.SH,X600299.SH,X600489.SH,X000792.SZ,X600309.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X600549.SH,X002075.SZ,X000027.SZ,X000630.SZ,X002460.SZ,X002407.SZ,X002470.SZ,X000983.SZ,X000012.SZ,X600021.SH,X600098.SH,X600176.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.105069142712606,0,0,0,0,0,0,0,0,0.0248977888897964,0,0,0,0,0,0,0,0,0,0.155461687785269,0,0.0514707825050933,0,0,0,0,0,0,-0.0441025354485048,0,0,0,0,0,-0.00445179470804222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.123742155519597,0,0,0,0,0,0,0,-0.0114671993930475,0.156365499568166,0,0,0,-0.00788103412826917,0,0,0,0,0,0.0602346039668219,0,0.0519046632266325,0,0,0,0,0,0,-0.028156479465256,0,0,0,0,0,-0.0352661469946963,0,0,0,0,0,0,0,0.00636529503618975,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.151367873765854,0,0,0,0,0,0,0,0,0,0,0.0471768323857666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105497805128857,0,0,0,0,0,0,0,0.0359638973524971,0,0,0,0,0.0596511191347543,0.0731856748763272,0,1.73472347597681e-18,0.00111914615895833,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0913480928202706,0.0218940723865324,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0897826281473461,0,0,0.0206145837136343,0,0,0,0,0.0273546702739557,0.0341135973221468,0,0,0,0,0,0,0,0,0.0395925946086025,0,0,0,0,0,0,0,0,0,0,0,0.00115877822037007,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.108701523325506,0,0,0,0.287664990656659,0,0.000623829763501123,-8.67361737988404e-19,0.00770424667723476,0,0,0,0,0,0,0.11678475515402,0,0,0,0,0,0,0,0,0,0,0.0287974502121937,0.116775443949254,0,0,0,0,0.0200830441962726,0,0,0.0157142452798409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0225675706713781,0,0.171364456318959,0,0,0,0,0,0,0,0.0299174440383432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213082850048247,0,0,0.011613470648281,0.015004342301527,0,0,0,0,0,0.0912695807226431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.764037237652021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856567553012754,0,0,0,0,0,0,0,-0.0632728212478281,0,0,0,0,0,0,0,0,0,0,0.161050460560385,0,0,0,0.0781729380179335,0,0,0,0,0,0,0,0,0,0,-0.00302582502339732,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137296885488675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223351883515801,0,0,0,0,0,0,0.141937996032413,0,0,0,0,0,0,0,0,0,0.103635139235686,3.46944695195361e-18,0.224860621124647,0,-0.0299102069988606,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0400836020063323,0,0,0,0,0,0,0,0,0,0,0,0.000741513226198873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981934198677928,0.0229903415263511,0.0239978629050792,0,0,0.0203666520425575,0,0,0.216496648415712,0,0,0,0.0864183490472252,2.16840434497101e-19,0.100550843891424,0,0,0.0173778219439047,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997197831929025,0.112613093257605,0,0,0.00394923495820482,0,0,0,0,0,0,0,0.0605859927907778,0,0,0,0,0,0,0.0670601630063225,0,0,0.174193789574901,0.0881124435544312,0,0,0,0,0,0,0,0,0,0,0,0.0623240912802227,0,0,0,0,0,0,0,0,0,0
