,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X601600.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600157.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X600008.SH,X600660.SH,X000027.SZ,X000825.SZ,X000630.SZ,X600808.SH,X600021.SH,X002470.SZ,X000629.SZ,X600549.SH,X600578.SH,X600315.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.590639982115517,0,0,0,0,0,0,0,0,0.0675394512850645,0.0229912626506338,0.115891969533146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312090279879869,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000428739148470935,0,0,0,0,0,0
X600028.SH,0.469006817475842,0,0,0,0,0,0,0,0,0,0,0.00471557007282661,0.00507347623697331,0,0,0,0.462805015320185,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0130825834758871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306536524882205,-0.00485356608204281,0,0,0,0,0,0
X601088.SH,0.0660612353991059,0,0,0,0.0826039303372088,0,0.0869298135003869,0,0,0,0,0,0.0836188466937037,0,0,0,0,0.0172806479271133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.408559058030868,0.0646707340593977,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.115386536396348,0,0,0,0,0,0,0.0249559446252453,0.0651527229365351,0.157613745629013,0.0262429291208415,0.0242616841460648,0,0,0,0.078092945927568,0.038941659393095,0,0,0,0,0,0,0.0223450130124733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359825159272487,0,0,0,0,0,0,0,0,0,-0.000224063027764811,0,0,0,0,0,0
X600019.SH,0,0,0,0.0451156325062727,0,0,0,0,0,0.00975836945261667,0.0502674257730496,0,0,0,0,0,0,0,0,0,0,0,0,0.0672046201647806,0,0.18416397443665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229862589373361,0,0.215496208737948,0,0,-0.00622890945236208,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063610260640474,0,0,0,0,0.0398591533228811,0,0.119315972585153,0,0,0,0,0,0,0,0,0.0320166254581358,0,0,0.122660867481508,0,0,0,0,0,0,0,0,0,0,0.0217007107503321,0,0,0.143293948675579,0,0,0,0,0.00260874400257484,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0978796945394389,0,0,0.0831104591861779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040537420773437,0,0,0,0,0,0,0,0.139539392083784,0,0.0213211263740351,0,0,0,0.343878545181726,0.211313722645929,0,0,0,0,-0.00290704973325264,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442401711538826,0,0,0,0,0,0.0676650028811153,0,0,0,0,0.122345071866113,0,0,0,0,0,0,0,0.209973644407971,0,0,0,0,0,0.0741163910683242,0,0,-0.011329616943103,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.100044614581484,0,0,0.136076869817911,0,0.299624166512111,0,0,0,0.0672262654354243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224401665258989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023470418763387,0,0,0,0,0,0
X600795.SH,0,0.0556516473973763,0,0,0,0,0,0,0.284458955217906,0,0.16793973763843,0.16473971479529,0,0,0,0.155163347574931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0325618576882995,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135610380417298,0,0,0,0,0,0
X600886.SH,0.236652919879244,0,0,0,0,0,0,0,0.0764795391103098,0,0,0.0512071520505682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929517820902656,0,0,0,0,0.235978124855079,0.097471757159722,0,0,0.0701430529046221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371504556799917,0,0,0,0,0,0
