,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X002466.SZ,X000883.SZ,X601158.SH,X000629.SZ,X600612.SH,X600219.SH,X600426.SH,X000027.SZ,X000630.SZ,X002353.SZ,X600583.SH,X600315.SH,X000553.SZ,X601699.SH,X600578.SH,X600021.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341948056965883,0,0,0,0,-4.33680868994202e-19,0,0,0.0224113610679859,0,0,0.0406299234219847,0,0.00403984922116652,0,0.0216594344570319,0,0,0.0731360816597577,0,0,0,0,0,0,0.111843164711287,0,0,0,0,0,0,0,-0.00227818346007836,0.0092334205494662,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135340129984479,0.0265430861327007,0,0,0,0.000150401958293579,0,0,0,0.0755247651130625,0,0,0,0,0.027400778411179,0,0,0,0,0,0,0,0,0,0,0.0200508092328353,0,0,0,0,0,0,0,0,-0.0195237854304417,0.0157661327067241,0,0,0,0,0,0
X601088.SH,0,0,0,0.0642018778557212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196964449638009,0.0934976627314533,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0812365660638067,0,0,0.159309897480368,0,0,0,0,0,0,0,-0.0514612580743583,0,0,0.0244655114732494,0,0,0,0,0,-0.0162178598565469,0.00912820923794203,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399877147750899,0,0,0.414830409053062,0.0143338353730942,0,0,0.0735291470578874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113215182349069,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0132811243739384,0,0.0522830367204111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086656268134838,0,0,0.0825143764333913,0,0,0,0.184341511111963,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675013989242812,0,0,0.142192073116501,0,0,0,0,0,-0.00609920933705287,0.0270859580332809,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0520246052420258,0,0,0,0.0284068488081658,0,0.13152537182004,0,0,0,0.0297000568638196,0,0,0,0,0.0294833360627505,0,0,0,0,0.0457470968570831,0,0,0,0,0,0,0,0,0,0,0,0,0.0677300882451539,0,0,0,0,0,0,0.0116065880070146,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108181370587571,0,0,-0.158898574178049,0,0,0.687211062945498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0961976802381675,0,0,0,0,0,0,-0.0398752157121671,0.0119418744510252,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.166244620012593,0,0,0,0,0,0,0,-0.0897713128920387,0,0.522294692202439,0,-0.0234259430685909,0,-0.0506772319360688,0,0,0,0,0,0,-0.04443077404177,0,0,0,0,0.0149855028328769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143395129410983,0.0174119579069631,0,0,0,0.0575769384473269,0,0
X600010.SH,0,0,0,0,0.0838364203155523,0,-0.0204936194882807,0,0,0,0,0,0,0,0,0,0,0,0,0.124294853927708,0,0,0.0852062699201153,0,0,0,0.0529386908170454,0.0628840254799587,0,0.00884325140431638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143303483974766,0,0.00725760054907954,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174125845136626,0,0,0,0,0.0661445537084677,0,0,0.0493237689922788,0,0,0,0,0,0.0997723232299112,0.043516386791993,0,0.179309873844539,0.0108524066799598,0.00384706899609705,0,0,0,0,0,0.117456899287977,0,0,0,0,0,0.0626382813371775,0,0,0,0,0,0,0,0,0,0,0,0,0
