,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X000883.SZ,X600583.SH,X601158.SH,X600352.SH,X000027.SZ,X601992.SH,X600021.SH,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X000060.SZ,X600808.SH,X000792.SZ,X600098.SH,X000825.SZ,X600489.SH,X600307.SH,X000629.SZ,X600008.SH,X600547.SH,X600660.SH,X002470.SZ,X002353.SZ,X600578.SH,X600863.SH,X002075.SZ,X000831.SZ,X600219.SH,X600549.SH,X601918.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.200723688568364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952502059773011,0,0,0,0,0,0.0209738336140582,0.0709454784119155,0.00359084275376484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539605168073476,0,0,-2.16840434497101e-19,0.00371399740050968,0,0,0,0,0,0
X600028.SH,0.428067490625886,0,0,0,0.0532704748538372,0.00554010886080779,0,0,4.33680868994202e-19,0.0531233256982244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01996482981168,0,0,0,0,0,0,0,0,0,0,0.050387338475923,0,0,-0.012713395728849,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0139153069626069,0.290488756811754,0,0,0.0174042883874499,0,0,0,0,0,0,0.0784545693937955,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.121492085816035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415586940525974,0,0,0,0,0.203966033184656,0,-0.00474831452384342,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229228888089034,0,0,0,0,0.163934329429485,0,0,0,0,0.0175564301990425,0,0,0.161474605968733,0,0,0,0,0,0,0,0,0,0,0,0.0736341408607782,0,0,0,0,0,0,0,0,-0.00213177180788935,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0660325805669943,0,0,0,0.0947284487434301,0.0859926845647701,0,0,0,0,0,0,0.0227925236930725,0,0,0,0,0,0,0.0538612630031175,0.0436751693562953,0,0,0,0,0.00303629894119607,0,0,0.181332111368647,0,0,0,0,0,0,0,0,0.205356244870938,0,0,0,0,0,0,0,0,-0.00368476195052221,0.000968581845009754,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0904946332692932,0.268842928466655,0,0,0,0,0,0.0991225202664583,0,0,0,0,0,0,0,0,0,0.00469442265157766,0,0.17209641473619,0.199798146294518,0,0.021959861281611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201601388526282,0,0,0,-0.00196075512797471,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0325192732994037,0,0,0,0,0,0,0.208091015612201,0,0,0,0,0,0,0,0.0697093187997883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891888774684356,0,0,0.132546157349223,0,0.0132440363280289,0,0.0127177112921602,0.046466484289443,0,0,0.0102157766021839,0,0,0,0,0,0
X600795.SH,0,0,0,0.0751456942052471,0,0,0,0,0.114420086208831,0,0.0894687472132265,0,0.0360230239727444,0,0,0.174883192764881,0,0.0721524075250202,0,0,0,0,0,0,0.0783628828233009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329617690996158,0,0,0,0,0,0,0,-0.000161214578878078,0.0171283815567943,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.138840964872101,0.021446946189629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260783253651049,0.0821270748398256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319664151490943,0,0,-0.00481274746288898,0.0304940853126384,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.175020512413688,0,0,0.0343428523422629,0,0.144384364607107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819683763042972,0,0,0,0,0,0,0,0.0665338830356867,0,0,0,0,0,0,0,0,0,0,0.0435052924271982,0,0,0,0.0252429072765399,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.199808713624215,0,0,0,0,0.284229361085735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259027171735779,0,0,0,0,0,0,0,0,0.00437599053274411,4.33680868994202e-19,0,0,0,0,0,0
X600688.SH,0,0.205078068498326,0,0,0,0,0,0,0,0,0,0,0.0139364614788669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205653998353121,0,0,0,0,0,0,0,0,0.181345306687794,0,0,0,0,0,0,0,0,0,0.302055780380501,0,0,-0.0232906144171041,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221914856385959,0,0.147550432673008,0,0,0.105947922201092,0,0,0,0,1.73472347597681e-18,0,0,0.0305849999961954,0,0,0,0,0,0,0,0,0,0,0,0,0.255594933531908,0,0,0,0,0.038136384794173,0,0,0,0.0301834931568198,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0659307790776569,0,0,0,0,0,0,0.154205425857796,0,0,0,0,0.038727067787319,0,0,0,0,0,0,0.0345463801492021,0.0879285469682828,0.0861259178853794,0,0,0.101037608442923,0,0,0,0,0,0,0,0,0.0319815640521706,0,0.000102490445312777,0,0,0,0,0,0,0.000368289295465212,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.156556677120569,0,0,0,0,0,0,0,0,0,0,0,0,0.0713135921981273,0,0,0,0,0,0.0742020887195677,0,0,0,0,0,0,0.0929473432619821,0,0,0,0.0236517956766123,0,0,0,0,0,0,0,0,0,0,0,0.119823030820715,0,0,0,0,0,-0.0165813911434115,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0685095070525074,0,0,0.335390326110607,0,0,0,0,0,0,0,0,0.0435586375542793,0,0,0,0.142252423212305,0.0717170972783004,0.0372036906449911,0,0,0,0,0,0,0.0666807003371545,0,0,0,0,0,0,0,0,0,0.0180255183735635,0,0,0,0,0,0,0,0,-0.000719589421509597,0.00270056826076476,0,0,0,0,0,0
X600188.SH,0,0,0,0.00736571392389087,0,0,0,0,0,0.0909777542731508,0,0,0,0,0.209292302968102,0,0,0,0,0,0,0,0,0,0,0,0,0.0803278751507651,0,0.0842479176917093,0,0,0,0.270642702618186,0,0,0,0,0,0,0,0,0,0,0.0638625732004172,0,0,0,0.0157202802758008,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.162278264067587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693346865292398,0,0,0,0,0.0263700668000952,0.22257964794524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082857977689568,0.344850859318821,0,0,0,0,0,0,0,-0.000593336549186411,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626619001719333,0,0,0,0.0433025512053015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825483739040595,0,0,0,0,0,0,0,0,0,0,-0.0264525685158613,0,0,0,0,0,0,0
X600583.SH,0,0,0,0.240484791322868,0,0,0,0,0,0,0,0,0.160585869582176,0,0,0,0,0.243387935049999,0,0,0,0,0,0,0,0,0,0,0,0.0361660176760715,0,0,0,0,0,0,0,0,0,0,0,0,0.0710444169710028,0,0,0,0,0,0,0.0485472951423811,0,0.000506064503255492,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186387644082731,0,0,0.0623884929483578,0,0,0,0,0.0993614810835603,0,0,0,0,0,0,0,0.295518231642648,0,0,0,0,0,0,0.162544455883752,0,0,0,0.0728626015689823,0,0,-0.0141613264343181,0.00867757921839126,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070632905393259,0,0.0341411120776853,0,0,0,0.00957723670315768,0.239696005819348,0.00323619347896468,0,0,0,0,0.190873555088189,0,0,0,0,0,0,0,0,0,0,0.0191263058118865,0,0,0,0,0,0,0,0.122537288319573,0,0,-0.00828007528302257,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0.0389154430381416,0,0,0,0,0,0,0.256487856417627,0,0.0585656197789835,0,0,0,0,0,0,0.010907738955896,0,0.333404565183368,0,0,0,0,0,0,0,0.0162068695621292,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0871985024600017,0,0,0,0.0373867794788456,0,0,-0.0055357160878286,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.086213890797252,0,0,0,0,0,0,0,0,0,0,0.157918904518418,0.0874712342451158,0,0,0.0273938229844145,0,0,0.0684863198518839,0.0692986239062551,0.0694544785473104,0,0,0.0744542034570576,0,0,0,0,0,0,0,0,0,0,0.0452941211333495,0,0,0,0,0,0,-0.0104235967281033,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.381084467595498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339902328874915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125908965051357,0,0,0,0,0,0,0,0,0,0.0136045254612887,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0.250417679301605,0,0,0,0,0,0,0.0983617171628917,0,0.0274773898359806,0,0,0.153990835157919,0.0707937170792722,0.0652306763815001,0,0,0,0,0.0544506439322869,0,0,0,0,0,0,0,0.0473223316727351,0,0,0.10348428896696,0,0,0,0,0,0,0,0.0295137656511744,0,0,-0.00555571330579889,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12450572821781,0,0,0.125617504508007,0,0,0,0,0,0,0.0925815960408541,0,0,0,0,0,0,0,0,0,0,0.143602438429705,0,0,0,0,0,0,0,0.0351240844637164,0.114381481582458,0,0,-0.00157358028381148,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.142051025957438,0,0,0,0,0,0,0.0257451665494126,0,0,0,0,0,0,0.145875439861901,0,0,0,0,0,0,0,0,0.112541905318626,0,0.215095200521574,0,0,0,0,0,0.174374566977107,0,0,0,0,0,0.1268981034464,0,0.0604738372744657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.226833635550274,0,0,0,0,0,0,0,0,0,0.0750229390275708,0,0,0,0,0,0,0,0,0,0,0,0.274914438525025,0,0.0859392553935192,0,0,0,0.12288006385927,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.144460750697219,0,-0.00776364293583394,-0.0161954129456343,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736992888445398,0,0,0.0553337178671036,0.0240559596916159,0,0,0.0784572789082664,0,0.0921052338218704,0,0,0.223118605717953,0,0,0,0,0,0,0,0,0.0372840216338554,0,0.00838328225379509,0,0.0185168347296235,0,0,0,0,-0.020085141200676,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0.0136013889754162,0,0,0.0505241333598023,0.0667048485836705,0.252551464342503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268173313385225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624828233289527,0,0,0,0,0,0,0,0,0,0.00905392016899453,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432651446882193,0,0.0865447222860785,0.0212507906473368,0,0.014268325816684,0,0,0,0.0536923125123239,0,0.0610799891422228,0,0,0,0.0220926118557959,0,0,0,0,0,0,0.177042062055926,0,0,0,0,0,0,0,0.0541123648048846,0,0,0,0,0,0,0.00511518533219759,-0.013235964891262,0,0,0,0,0,0
