,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X600352.SH,X600111.SH,X002466.SZ,X600299.SH,X600808.SH,X600489.SH,X000629.SZ,X600801.SH,X601158.SH,X000786.SZ,X002460.SZ,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600612.SH,X600021.SH,X000408.SZ,X000932.SZ,X000630.SZ,X601699.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.423894335135045,0,0,0,0,0,0,0,0,-0.0342181538081732,0,0.061652775368538,0,0,0,0,0,0,0,0,0,0,0,0,0.0428336631208251,0,0,0,0,0.0228093095158831,0,0,0,0,0,0,0,0,0,0.0185469890886777,0,0,0.0205068621988633,0,0,0,0,0.029933172921585,0,0,-0.0142636637994724,0.0166018510378564,0,0,0,-0.0168151910454907,0,0
X600028.SH,0.616836002956773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781067253119032,0,0,0.0465548911427894,0,0,0,0,-0.0701629767416231,0,0,0,0,0,0,0,0,0,0,0,0.210498896664469,0,0,0.109348128787769,0,-0.0379213500532163,-0.124516051273967,0,0,0,0,0,0.0219670672655392,0.0358330417866317,0,0,0,0,-0.128028232654542,0
X601088.SH,0,0,0,0,0,0,0.114774846667754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140936943561741,-0.0404182152733121,0,0,0,0,0,0,0,0,0,0,0.110284552610574,0,0,0,0,0,0,0.106143750518155,0,0,-0.0808577373415797,0,0,0,0,0,0,0,0.0115536412717051,2.16840434497101e-19,0,0,0,0.056018966340466,0,0
X600585.SH,0,0,0.0109877121247389,0,0,0,0.0225530053581969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724991408858121,-0.112726363826012,0.489850880245551,0,0,0,0,0,0,0,0.000419539934653727,0,0.0519483989077237,0,0,0,0,0.0901237677064875,0,0,-0.267699792813255,0,-2.16840434497101e-19,0.0106486637249293,0,0,0,0.0800039374059561,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0137079065338467,0,0,0,0,0,0,0,0,0,0,0,0.161731432589327,0.0726097526694749,0.00586898790282762,0.0312307209101034,0,0,0,0,0,0,0,0,0,0,0.0117185943425502,0,0,0,0,0,0,0,0.256154894487558,0,0,0,0,0,0,0,0,0,0.00556833535383806,0.0209957471952143,0,0,0,0.0265322278277657,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527840890692499,0,0,0.582786057028633,0,0,0,-0.0909488933290373,0,0,0,0,0,0,0,0.0335729676591397,0,0,0,0,0,0,0,0,0.0257721105201782,0,0,0.0754032923548374,0,-0.0818361842944529,0,-0.158449934541363,0,0,0,0,0.00386816513359384,0.00956675727249325,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119143289862592,0,0.662920653428454,0,0,0.198323693664703,0,0,0,0,0,0.1680754763096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249093616009346,0.0210654903515536,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450272452098418,0.0606616326902597,0,0,0.521679334800663,0.0498487660405935,0,0,0,0,0,0,0.0317620470399212,0,0,0,0,0,0.0919465507039578,0.118477956047135,0,0,0,0,0,0,-0.00620342412178098,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970245220232303,0,0.0170062240594305,0,0,0.0756200819975087,-0.116875370807241,0,0,0,0,0,0,0,0,0,0,0,0,0.222569774984569,0,0.119071193224547,0,0,0.0181824266863902,0,0,0,0,0,0,0,0.0107547776832054,0,0,0,0.0226923543901643,0,0
X601898.SH,0,0,0,0,0,0,0.0513454897478025,0,0,0,0,0.0630775308827975,0,0,0.0511552083072955,0,0,0.0381988548769474,0,0,0,0.0589369681253919,0,0,0,0.127464494048428,0.00983612828895082,0.0391245386037765,0,0,0,0,0,0,0,0,0,0,0,0.0208754849207222,0.0219225128915883,0,0,0,0,0,0,0,0,0,0,-0.0120786268078507,0.0402936667221104,0,0,0,0.0320921479725146,0,0
