,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X600547.SH,X600010.SH,X000301.SZ,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600803.SH,X601699.SH,X601991.SH,X600027.SH,X000983.SZ,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X000408.SZ,X600096.SH,X000723.SZ,X000807.SZ,X600219.SH,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600157.SH,X600688.SH,X600985.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.577530537554358,0,0,0,0,0,0,0,0,0,0,0.0268975510068278,0,0,0,0,0.0324854697917853,0,0,0,0,0,0,0,0,0,0.0481014801001111,0,0.101863711674805,0,0.00801708201943759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312721266931886,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.361389898736082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800606778076668,0.157013727354126,0.0247355005389624,0,0,0,0,0,0,0.0164230433471117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671620147203147,0,0,-0.00150558159304912,0,0,0,0,0,0,0
X600028.SH,0.596448706501724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049607134187036,0,0,0,0.0090198791119824,0,0,0,0,0,0,0,0.00403507667265522,0,0,0,0,0,0,0,0,0,0,0,0,0.00202237530822714,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.155283394700672,0,0,0,0,0,0.10018410799307,0,0,0.096040348317219,0.084619829224138,-0.0555817617706416,0.0501311935263889,0,0,0.274449352782309,-0.0497933800574874,0,-0.000289051503895456,0,0,0,0,0,0,0,-0.210771022497737,0,0,0,0,0,0,0,-0.00878095060664289,0,0,0,0,0,0,0
X600188.SH,0,0.468745897215459,0,0,0,0,0,0,0,0,0.0697879038870984,0,0,0,0,0,0,0,-0.00481576395024433,0,0,0,0,0,0,0,0,0,0.0180523045523743,0,0.089973574089309,0,0,0,0,0,0,0,0,0,0,0,0.268954960860531,0.0417507925452205,0,0,0,0,0,0,0,0.00379193567680648,0.0459167309466974,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.39942748765531,0.100182598496451,0,0,0,0,0,0,0,0,0.0173014282196839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043818611033313,0.0715289552751024,0,0,0.00865102638829358,0,0.0537902622322298,0,0,0,0,0.0542685237978911,0,0,0,0,0,0.00736676381453428,0.0263781047273171,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702636432417808,0,0,0,0.052529786059891,0,0,0,0.0835102694916915,0,0,0,0,-0.0676275368888632,0.0354619759353309,0,0,0,0.446099341722003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868019101654006,0,0,-0.00070832519770938,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.60767489511275,0,0,0,0,0,0,0,0,0,0,0,0,0.0658313270472284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402412373279522,0,0,0,0,0,0,0,0,0,0.028267913777378,0,0.148337760704669,0,0,0.0522637237836559,0,0,-0.0158155069247116,-0.0035843486161091,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.156858870814511,0,0.0154439635247745,0,0,0,0,0,0.182781676909882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104281546035997,0,0.179785301044938,0,0,0.0238041269398558,0,0,0,0,0,0,0.160556894933926,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307255446322473,0,0,0,0.0379012297637,0,0,0.0692395765186925,0,0,0,0,-0.0783115688440589,0.167468929795736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145082731053261,0,0,0,-0.0109482167257158,0.000902406399858432,0,0,0,0,0,0
