,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X002470.SZ,X600022.SH,X600098.SH,X601918.SH,X000629.SZ,X600489.SH,X600808.SH,X600863.SH,X600307.SH,X600623.SH,X600578.SH,X600160.SH,X600612.SH,X600547.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.800049762491306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238362020894461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000422010096159414,0,0,0,0,0,-0.019005595923346,0,0,0,0,0,0,0
X600028.SH,0.470782756403833,0,0.138300599272568,0,0,0.121646367553773,0.0163693246572434,0,0,0,0,0,0,0,0,0,0,0,0,0.0164524978115788,0,0,0,0,0,0,0,0.124188205011598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712247133554934,0,0.0670063347303787,0,0,0,0,0
X601088.SH,0,0,0,0.0345375206960173,0.213067211437474,0.366748289159633,0.110304728450234,0,0,0,0,0,0,0,0,0,0,0,0.1386809065438,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0655264851400916,0,-0.0216534975902276,0,-0.0936702652288195,0,0,0,0,0,0,0,0,0,0,0,0,0.0155299850089628,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.7004241446731,0.0084666009452308,0,0,0,0,0.0682294774731987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104054590560059,0,0,0,0,0,0,0
X600010.SH,0,0,0.0485315071289229,0,0,0.0138443485912625,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.372726484439843,0,0,0,0,0,0,0,0,0,0.184188157095254,0,0,0,0.0486552205911014,0,0,0,0,0,0,0,0,0,0,0,0,0.0629029462826569,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600019.SH,0,0,0.229713682169465,0.118338963191602,0,0,0,0.0429274485913452,0,0.0260021944998223,0,0,0,0,0,0,0,0.0344395737693114,0.126840388144075,0,0,6.93889390390723e-18,0,0,0,0,0,0.135740500278518,0,0,0,0,0,0,0,0,0.0015043667999861,0,0,0,0,0,0,0,0,0,0,-0.0148721717863086,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.182478929206214,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.289561027575379,0,0,0,0,0,0.20610570453602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0348148903736229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202853557717753,0,0,0,0,0,0.285133050992916,0,0,0,0,0,0,-0.00385623750752458,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.123064464999789,0.0696787316920752,0.0864482519753943,0,0,0,0,0,0.0305871858124264,0,0.0503035958639019,0.0487939441064745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270700719154796,0.0169478402234763,0.221094284596765,0,0,0.198646981773766,0,0,0,0,0,-0.00340302492209287,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0228893848876986,0,0,0,0,0,0,0,0,0,0,-0.0353431708947687,0,0,0,0.0923034912355968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071031428303599,0,0,0,0.0238792072014686,0,0.358307924405807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
