,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X002466.SZ,X601158.SH,X000709.SZ,X600309.SH,X000883.SZ,X600578.SH,X000539.SZ,X000898.SZ,X600583.SH,X000027.SZ,X600352.SH,X600547.SH,X600489.SH,X002470.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000629.SZ,X600098.SH,X000983.SZ,X600176.SH,X000959.SZ,X000012.SZ,X000723.SZ,X600315.SH,X600021.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.016254594743086,0,0.0326635360018075,0,0,0,0.0320036067219502,0.115985462008246,0,0,0,0,0.0543774691986711,0,0,0.00702592407972286,0,0,0,0,0,0,0,0.0645291490772819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222958137998675,0.0243596972943748,0,0.117258484424209,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.183367672334671,0,0,0,0,0,0,0,0,0.0526526271834729,0.0145043832733359,0,0,0,0,0,0,0,0,0,0,0,0.101821593312425,0,0,0,0,0,0,0,0,0.0862283619096327,0,0,0,0,0,0,0,0,0,0,0.0145796649584972,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.353693502896708,0,0,0,0,0,0,0,0,0,0.107596106184475,0,0,0,0,0,0,0,0,0,0,0,0,0.0489975304209611,0,0,0.00863000641552436,0,0,0,0,0,0,0,0,0,0,0,0.0156497437697499,0.0712084372401975,0,0,0.0106040302830069,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0845355912205104,0,0,0,0,0,0.00571758996953162,0,0,0,0,0.0367113226758408,0,0,0,0.0141819932236203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538545626188579,0.081757766608853,0,0,0,0.0243429432730375,0,0,0.138797767187373,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137153286378523,0,0,0,1.73472347597681e-18,0.371433198213164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628894020223841,0.134902187903924,0,0,0.0789514334764278,0,0,0,0,0,0.141924096726454,0,0,5.42101086242752e-20,0,0,-0.00476076526287701,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0260264618446638,0,0,0,0,0,0,0,0,0,0,0,0.0669307673196843,0,0,0,0,0,0,0,0,0,0,0.546102756684638,0,0,0.0520063065932596,0,0,0,0,0,0,0,0,0,0,0.0963796373522552,0,0.105227636373128,0,0,0,0,0,-0.0260974034332275,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0336362957097961,0,0.285729750736493,0,0,0,0,0,0,0,0,0,0.0992751474119073,0,0,0,0,0,0,0,0.0440281231958977,0,0,0,0,0,0,0.0497186232400628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0590275116338089,0,0,0,0,0,0,0,0,0.0830874308316422,0,0,0.0840602769531619,0,0.0556246654538187,0,0,0.00755250665072666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548802307208711,0.0326582345857268,0,0,0,0.199782420172173,0.184373129877819,0,0,0.0325022694275973,0,0,-1.6940658945086e-21,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0977578160369618,0,0,0,0,0,0,0,0,0.0456977081242318,0,0,0,0.0649695823229338,0,0,0,0,0,0,0,0.019093571901959,0,0,0,0.0148149548049712,0,0,0.00286848653557467,0,0,0,0,0,0,0,0.0550456481535606,0.122845766348596,0,0,0,0,0,0,0.228758420613053,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.279743661459864,0,0,0,0,0,0,0.154538474571659,0,0,0.0348688684732572,0,0,0,0,0.0970111584341013,0.0412329103406773,0.100929470601188,0,0,0,0,0,0,0.0257930140612885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380798752658822,0,0,0,0.0213423746779265,0,0,0,0,0,0,0,0,0
