,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600886.SH,X600688.SH,X600027.SH,X000709.SZ,X600188.SH,X600362.SH,X600111.SH,X000539.SZ,X600583.SH,X601158.SH,X600157.SH,X002075.SZ,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X600021.SH,X002353.SZ,X600808.SH,X600660.SH,X000629.SZ,X000027.SZ,X000883.SZ,X000878.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X000959.SZ,X002470.SZ,X000012.SZ,X600547.SH,X600022.SH,X601918.SH,X000792.SZ,X000600.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.702788720814213,0.068326436947587,0,0.0295011507010598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240150407581154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081593521339194,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.00587958027677499,-0.00714165019446693,0,0,0,0,0,0
X600028.SH,0.260936657479663,0,0.0605880113917911,0,0,0.208264120775831,0,0,0,0,0,0,0,0,0,0.0100257906787248,0,0,0,0.105088054268402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995304938501631,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.153621449862371,0,0.0822284220865155,0.147812929250444,0,0,0,0,0,0,0,0,0.0123604127657329,0,0,0,0,0,0,0,0,0,0,0,0.0288187347733082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176716705234638,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028963144301995,0,0,0,0,0,0,0.0185286863312189,0,0,0,0,0,0,0,0.141485619747026,0,0.0454095150355718,0.302561584133609,0,0,0,0,0,0,0,0,0.0875270953994276,0,0.0973365580961087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.179992681087796,0,0,0,0.0587798870245718,0,0,0.0936908707278925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766817760269546,0,0,0,0,0,0,0,0.0480875320820285,0,0.393414860518551,0,0,0,0,0,0,0.00158632537842463,0,0,0,0,0,-0.00991838244461526,0,0,0,0,0,0,0
X600019.SH,0,0.04190298911242,0,0,0.0852059259823081,0,0,0,0,0,0,0,0.000369474657323645,0,0,0,0,0,0,0.051713019672283,0,0,0,0,0.311898725144156,0,0,0.0499132660261157,0,0,0,0,0,0,0,0.0676040721584299,0,0,0,0,0,0,0,0,0.0979413734063982,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0433012639611945,0,0,0,0,0,0.112969855369084,0.0439916588838512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234511307695433,0,0,0,0,0,0,0.234533767404005,0,0,0,0,0,-0.00429574751827457,0,0,0,0,0,0,0
X600585.SH,0,0,0.189174259991461,0,0,0.160621146472044,0,0,0.0291341570692404,0.0139200767785626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470230111993074,0,0,-2.16840434497101e-19,0,0,0.154201517246562,0,0,0,0,0.108087354945139,0,0.0458380470838962,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157659721970511,-0.0078820391963207,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0544518082440424,0.00346897879755031,0,0,0.127158711618151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18740759615273,0,0,0,0,0,0,0,0.344261512485171,0,0.0211176557845774,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262134517903589,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0260093285327502,0,0.169716185786013,0,0,0,0,0,0.0816569595110154,0,0,0,0,0,0,0,0,0,0,0,0.00963543038453504,0,0.103647571663154,0,0,0.0380776726933199,0,0,0,0,0,0,0,0.0491469749091613,0,0,0,0,0,0.0356983186406222,0,0,0,0,0,0,-0.0209514590304082,0,0,0,0,0,0,0
