,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600188.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X600309.SH,X000792.SZ,X600489.SH,X601158.SH,X300072.SZ,X600583.SH,X000883.SZ,X000709.SZ,X600549.SH,X600352.SH,X000898.SZ,X002075.SZ,X000723.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X002460.SZ,X002470.SZ,X002407.SZ,X000983.SZ,X000012.SZ,X600021.SH,X600176.SH,X600098.SH,X000060.SZ,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.103301284572718,0,0,0,0.020265439403007,0,0,0,0.0068693089976165,0,0,0,0,0,0,0,0,0.169442541779968,0,0,0,0,0.0440127686350053,0,0,0,0,0,0,-0.0483016972289304,0,0,0,0,0,-0.00935900515011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.122671831736117,0,0,0,0,0,0,-0.0114448508844828,0.162249770848967,0,0,0,0,0,-0.0102963486497469,0,0,0.0617272843426506,0,0,0,0,0.0579388036757756,0,0,0,0,0,0,-0.0314744775154965,0,0,0,0,0,-0.0316254643782404,0,0,0,0,0,0,0,0,0.00357179464340697,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.130771363681989,0,0,0,0,0,0,0,0.00288491313942857,0,0,0,0.0345661447127272,0,0,0,0,0,0.00323613026282775,0.0389534444136721,0,0,0,0,0,0,0.0229510682763446,0,0,0,0.120964602343756,0,0,0,0,0,0,0.0401770552469852,0,0,0,0,0.0496756835968472,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0406521843277074,0,0,0,0,0,0,0.0951156542046729,0,0,0,0.0825521974561296,0,0,0,0,0,0,0.018973787768547,1.73472347597681e-18,0,0.0880486081997664,0,0,0,0,0.0276384825236816,0,0,0,0,0,0,0,0,0,0.00383452076363677,0.0249508880796104,0,0,0,0,0,0,0,0,-0.0145308832261126,0.0100699104860655,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0468192921275999,0,0.27524980700034,0,0,0,0.017735205230823,1.73472347597681e-18,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0927248434068658,0,0,0,0,0,0.158843286966087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127107849831085,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.168477756522441,0,0,0,0,0,0,0,0,0.0184931658558717,0,0.031750121384529,0,0,0,0,0,0,0,0,0,0,0.0357890522126187,0,0.0290121349305927,0.292073746917182,0.00391060767468385,0,0,0,0,0,0,0,0.0618220454761532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.170104416671383,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.101808672943764,0,0.0685838184196692,0,0.324342513893106,0,0,0,0,0,0,0,0,0,0.278890465429176,0,0,0,0,0,0,0,0.0527156258102937,0,0,0,0,0,0,0,0,0,0,-0.0570644734263145,0,0.00812251409162843,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0594833105838641,0,0,0,0,0.00616231717968751,0,0.198525662955379,0,0,0,0,0,0,0,0,0,0,0.0168368332586122,0.271449808318785,0,0,0,0.00468468530798442,0,0,0.161386411900578,0,0,0,0,0,0,0,0,0,0,0.115316266645501,0,2.16840434497101e-19,0.0679270457621999,0,-0.0417898522803283,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0586306156945688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654906081755885,0,0,0,0,0,0,0.038233470979101,0,0,0.0139080901079543,0.10091566155746,0,0,0,0.00957841451353353,0,0,0.22198401494419,0,0,0.127466273529956,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0488777005401759,0,0,0,0.164862698972108,0,0,0,0,0,0,0.0217472013622231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114716176045975,0,0.0575549507582984,0.00758426233312053,0.0389358006612437,0,0,0,0,0,0,0,0,0,0,0,0.236409090888353,0,0,0,0,0,0,0,0,0,0
